Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Tipo_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012
320120905000087;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209033;IBC;1;0;26;73;2,81;1,04;1049,31;1170702,06;1299,14;1122577,43;1245,11;3290147;1651,67;3701358,89
320120905000088;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209037;Jardim América;1;0;284;872;3,07;2,2;1404,61;3092319,36;1494,04;3155831,33;802,66;1690685,31;1152,58;2025063,83
320120905000089;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209037;Jardim América;1;0;48;148;3,08;2,29;1619,21;1911150,08;1766,41;1822867,83;926,6;1301500,68;1436,23;1285181,27
320120905000090;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209009;Alto Monte Cristo;1;0;137;435;3,18;2,16;1400,27;2317109,01;1442,38;2326120,6;870,21;1777503,21;1210,59;2061755,6
320120905000091;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209009;Alto Monte Cristo;1;0;217;715;3,29;2,32;1471,73;2853912,8;1581,01;2893247,79;853,04;1708835,03;1275,44;2016994,9
320120905000092;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209043;Monte Cristo;1;0;247;824;3,34;2,16;819,83;434756,61;865,38;419429,75;473,46;314669,56;734,98;296226,47
320120905000093;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209043;Monte Cristo;1;0;158;511;3,23;1,93;987,91;652632,01;1047,58;629385,57;579,16;484728,25;838,21;484400,28
320120905000094;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209043;Monte Cristo;1;0;59;178;3,02;1,5;1544,71;3283512,66;1687,74;3347327,71;870,43;1864061,76;1339,78;2244089,5
320120905000095;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209017;Boa Esperança;1;0;108;330;3,06;1,7;652,93;122765,62;719,55;86987,49;433,16;137997,28;650,86;65283,46
320120905000096;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209017;Boa Esperança;1;0;384;1239;3,23;2,01;736,91;363013,38;837,2;328353,53;535,3;339081,79;767,34;307969,14
320120905000097;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209062;São Lucas;1;0;122;318;2,61;1,31;1058,93;322414,56;1094,83;293801,25;629,93;363155,77;907,36;270889,07
320120905000098;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209062;São Lucas;1;0;256;786;3,07;1,87;1043,9;467145,68;1095,24;433754,5;596,68;390080,27;851,15;339743,75
320120905000099;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209040;Marbrasa;1;0;297;893;3,01;1,58;1403,92;1731403,39;1447,79;1721958,75;837,32;1299686,74;1224,35;1426805,27
320120905000100;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209040;Marbrasa;1;0;88;293;3,33;2,59;622,61;426244,33;883,71;373406,64;626,91;760292,63;916,25;846598,76
320120905000101;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209018;Boa Vista;1;1;622;2004;3,22;2,22;705,01;555514,13;830,52;550160,87;488,52;350855,8;728,44;348396
320120905000102;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209018;Boa Vista;1;0;397;1282;3,23;1,83;911,5;574987,38;986,01;548449,44;540,4;450062,98;850,2;444674,46
320120905000103;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209056;Rui Pinto Bandeira;1;0;270;985;3,65;2,17;1345,29;835937,39;1430,03;767139,41;738,87;698206,6;1168,39;602064,04
320120905000104;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209056;Rui Pinto Bandeira;1;0;230;745;3,24;1,99;1062,52;695699,26;1086,13;685468,65;592,15;598384,73;912,96;629756,67
320120905000105;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209056;Rui Pinto Bandeira;1;0;388;1143;2,95;1,73;1342,57;1202713,43;1411,7;1166954,28;770,94;892083,46;1169,94;886969,18
320120905000106;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209002;Aeroporto;1;0;125;396;3,17;1,77;1154,36;1225777,25;1222,84;1214659,86;649,06;781396,68;1028,7;848221,74
320120905000107;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209002;Aeroporto;1;0;53;155;2,92;1,34;670,51;534833,37;1045,21;439265,08;497,66;431560,75;891,91;421683,4
320120905000108;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209002;Aeroporto;1;0;356;1128;3,17;2,04;1402,57;2201745,23;1451,5;2207549,67;813,19;1394327,66;1202,8;1594040,66
320120905000109;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209002;Aeroporto;1;0;110;348;3,16;2,25;1162,97;2149374,91;1390,51;2254654,87;735,76;1309280,72;1155,66;1572560,66
320120905000110;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209022;Central Parque;2;0;11;32;2,91;1,69;1671,82;3722816,36;1671,82;3722816,36;1066;2070019,85;1570,95;2267714,83
320120905000111;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209022;Central Parque;1;0;56;186;3,32;2,88;848,41;811967,81;1079,8;782904,86;785,91;1215811,19;1107,42;1358440,76
320120905000112;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209039;Luiz Tinoco da Fonseca (BNH de cima);1;0;3;8;2,67;1,33;651,67;320308,33;977,5;3612,5;308,13;202170,98;821,67;74658,33
320120905000113;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209039;Luiz Tinoco da Fonseca (BNH de cima);1;0;268;886;3,31;3,39;1388,63;1985176,67;1453,72;1983600,38;740,6;1183520,87;1167,59;1367691,69
320120905000114;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209039;Luiz Tinoco da Fonseca (BNH de cima);1;0;205;635;3,1;2,16;1224,46;1669340,56;1349,54;1671074,97;799,89;1222999,61;1177,04;1356067,98
320120905000115;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209039;Luiz Tinoco da Fonseca (BNH de cima);1;0;382;1140;2,98;1,79;1022,17;1264943,71;1208,89;1270303,9;703,69;823164,12;1063;861588,45
320120905000116;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209068;Waldir Furtado Amorim (BNH de Baixo);1;0;123;394;3,2;2,28;1569,68;7930264,51;1856,45;8855587,32;985,91;3623743,35;1453,81;4667686,71
320120905000117;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209068;Waldir Furtado Amorim (BNH de Baixo);1;0;6;22;3,67;1,07;1900;992000;1900;992000;1190,06;1272590,64;1530,07;1103889,3
320120905000118;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209068;Waldir Furtado Amorim (BNH de Baixo);1;0;234;731;3,12;2,01;1531,82;4728963,68;1586,04;4810721,14;883,81;2471362,38;1301,69;3097385,34
320120905000119;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209024;Coramara;1;0;486;1672;3,44;2,67;633,16;286084,7;767,37;243631,8;440,37;242198,21;737,41;186459,95
320120905000120;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209024;Coramara;1;0;237;719;3,03;1,72;1036,19;2035727,41;1192,12;2156773,08;720,24;1150761,01;1046,1;1330938,07
320120905000121;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209024;Coramara;1;0;320;1066;3,33;1,91;983,78;926495,95;1059,96;917461,27;575,54;605887,17;910,16;653676,38
320120905000122;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209031;Gilson Carone;1;0;198;742;3,75;2,98;873,8;315380,53;930,17;283116,62;425,45;275144,15;790,31;222589,66
320120905000123;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209031;Gilson Carone;1;1;60;181;3,02;1,88;840,52;701493,71;869,5;700464,39;461,94;427441,69;761,71;477012,14
320120905000124;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209031;Gilson Carone;1;1;327;1180;3,61;3,17;679,35;195985,72;760,77;157396,39;350,42;196000,96;706,08;143697,13
320120905000125;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209020;Caiçara;1;0;41;115;2,8;2,46;1260,49;806754,76;1260,49;806754,76;745,92;736073,89;1160,32;663009,58
320120905000126;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209020;Caiçara;1;0;178;539;3,03;1,69;1081,65;894492,6;1139,25;876397,04;634,7;603459,64;938,61;607171,19
320120905000127;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209020;Caiçara;1;0;118;383;3,25;1,79;1338,89;3037268,17;1385,87;3079099,78;767,59;1864209,78;1110,63;2318351,73
320120905000128;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209006;Agostinho Simonato;1;0;288;867;3,01;1,79;1236,56;1383923,27;1328,84;1364501,96;816,99;1217571,33;1142,89;1331000,76
320120905000129;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209006;Agostinho Simonato;1;0;341;1121;3,29;2,13;709,28;432389,4;845,69;400076,03;512,51;374248,28;779,98;360920,23
320120905000130;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209006;Agostinho Simonato;1;0;195;570;2,92;1,48;1097,63;331130,44;1120,61;312206,6;682,07;366765,68;960,16;248967,83
320120905000131;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209006;Agostinho Simonato;1;0;253;787;3,11;2,17;654,6;266511,35;803,96;206956,1;455,23;213340,95;739,05;136406,98
320120905000132;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209052;Parque das Laranjeiras;1;1;120;368;3,07;2,23;874,03;412572,08;928,17;387655,19;500,2;351885,21;813,17;317374,29
320120905000133;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209052;Parque das Laranjeiras;1;0;252;730;2,9;2,01;908,8;717249,34;1004,46;696568,11;582,71;493962,29;837,65;496531,09
320120905000134;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209052;Parque das Laranjeiras;1;0;277;820;2,96;2,39;1065,33;2273601,66;1166,39;2371793,65;659,18;1241980,01;1009,01;1548792,5
320120905000135;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209066;Vila Rica;1;0;248;731;2,95;1,6;1890,9;5127345,7;1945,82;5169578,84;1134,76;2830229,23;1503,73;3196405,66
320120905000136;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209066;Vila Rica;1;0;307;942;3,07;1,48;1443,51;2352279,96;1522,88;2360776,27;868;1592397,05;1260,51;1818135,66
320120905000137;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209066;Vila Rica;1;0;254;741;2,92;1,42;1410,54;3115191,46;1468,35;3158155,11;841,68;1885862,34;1185,11;2249120,37
320120905000138;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209066;Vila Rica;1;0;445;1433;3,22;1,97;1043,82;1860929,09;1312,14;1987578,8;780,79;1464406,45;1206,5;1749580,52
320120905000139;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209066;Vila Rica;1;0;361;1131;3,13;1,8;2390;250393542,2;2515,42;263255736,7;1251,19;93027645,91;1702,86;125886551,5
320120905000140;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209066;Vila Rica;1;0;283;843;2,98;2,19;1250,7;1657323,85;1296,51;1658639,47;765,08;1120882,39;1083,99;1242636,22
320120905000141;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209066;Vila Rica;1;0;150;415;2,77;1,72;1277,67;1924395,23;1312,68;1931215,13;805,62;1248926,05;1161,51;1387843,39
320120905000142;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209035;Ilha da Luz;1;0;223;681;3,05;2,05;1536,84;65556955,82;1663,67;70781360,26;842,75;24170528,95;1243,01;35178835,53
320120905000143;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209035;Ilha da Luz;1;0;45;146;3,24;2,37;1363,89;1290066,92;1461,31;1238628,12;670,69;771557,67;1110,1;789469,7
320120905000144;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209035;Ilha da Luz;1;0;32;91;2,84;1,88;900,28;420216,47;960,3;389573,46;584,57;423324,91;882,16;375435,47
320120905000145;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209035;Ilha da Luz;1;0;9;17;1,89;1,11;2063,33;3438325;2321,25;3245298,21;1580,63;2923926,25;1945,38;2886176,92
320120905000146;3;Região Sudeste;ES;Espírito Santo;3204;Sul Espírito-Santense;32012;Cachoeiro de Itapemirim;0;Municípios não pertencentes a estrutura de RM;3201209;CACHOEIRO DE ITAPEMIRIM;320120905;CACHOEIRO DE ITAPEMIRIM;32012090500;CACHOEIRO DE ITAPEMIRIM;3201209041;Maria Ortiz;1;0;205;589;2,87;2,17;1605,3;4090994,67;1741,2;4201280,4;1011,53;2455873,64;1432,55;2876059,79
