Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;
270010205000001;1;4;1;0;14;0;9;0;0;54;0;10;3;0;41;0;6;2;0;22;0;4;1;0;19;0;5;1;0;36;0;8;3;0;32;0;6;1;1;19;0;5;2;0;26;0;1;1;0;15;0;6;1;0;13;0;2;1;0;9;0;2;1;0;16;0;3;0;0;10;0;3;1;0;9;0;0;0;0;5;0;5;1;0;20;0;12;1;0;47;0;14;0;0;43;0;6;0;0;24;0;8;0;0;19;0;9;0;0;44;0;5;0;1;43;0;7;2;1;31;0;7;1;1;24;0;5;2;0;20;0;5;1;0;23;0;3;0;0;22;0;2;0;1;12;0;3;1;0;12;0;5;0;0;4;0
270010205000002;1;2;0;0;23;0;5;1;0;42;0;6;1;0;41;0;3;1;0;27;0;3;0;0;14;0;3;0;0;27;0;5;1;0;33;0;3;0;0;21;0;3;0;1;18;0;3;1;0;14;0;3;0;0;18;0;1;0;0;11;0;1;0;0;10;0;2;0;0;7;0;1;0;0;6;0;1;0;0;2;0;4;0;0;18;0;8;0;0;34;0;4;1;0;30;0;3;1;0;17;0;1;0;0;13;0;4;0;0;32;0;7;0;1;37;0;9;0;0;22;0;3;0;0;25;0;4;0;0;15;0;3;0;1;16;0;4;0;0;15;0;2;0;1;9;0;5;0;0;14;0;4;0;0;13;0
270010205000003;1;6;2;0;14;1;13;1;0;48;0;7;1;0;59;0;6;0;0;36;0;1;1;0;23;0;8;2;0;32;0;5;2;1;34;1;4;3;0;20;1;6;1;0;18;0;5;2;0;19;0;4;1;0;25;0;2;2;0;11;0;3;2;0;3;0;0;1;0;4;0;1;1;0;4;0;2;0;0;5;0;5;0;0;28;0;15;3;0;41;0;8;1;0;51;0;4;1;0;34;0;4;0;0;17;0;7;3;0;41;0;10;0;0;31;0;9;1;0;26;0;13;2;0;29;0;7;0;0;25;0;6;0;0;23;0;4;1;0;8;1;0;0;0;4;0;3;1;0;10;0;4;1;0;8;0
270010205000004;5;1;0;0;4;0;4;0;0;11;0;4;0;0;9;0;3;0;0;8;0;1;0;0;1;0;0;0;0;10;0;2;0;0;6;0;3;0;0;3;0;2;0;0;5;1;4;0;0;3;0;3;0;0;4;0;1;0;0;3;0;0;0;0;2;0;2;0;0;7;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;0;4;0;0;5;0;3;0;0;8;0;2;0;0;5;0;1;0;0;3;0;1;0;0;7;0;4;0;0;8;1;2;0;0;3;0;2;0;0;6;0;3;0;0;5;0;2;0;0;5;0;1;0;0;2;0;0;0;0;4;0;3;0;0;5;0;3;0;0;4;0
270010205000005;8;8;1;0;21;0;7;0;0;55;0;6;3;0;64;0;3;3;0;37;0;3;0;0;27;0;9;2;0;41;0;4;1;0;27;0;7;1;0;17;0;2;1;0;13;0;1;2;0;9;0;0;0;0;8;0;0;1;0;7;0;0;1;0;4;0;1;1;0;11;0;0;1;0;4;0;2;0;0;11;0;3;1;0;26;0;11;3;0;61;0;9;0;0;50;0;6;0;0;36;0;3;0;0;14;0;8;3;0;47;0;7;1;0;26;0;2;0;0;16;0;4;0;0;18;0;2;0;0;9;0;2;0;0;5;0;1;0;0;7;0;0;0;0;5;0;0;0;0;7;0;1;0;0;2;0
270010205000006;8;1;0;0;5;0;8;0;0;25;0;5;1;0;35;0;2;1;0;24;0;3;0;0;11;0;6;0;0;18;0;4;1;0;18;0;5;0;0;8;0;3;0;0;7;0;1;1;0;5;0;2;0;0;0;0;1;0;0;4;0;0;0;0;3;0;2;1;1;7;0;2;0;0;5;0;0;0;0;0;0;1;0;0;8;0;10;1;0;31;0;3;0;0;26;0;0;0;0;15;0;3;0;0;11;0;2;1;0;25;1;7;0;0;11;0;1;0;0;12;0;0;0;0;7;0;3;0;0;12;0;1;0;0;4;0;0;0;0;6;0;1;0;0;1;0;2;0;0;13;0;3;0;0;5;0
270010205000007;8;0;0;0;2;0;0;0;0;9;0;0;0;0;7;0;0;0;0;4;0;0;0;0;3;0;0;0;0;5;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;1;0;0;9;0;0;0;0;6;0;0;0;0;4;0;0;0;0;2;0;1;0;0;4;0;0;0;0;3;0;0;0;0;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
270010205000008;8;3;0;0;3;0;10;0;0;26;4;5;0;0;10;9;3;0;0;6;6;2;0;0;4;3;6;0;0;3;4;6;0;0;8;0;3;0;0;8;1;1;0;0;5;0;1;0;0;2;1;2;0;0;1;1;0;0;0;1;1;1;0;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;10;0;0;21;8;8;0;0;12;4;7;0;0;4;2;1;0;0;8;2;5;0;0;9;4;5;1;0;10;2;2;0;0;6;0;2;0;0;4;0;0;0;0;3;0;0;0;0;2;0;1;0;0;1;0;2;0;0;2;0;0;0;0;2;0;0;0;0;0;0
270010205000009;8;3;1;0;16;0;13;6;2;50;0;10;15;2;51;0;9;10;0;37;0;1;5;2;14;0;10;8;2;51;0;5;5;0;29;0;4;7;0;17;0;3;1;0;18;0;7;3;0;16;0;4;5;0;8;0;4;2;0;4;0;1;0;0;2;0;5;1;0;8;0;3;4;0;8;0;0;0;0;3;0;6;2;0;17;0;14;8;0;55;0;6;4;3;58;0;4;2;3;37;0;2;2;0;21;0;8;3;2;44;0;5;3;0;37;0;8;4;0;30;0;4;0;0;17;0;5;2;0;15;0;5;3;0;12;0;1;2;0;6;0;1;2;1;7;0;8;1;0;16;0;3;3;1;7;0
270010205000010;8;5;0;0;26;0;16;0;2;89;0;23;0;0;62;0;11;0;0;37;0;12;0;0;25;0;10;0;0;49;0;4;0;0;30;0;6;0;0;16;0;2;0;0;13;0;0;0;0;9;0;2;0;0;6;0;4;0;0;8;0;0;0;0;2;0;4;0;0;8;0;1;0;0;4;0;1;0;0;2;0;8;0;0;22;0;25;0;0;90;0;18;0;0;79;0;14;0;0;52;0;4;0;0;27;0;15;0;1;50;1;8;0;0;39;0;9;0;0;18;0;3;0;0;20;0;2;0;0;13;0;2;0;0;9;0;2;0;0;7;0;2;0;0;3;0;1;0;0;7;0;2;0;0;2;0
