Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134
270010205000001;1;590;588;201;52;183;67;10;8;1;1;40;2;14;0;8;0;1;0;0;0;2;11;0;0;2;2;0;1;0;1;0;1;2;2;13;10;7;10;21;11;14;5;10;11;12;16;10;18;9;14;9;17;8;7;8;13;13;6;10;4;14;13;10;11;5;6;7;9;8;9;7;6;8;8;7;3;3;5;9;7;6;3;10;10;5;4;5;3;5;7;7;7;7;2;7;3;0;1;4;2;6;3;0;3;2;3;3;1;5;0;2;0;1;1;0;2;4;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
270010205000002;1;434;434;111;53;160;48;5;7;3;1;32;1;9;0;3;0;1;0;0;0;0;3;0;0;0;0;1;0;0;1;1;0;0;0;3;5;12;5;4;9;13;9;12;10;12;7;11;10;12;11;11;8;10;5;8;5;10;7;10;8;6;10;9;8;8;3;9;4;5;11;7;2;3;5;2;4;10;2;3;10;5;5;2;4;4;3;3;3;3;2;1;2;7;3;1;2;2;1;1;3;1;4;3;1;0;1;1;0;1;1;3;1;1;2;1;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
270010205000003;1;523;523;108;102;218;47;4;4;2;0;27;0;7;0;4;0;0;0;0;0;0;9;0;1;0;3;0;1;0;1;1;0;2;0;13;9;12;11;11;12;6;12;13;11;7;18;11;17;13;14;17;13;13;12;14;9;7;4;6;16;7;10;7;7;9;4;7;6;8;6;2;8;7;3;8;7;6;6;7;17;3;5;4;5;5;3;3;5;5;1;2;1;2;0;1;1;2;3;3;2;1;1;1;1;1;3;1;1;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270010205000004;5;130;130;39;12;43;17;2;2;0;0;13;0;1;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;3;3;3;3;3;4;3;1;2;4;5;5;3;3;1;1;5;1;0;4;2;1;1;3;3;0;0;2;2;1;3;0;2;1;2;3;2;2;3;0;3;3;0;0;0;5;2;0;1;2;1;0;2;0;1;0;1;0;2;1;0;3;1;2;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
270010205000005;8;624;624;99;127;265;70;3;7;4;0;30;0;10;0;8;0;1;0;0;0;0;16;3;0;0;1;1;1;1;2;1;1;5;0;13;9;14;9;17;10;9;26;11;15;17;16;12;17;13;22;12;14;18;12;9;15;9;15;6;13;11;11;5;9;14;5;5;8;7;9;6;8;4;3;7;6;3;6;7;6;4;4;1;8;2;6;3;2;5;3;3;4;4;3;3;5;5;6;5;2;5;0;3;3;0;4;4;0;0;3;2;0;0;3;1;1;1;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0
270010205000006;8;316;316;107;22;130;22;2;3;1;0;19;0;8;0;2;0;0;0;0;0;0;6;1;0;0;1;1;0;2;0;1;0;0;0;5;7;6;8;4;5;6;4;4;7;8;6;7;10;9;10;10;7;8;7;7;9;1;2;7;5;4;2;9;10;4;2;4;1;4;6;5;1;3;4;6;5;3;2;2;3;0;1;2;2;1;4;3;1;0;3;2;2;2;0;2;2;6;3;1;3;2;1;1;1;1;2;1;3;0;3;1;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
270010205000007;8;59;59;25;0;28;2;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;1;0;2;3;1;1;2;3;1;0;3;2;2;1;3;0;2;0;1;1;0;0;1;1;1;2;2;0;0;0;0;0;0;0;0;3;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;3;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270010205000008;8;307;307;92;11;155;25;0;2;2;0;9;1;5;0;3;2;0;0;0;0;0;8;1;0;1;1;1;1;1;1;1;0;0;0;7;6;7;8;12;2;7;8;7;11;6;13;13;10;6;7;5;8;6;5;4;7;7;4;6;6;2;7;5;6;1;5;6;5;3;4;2;3;2;2;3;3;1;2;2;2;2;1;3;2;2;1;3;1;5;3;0;2;0;4;2;3;3;1;0;0;0;1;1;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270010205000009;8;733;733;251;41;301;63;9;4;0;1;36;0;8;0;15;1;3;0;0;0;0;19;4;3;2;1;1;3;1;0;0;1;2;1;13;14;14;14;12;17;15;18;16;13;13;23;19;19;23;22;12;13;10;20;16;16;24;12;14;13;9;6;8;6;10;14;6;6;12;8;9;4;8;8;9;8;11;7;7;9;5;5;5;8;2;6;5;5;4;2;3;6;4;10;3;4;5;5;4;4;0;2;3;2;3;2;3;1;2;3;2;0;3;2;0;1;3;1;0;0;0;1;0;2;0;1;1;0;0;0;1;0;0;0
270010205000010;8;959;952;186;137;451;89;12;7;4;2;64;0;3;0;3;1;0;0;0;0;0;25;2;0;3;3;3;0;2;1;2;3;3;3;23;21;31;23;28;27;26;33;32;34;31;29;24;28;20;19;17;24;24;18;22;15;7;15;14;8;15;10;16;16;9;9;14;9;10;13;5;2;9;5;6;11;6;7;8;10;6;5;6;7;4;4;3;7;4;3;5;4;7;14;5;3;7;4;4;5;5;3;2;3;5;3;3;4;4;2;1;1;1;1;0;1;1;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0
270010205000011;8;638;638;135;118;249;59;0;2;7;1;37;0;19;0;10;0;1;0;0;0;0;13;1;3;0;2;0;0;0;1;1;1;1;3;6;13;11;9;14;11;20;8;11;13;20;13;20;11;17;12;10;22;11;15;7;15;12;11;12;10;21;9;5;14;4;8;8;7;7;6;13;4;10;5;3;2;4;4;16;8;7;4;7;10;2;3;3;3;6;3;5;5;9;1;3;4;5;2;2;5;5;4;5;5;6;1;1;7;3;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270010205000012;8;393;393;146;6;178;24;1;3;0;0;19;0;1;0;11;1;3;0;0;0;0;6;0;1;0;0;0;1;0;1;1;1;0;1;6;9;7;10;4;8;11;7;10;8;8;7;11;17;13;10;12;9;8;8;12;7;5;3;4;8;5;5;2;3;2;4;5;6;3;2;2;3;4;4;5;6;2;8;7;4;4;2;1;3;2;4;5;2;3;6;1;2;2;2;1;0;1;2;5;4;5;2;2;6;2;2;0;1;2;0;1;0;1;3;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
270010205000013;8;672;672;212;47;286;57;5;5;3;1;33;0;10;1;11;0;1;0;0;0;0;16;2;2;1;1;4;0;1;2;1;0;1;1;13;17;16;9;12;16;14;16;20;18;20;22;14;20;24;19;11;14;12;21;16;6;10;13;4;8;7;9;9;8;11;6;10;6;6;12;8;6;7;6;14;10;7;9;4;5;11;9;7;5;2;2;6;2;5;5;2;3;0;6;2;4;3;6;2;3;3;1;2;3;0;2;0;3;2;1;1;2;1;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270010205000014;8;436;435;124;41;193;42;3;1;0;0;20;1;7;0;4;0;0;0;0;0;0;6;0;0;0;0;0;2;0;1;0;1;1;1;10;7;8;9;9;6;9;12;10;16;11;9;11;13;13;7;13;12;13;8;7;6;7;9;3;4;6;3;3;5;5;5;2;5;5;4;6;5;8;8;4;8;5;4;4;6;5;8;3;2;2;2;1;5;3;4;1;3;1;5;3;3;5;0;4;2;3;5;0;4;1;3;0;2;1;0;0;0;0;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
270010205000015;5;65;65;27;4;29;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;2;0;1;1;0;2;0;1;1;1;3;1;1;3;1;1;1;0;0;1;1;1;1;0;3;0;1;1;0;0;0;1;1;0;1;0;1;1;1;0;3;0;0;1;1;2;2;1;2;2;0;0;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270010205000016;5;240;240;63;39;94;20;0;1;2;2;13;0;0;0;5;1;0;0;0;0;0;5;0;1;0;0;0;0;0;0;1;0;1;2;2;1;8;2;2;4;6;5;4;6;6;7;7;1;3;6;6;8;4;4;5;4;2;3;1;3;3;2;3;1;0;6;1;1;5;4;4;1;4;5;1;6;8;2;4;6;1;3;3;1;1;1;1;2;0;5;4;1;0;0;1;2;3;3;3;1;1;1;2;3;1;2;1;2;0;0;2;2;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270010205000017;8;391;391;140;25;150;42;0;3;2;0;22;0;2;0;5;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;0;1;0;0;8;8;6;3;13;4;9;7;16;9;7;11;11;10;7;9;6;12;7;7;8;11;9;1;6;10;7;3;2;7;2;6;5;4;5;6;7;2;6;0;5;3;1;3;2;4;3;3;3;4;1;5;2;7;2;5;1;2;5;7;4;3;5;1;1;2;3;6;0;2;3;0;1;1;0;0;4;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
270010205000018;8;554;551;118;117;218;42;3;4;4;1;28;0;9;1;8;0;0;1;0;0;0;11;0;1;2;0;1;0;1;1;2;1;1;1;5;13;17;10;14;13;8;8;15;14;6;10;10;16;8;16;9;8;8;19;10;7;12;5;10;8;12;10;5;11;10;12;10;4;8;4;11;6;6;8;5;9;12;9;9;5;4;6;4;6;1;2;2;0;4;6;2;3;5;2;4;2;5;6;5;3;2;2;6;3;4;2;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
270010205000019;8;193;193;73;5;84;16;0;1;0;0;12;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;1;0;1;2;3;5;5;3;2;4;5;3;4;2;5;10;4;7;3;11;4;3;6;0;3;3;2;2;2;1;3;3;2;4;4;2;3;1;0;2;3;2;2;2;1;4;1;0;1;3;1;2;3;1;1;1;2;2;3;1;2;4;2;0;2;1;1;4;1;2;0;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
270010205000020;1;435;435;160;32;143;34;1;9;2;0;39;0;8;0;5;0;2;0;0;0;0;11;0;0;1;0;1;1;4;0;0;2;1;1;11;11;7;11;9;13;6;9;8;6;8;11;3;8;8;7;7;3;5;7;7;7;9;7;8;12;7;11;6;3;4;13;11;5;7;6;5;6;6;3;7;8;6;2;5;4;1;3;6;4;6;6;3;1;1;6;1;2;0;3;1;4;5;5;2;3;2;3;5;1;1;0;2;3;0;1;2;3;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0
270010205000021;1;464;461;209;11;137;54;5;2;1;0;26;3;1;1;9;3;1;0;0;0;0;10;1;0;3;0;2;1;2;1;0;0;0;0;12;15;10;13;11;10;9;8;13;10;4;8;11;5;11;8;8;6;6;7;8;7;4;8;8;6;8;7;9;4;8;8;7;4;5;8;6;2;8;4;4;4;4;4;6;5;7;3;3;2;0;2;6;3;5;4;3;5;3;1;4;3;0;3;3;6;2;3;2;3;3;5;2;2;1;0;3;1;0;4;3;0;2;2;2;0;1;1;0;2;0;1;1;0;0;0;1;0;0;0
270010205000022;5;110;110;38;2;46;4;4;3;0;0;10;0;1;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;1;4;7;2;2;1;6;4;2;2;2;1;4;3;3;3;2;0;2;0;2;1;2;1;1;0;1;1;3;0;0;1;0;0;0;1;1;0;2;2;1;2;0;1;0;2;4;0;1;1;1;0;0;0;2;0;3;0;1;1;1;1;2;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270010205000023;8;389;389;130;17;177;22;8;2;2;2;13;0;8;0;3;0;5;0;0;0;0;11;1;0;4;0;2;0;3;0;0;1;0;0;10;5;9;5;8;9;12;9;8;10;6;9;8;11;7;10;7;9;13;9;10;4;7;9;10;5;5;2;7;6;9;4;6;3;6;4;6;3;6;5;7;4;3;2;2;4;2;4;1;0;1;2;1;2;4;2;1;3;4;2;3;4;0;2;3;1;3;2;1;3;0;1;0;1;1;0;1;1;1;1;2;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
270020105000001;1;332;332;107;46;98;30;5;4;1;0;34;0;6;0;1;0;0;0;0;0;0;7;2;1;1;0;0;1;0;0;0;1;1;0;9;4;11;10;7;5;4;4;11;2;4;8;3;4;3;4;8;2;5;4;6;7;9;7;8;5;7;15;6;5;9;6;6;2;5;1;6;3;6;6;5;4;2;3;1;1;7;2;1;5;2;1;0;4;1;4;3;0;2;5;4;2;2;4;0;2;0;0;0;1;2;1;2;1;0;3;2;1;0;1;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
270020105000002;1;381;381;150;17;84;56;4;3;8;0;31;6;15;0;7;0;0;0;0;0;0;8;0;0;0;2;1;0;0;2;0;1;1;1;9;11;6;3;2;2;5;5;4;4;7;5;9;2;11;10;14;3;9;9;6;9;7;7;7;5;4;8;7;6;5;5;5;4;3;4;6;6;10;6;8;6;7;5;3;4;6;3;6;4;4;5;2;2;7;2;1;1;5;2;1;0;1;4;1;2;1;3;3;2;4;2;1;1;1;0;0;1;1;2;1;0;1;1;0;0;0;0;0;4;1;0;0;0;0;1;0;0;0;0
270020105000003;1;601;601;208;45;155;116;5;14;0;1;36;0;10;0;10;0;1;0;0;0;0;5;1;1;1;1;0;0;0;0;0;1;0;0;4;10;9;7;7;6;9;15;12;17;18;13;9;7;12;18;14;6;6;12;7;4;13;9;7;16;10;12;12;14;6;8;11;11;6;9;9;12;8;11;6;9;12;8;11;7;9;7;3;7;11;9;5;2;7;3;2;4;4;3;4;5;5;2;8;2;0;2;3;4;2;4;1;4;1;1;1;1;1;3;2;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
270020105000004;1;580;580;231;45;134;96;4;9;8;1;35;1;7;0;7;2;0;0;0;0;0;7;0;0;0;0;0;0;1;2;0;3;0;1;7;10;14;12;14;11;15;12;12;5;10;12;13;10;12;9;10;5;12;12;9;7;6;12;6;9;11;16;9;9;7;9;14;9;5;8;12;6;7;10;3;7;7;9;4;2;7;7;8;4;2;7;4;7;4;7;3;4;7;4;5;3;4;1;5;1;7;1;0;7;3;4;5;3;2;2;1;1;2;1;4;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1
270020105000005;1;573;573;182;46;151;129;7;4;3;3;29;2;7;0;9;0;1;0;0;0;0;8;0;0;0;1;0;2;1;2;0;1;1;0;9;15;17;15;11;9;12;12;11;18;19;18;15;15;15;12;11;16;15;14;11;10;10;4;16;8;5;8;4;11;5;3;7;6;6;7;5;8;6;7;2;3;4;5;3;11;9;8;11;3;3;4;3;8;5;6;6;7;0;4;4;3;5;2;1;4;1;3;1;1;0;0;0;0;2;0;0;1;2;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270020105000006;1;680;677;253;44;183;98;18;10;2;0;59;0;8;0;2;0;3;0;0;0;0;12;0;0;4;2;1;0;0;0;2;0;2;1;8;8;11;13;9;12;13;19;10;16;20;17;19;19;12;19;16;19;15;14;9;17;17;14;11;7;17;8;10;11;6;11;10;14;8;9;7;3;9;10;4;13;6;4;8;8;2;4;5;13;5;6;2;5;7;5;2;2;7;6;4;3;6;4;2;11;1;0;1;2;4;2;1;3;0;2;3;2;0;2;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
270020105000007;1;459;459;153;24;139;62;8;9;1;0;44;0;7;0;11;0;0;0;1;0;0;5;1;0;1;0;1;0;0;1;0;0;1;0;9;11;10;11;3;6;10;13;15;11;7;10;15;13;18;18;5;9;9;5;13;7;9;11;6;9;8;8;6;8;9;3;4;6;8;5;9;6;6;4;4;5;8;2;3;4;4;7;2;5;0;1;3;2;6;4;1;4;2;6;3;1;0;5;2;4;2;1;1;1;1;1;0;0;2;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270020105000008;1;213;213;85;9;53;33;2;2;2;0;12;1;4;0;6;3;1;0;0;0;0;3;0;0;0;0;0;2;0;0;0;1;0;0;2;0;3;2;1;1;1;4;3;5;2;6;3;3;6;4;5;3;2;3;6;6;5;2;4;1;6;3;8;4;2;3;2;5;1;4;3;9;1;5;1;4;5;3;0;4;3;1;2;1;0;4;0;1;4;3;0;2;2;3;1;3;1;1;1;0;0;1;2;4;2;2;1;1;1;0;1;0;0;2;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270020105000009;8;684;684;283;6;273;51;22;2;1;1;24;0;11;0;6;0;4;0;0;0;0;18;4;1;2;1;1;1;0;0;1;2;3;2;7;16;14;12;8;11;19;10;15;15;16;17;17;23;12;12;20;16;19;10;15;19;20;13;11;13;10;13;9;8;7;3;5;5;7;5;8;8;8;6;6;6;7;9;4;15;9;9;7;11;4;5;11;4;6;2;4;9;3;4;0;4;2;4;7;2;0;2;2;1;0;2;4;4;0;0;1;2;1;4;0;0;0;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0
270020105000010;8;346;341;123;12;114;42;5;3;2;1;32;1;3;0;7;1;0;0;0;0;0;6;1;0;1;2;0;0;0;0;1;1;0;0;10;6;7;5;6;8;14;4;10;4;9;11;9;6;9;12;10;9;10;5;1;9;2;4;8;3;8;4;4;5;3;3;5;6;5;3;4;2;2;5;0;8;8;5;7;5;2;4;2;3;2;3;0;1;5;1;0;2;0;1;1;2;2;2;2;1;1;1;0;3;1;0;0;4;2;1;0;2;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
270020105000011;8;332;332;135;6;131;29;0;5;0;1;19;0;3;0;3;0;0;0;0;0;0;8;0;0;1;1;0;1;1;0;0;1;1;2;5;3;6;4;9;4;4;7;5;14;9;4;13;9;10;10;9;10;3;6;5;8;1;1;5;4;4;6;2;4;2;5;6;7;8;5;4;7;3;5;1;5;5;4;2;6;2;5;6;4;5;1;2;1;2;4;1;2;2;4;2;2;1;0;2;2;0;0;1;2;0;1;2;0;0;1;1;2;0;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270020105000012;5;360;360;150;19;127;31;5;3;3;1;14;0;4;0;2;0;1;0;0;0;0;3;0;0;0;0;1;1;1;0;0;0;0;0;7;7;5;10;6;6;5;4;8;2;6;6;7;3;8;4;12;7;6;10;11;9;9;11;9;3;4;13;7;4;5;4;8;4;3;6;4;6;1;10;5;4;4;5;3;3;7;6;5;5;4;1;0;3;1;2;4;1;6;3;1;2;2;1;1;2;1;0;0;3;0;1;0;0;1;1;0;1;0;3;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270020105000013;5;263;263;91;6;112;31;2;0;2;0;17;0;0;0;2;0;0;0;0;0;0;4;0;0;0;1;0;0;0;2;0;1;0;0;3;7;3;10;3;6;4;11;6;9;7;8;9;7;7;7;12;9;3;5;3;1;6;3;5;1;4;3;3;6;3;4;6;3;4;5;3;2;7;3;5;0;2;5;1;3;1;4;1;2;1;2;2;0;0;2;1;0;0;1;1;0;1;2;1;1;1;1;0;1;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270020105000014;8;473;473;212;9;164;39;2;6;1;0;30;0;5;0;5;0;0;0;0;0;0;7;0;1;1;1;1;0;2;0;0;0;0;1;8;9;11;6;9;11;9;7;8;8;10;10;7;12;13;17;11;9;5;8;7;6;8;4;12;7;5;7;5;4;5;8;6;8;9;10;3;6;4;6;5;6;3;1;9;3;6;7;4;7;4;4;4;4;4;3;3;2;5;3;3;1;5;4;9;5;3;3;2;5;0;2;6;3;0;1;1;0;0;1;0;1;1;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0
270020105000015;5;215;215;96;8;59;22;6;1;1;0;16;0;4;0;2;0;0;0;0;0;0;6;0;2;1;0;0;0;1;0;1;0;0;1;3;5;5;5;3;2;5;8;11;6;4;3;6;7;2;3;2;3;3;1;3;4;1;1;6;4;3;2;4;3;3;0;1;0;4;0;0;4;3;3;0;2;2;2;2;1;0;1;1;5;4;2;0;0;4;6;4;0;2;4;2;3;2;0;0;2;1;2;3;2;0;1;1;1;1;1;1;0;0;1;0;1;2;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0
270020105000016;8;243;243;67;37;92;28;1;3;3;1;11;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;2;1;0;1;0;0;3;3;4;8;5;4;4;5;7;7;8;2;3;3;11;3;9;3;8;1;4;3;3;4;2;5;7;4;4;1;4;5;4;5;3;6;1;3;3;4;3;4;1;2;1;2;2;0;2;0;4;1;4;5;4;0;2;1;2;1;1;0;1;4;1;1;1;0;1;1;0;1;0;2;0;0;2;0;0;0;1;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
270020105000017;8;233;233;103;8;86;18;5;1;0;0;6;0;2;0;0;3;1;0;0;0;0;4;2;0;0;0;0;1;0;1;0;0;0;0;2;2;4;1;6;4;5;6;3;5;5;6;8;4;9;7;6;2;4;4;5;4;4;4;3;4;3;5;4;5;2;3;4;4;3;2;3;2;1;6;3;1;2;4;5;2;6;3;3;1;2;1;3;0;0;2;2;1;0;1;0;0;1;2;3;0;1;1;0;1;1;1;2;1;2;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
270020105000018;4;852;852;184;75;296;133;30;23;0;2;75;0;5;0;13;11;5;0;0;0;0;23;2;1;4;2;4;2;1;1;0;3;0;3;19;18;20;20;15;25;23;21;25;25;18;23;30;12;20;23;17;20;24;14;18;15;19;19;16;6;17;15;13;7;13;10;9;12;12;8;15;10;10;14;5;12;2;10;4;7;9;3;6;10;6;2;7;7;5;5;3;6;0;3;2;6;3;0;2;5;2;2;2;4;2;1;1;5;1;0;3;1;1;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
270020105000019;1;425;425;127;64;109;74;1;5;2;0;26;0;9;0;8;0;0;0;0;0;0;5;0;0;0;0;1;1;0;1;0;0;1;1;9;10;8;6;6;5;4;8;8;7;11;6;11;11;4;7;13;5;8;7;5;16;11;5;10;5;9;11;7;5;8;6;7;5;6;4;7;5;5;4;3;6;7;6;3;4;8;6;5;4;2;3;2;3;3;2;2;4;5;5;1;6;2;4;1;1;1;2;3;5;0;3;3;2;0;0;0;1;0;0;2;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
270020105000020;5;324;324;62;69;122;22;4;1;3;1;33;1;3;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;8;6;11;3;5;12;6;15;7;10;9;6;4;8;7;9;12;4;9;7;5;6;2;5;4;8;4;5;5;7;8;7;5;5;4;3;3;3;2;4;2;5;0;0;3;5;6;1;0;3;3;3;2;2;1;4;2;0;5;2;5;2;1;2;2;0;0;1;2;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270030005000001;1;237;231;95;14;49;32;7;3;1;0;13;0;7;0;6;1;8;1;0;0;0;3;1;0;1;0;0;0;1;0;0;0;0;0;3;0;1;3;4;3;1;0;2;4;3;3;10;4;3;8;6;6;3;4;3;6;10;6;7;5;4;5;6;5;2;4;4;3;2;4;1;0;4;4;3;3;3;2;4;3;1;5;1;3;2;0;2;2;1;4;1;3;2;4;6;1;0;2;0;1;3;4;2;1;0;0;2;2;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270030005000002;1;201;198;82;9;42;25;1;4;0;0;18;2;4;0;7;1;3;0;0;0;2;3;1;0;0;0;0;0;0;1;1;0;0;0;4;5;3;1;1;1;2;4;4;5;2;3;6;2;1;4;1;4;4;0;5;3;1;5;5;4;3;3;1;3;4;2;1;6;2;3;3;1;3;4;2;4;3;1;4;6;4;3;1;3;5;2;6;1;1;0;0;0;2;1;2;1;4;2;1;2;0;2;0;2;2;2;1;0;1;1;1;1;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270030005000003;1;355;349;152;9;75;57;1;3;1;0;24;0;10;0;5;3;10;2;3;0;0;4;0;0;0;1;1;1;0;1;0;0;0;0;3;5;7;4;6;3;3;5;4;5;6;2;5;2;7;9;3;6;6;13;10;11;9;6;5;7;7;4;3;6;6;4;3;6;7;1;5;3;4;4;4;3;3;4;5;7;5;9;3;6;3;5;4;1;6;3;5;4;3;2;3;0;0;2;3;8;2;2;1;7;0;2;3;2;2;2;1;1;0;1;1;0;1;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0
270030005000004;1;348;346;132;21;85;39;4;3;1;0;39;1;10;0;10;0;3;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;5;4;6;6;0;5;4;1;5;3;3;4;4;7;9;9;2;5;13;6;9;7;7;10;11;4;2;4;7;6;2;4;2;4;3;9;2;2;4;3;4;4;5;5;4;7;7;11;3;7;1;3;3;3;2;4;6;4;3;5;2;3;4;1;3;2;2;6;0;4;3;1;1;4;2;2;0;1;3;1;1;1;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
270030005000005;1;286;286;61;56;45;37;0;3;22;0;9;0;38;0;13;2;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;2;5;1;2;3;1;2;2;3;3;4;3;2;6;4;8;6;8;7;4;7;7;4;5;4;7;4;5;5;2;2;5;1;4;2;1;2;3;5;4;2;9;3;0;5;8;6;2;4;5;6;1;2;2;4;5;2;3;3;4;2;3;4;2;4;3;0;3;1;1;4;3;3;1;2;2;1;2;0;1;0;0;1;1;1;3;0;0;2;0;1;0;0;0;1;1;0;0;0;0
270030005000006;1;505;503;198;29;133;70;7;10;5;0;27;0;9;0;12;0;5;0;0;0;0;8;0;0;0;0;1;0;1;2;0;1;1;2;7;2;6;3;7;7;4;6;11;13;11;7;6;10;7;6;10;10;12;7;11;17;9;11;9;12;11;13;5;6;8;9;10;1;10;0;4;4;2;4;7;14;12;9;6;6;7;8;7;6;3;5;5;2;1;3;3;7;3;6;6;3;3;5;8;4;2;2;2;3;6;2;2;3;2;3;3;0;1;1;3;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
