Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134
270430205070062;1;568;568;129;108;114;79;8;13;10;2;47;0;22;0;33;2;1;0;0;0;0;8;0;0;0;0;0;0;0;5;1;0;1;1;6;7;8;7;14;11;7;8;9;6;5;10;7;10;6;16;7;11;10;11;8;13;12;15;8;11;5;14;7;14;8;14;12;9;8;7;10;10;8;11;15;10;6;7;8;10;1;4;14;5;8;11;6;5;1;4;4;5;4;1;2;3;6;2;2;3;3;2;2;0;3;1;1;3;0;3;0;1;4;3;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1
270430205070063;1;430;430;139;37;87;84;3;11;2;0;35;1;12;0;16;1;1;0;0;1;0;3;0;0;0;0;0;0;0;1;1;0;1;0;1;1;4;6;9;6;3;3;10;6;5;9;8;9;10;11;5;10;8;5;7;5;8;7;8;6;4;12;7;4;5;4;11;5;5;6;11;7;7;12;5;6;8;3;7;7;4;7;8;6;3;5;6;6;4;3;4;2;3;6;7;4;6;4;2;2;3;2;2;1;4;4;0;2;1;3;2;0;1;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
270430205070064;1;459;459;178;25;87;78;5;9;6;1;25;2;16;0;25;0;1;0;1;0;0;4;0;1;0;0;0;0;0;1;0;1;0;1;5;3;5;2;6;0;4;2;6;6;4;8;7;8;6;10;6;6;10;12;9;8;7;16;8;12;10;8;6;8;10;4;7;7;8;6;10;7;6;8;8;4;3;7;8;7;7;6;6;10;9;3;6;6;7;6;7;12;2;1;1;2;2;2;2;1;3;4;1;1;2;3;2;3;2;2;1;1;3;1;1;1;2;1;0;0;0;1;2;0;0;1;0;1;0;0;0;0;0;0
270430205070065;1;572;571;190;61;126;89;7;9;3;0;54;3;11;0;18;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;5;7;7;8;10;9;6;10;10;16;10;11;12;7;11;15;5;12;14;12;1;12;12;10;11;13;15;13;9;8;5;8;11;15;6;8;9;13;6;7;10;5;16;7;8;6;6;12;6;5;3;3;4;7;5;5;6;1;7;5;3;7;4;4;5;1;1;5;1;4;2;2;3;0;1;0;2;1;2;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
270430205070066;1;482;482;197;12;87;97;9;8;1;1;42;7;7;0;13;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;6;0;6;7;7;10;7;9;5;11;12;5;11;11;10;8;9;11;4;12;8;5;7;7;11;8;8;13;12;6;11;8;5;3;10;11;5;6;8;3;6;1;5;8;12;9;8;6;8;6;6;2;6;3;6;5;4;2;2;1;2;1;3;1;4;6;0;3;1;2;6;2;4;7;0;1;0;0;1;3;1;0;1;1;2;1;1;1;0;0;0;2;0;1;0;0;0;0;0;0
270430205070067;1;510;510;167;39;121;101;5;9;1;0;52;4;1;1;7;1;0;0;0;1;0;8;1;1;0;1;0;1;1;1;0;0;1;1;6;7;8;9;8;6;10;7;14;5;11;13;8;7;11;5;14;13;10;9;9;8;12;9;8;7;9;12;9;14;8;7;10;7;7;8;11;6;8;6;8;8;6;2;3;5;9;4;6;11;6;8;7;5;2;8;4;2;3;4;2;5;1;0;1;0;1;4;0;2;1;2;3;1;3;0;2;0;1;1;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070068;1;415;415;141;34;91;59;5;8;3;0;41;3;0;0;29;0;1;0;0;0;0;5;2;1;0;1;0;0;0;1;0;0;0;0;4;5;8;8;4;8;4;4;9;10;7;5;7;11;9;9;8;6;15;3;9;10;7;10;3;5;7;7;3;9;6;4;8;8;6;7;8;6;10;3;4;4;1;8;6;5;6;4;6;9;5;8;5;2;1;1;2;3;3;5;3;2;2;5;2;3;2;1;2;3;2;2;0;5;1;2;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
270430205070069;1;495;495;182;27;117;67;7;8;6;0;45;2;9;0;23;1;1;0;0;0;0;10;2;1;2;0;1;0;0;2;2;0;0;0;7;9;6;4;7;10;7;8;8;8;7;13;8;10;14;9;9;8;8;11;7;9;10;7;4;9;7;10;8;14;6;13;7;11;5;7;15;8;6;6;6;4;8;7;3;4;4;9;8;7;9;3;4;6;3;2;5;2;4;2;5;3;1;4;3;2;0;1;1;1;0;2;0;4;2;0;1;2;2;3;1;1;0;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1
270430205070070;1;613;613;177;65;124;123;16;10;3;0;53;2;8;0;28;2;2;0;0;0;0;13;1;2;2;3;1;0;1;1;0;0;1;1;10;5;12;6;12;11;11;10;13;14;11;11;15;11;17;15;13;9;9;15;11;13;13;12;8;5;15;10;10;11;9;15;10;8;8;14;10;11;5;11;4;15;9;7;9;10;7;7;7;5;5;7;8;5;5;1;3;6;3;3;2;3;0;3;2;3;1;4;1;3;2;0;1;1;1;1;1;0;1;2;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
270430205070071;1;582;558;168;54;106;108;6;9;6;1;59;6;19;0;14;3;0;0;0;0;23;12;1;1;0;2;0;1;4;1;0;0;2;0;7;8;5;9;7;8;14;14;16;9;10;12;10;6;18;14;7;9;4;7;8;6;10;9;12;11;8;10;11;9;5;18;8;5;10;12;8;7;4;16;9;14;6;6;5;6;6;6;6;3;7;5;9;3;7;5;6;5;2;7;4;4;3;1;3;2;3;1;3;2;6;6;4;1;1;6;2;0;1;1;3;0;1;1;0;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0
270430205070072;1;567;566;182;48;106;92;10;16;1;1;71;6;12;0;19;0;3;0;0;0;0;5;2;0;0;0;1;0;0;0;0;0;2;0;9;9;9;10;7;17;9;8;9;9;11;9;5;11;14;14;11;8;16;12;16;10;12;9;11;5;8;9;10;11;5;12;11;7;9;14;9;7;9;12;11;6;8;3;7;10;7;7;6;9;4;2;8;5;6;6;3;3;0;3;0;7;4;1;1;1;3;0;2;4;1;1;4;2;2;3;1;1;0;0;0;1;2;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
270430205070073;1;423;423;119;60;89;63;11;10;3;0;47;5;8;0;6;0;2;0;0;0;0;7;1;0;2;1;0;0;1;0;0;0;2;0;9;6;10;9;8;6;6;7;9;8;8;8;11;14;11;8;6;13;6;10;7;5;11;4;5;4;8;6;7;9;5;12;13;4;8;6;5;7;2;7;9;9;5;2;6;5;3;6;3;4;1;1;5;3;4;5;3;5;4;1;2;1;3;2;3;1;0;1;1;2;1;1;0;0;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070074;1;537;537;151;65;125;96;8;9;2;1;59;2;6;0;13;0;0;0;0;0;0;9;1;0;1;0;0;1;4;0;1;0;0;1;8;6;14;10;16;3;13;8;10;14;16;8;13;17;15;8;10;8;7;7;13;9;11;13;3;9;14;6;9;13;11;6;8;12;15;8;8;7;9;11;8;8;6;7;7;6;6;2;4;1;4;6;4;3;4;3;6;2;3;4;3;3;3;1;2;3;1;0;0;1;1;0;3;0;1;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
270430205070075;1;756;756;238;97;171;100;18;18;5;0;58;4;15;0;24;5;1;2;0;0;0;13;0;1;1;3;0;0;3;1;2;1;1;0;11;8;15;13;16;12;23;18;13;14;17;10;11;10;12;7;19;12;14;12;14;15;14;9;15;16;12;6;18;20;17;20;10;23;20;10;15;9;8;9;9;16;4;8;8;15;1;6;4;6;9;9;8;5;5;6;7;8;8;4;4;2;6;6;1;5;2;6;1;1;5;2;1;1;1;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070076;1;407;407;118;31;86;86;9;7;5;0;49;0;6;0;10;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;1;0;0;1;2;2;7;7;11;8;10;8;11;9;12;13;16;3;17;9;8;11;6;11;12;8;10;5;9;5;10;6;5;12;4;5;4;5;2;3;6;6;4;6;5;6;6;1;4;2;3;2;2;7;8;3;6;3;3;5;0;5;1;7;2;0;1;1;0;4;1;0;0;1;1;1;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
270430205070077;1;494;494;153;55;94;93;17;7;0;0;51;1;5;0;15;3;0;0;0;0;0;21;2;2;2;3;2;2;3;1;1;1;0;2;15;11;17;14;20;13;12;6;20;9;14;12;12;12;6;10;10;8;9;7;15;5;13;12;6;9;14;9;9;4;6;10;7;8;4;5;9;2;6;9;1;6;6;6;5;4;1;3;2;6;2;2;1;3;3;1;3;2;1;2;1;1;2;1;0;1;1;1;1;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070078;1;291;291;96;36;70;42;1;1;7;1;21;0;9;0;7;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;1;0;8;3;6;5;7;13;11;13;10;10;5;6;4;6;6;6;6;6;3;4;2;3;7;2;6;6;8;7;9;11;4;8;4;3;8;4;2;2;6;5;7;1;3;5;1;0;1;3;0;3;3;2;2;1;1;0;1;0;1;2;0;0;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070079;1;487;487;138;73;117;78;4;5;4;0;42;0;15;1;10;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;11;11;6;9;6;6;6;5;13;6;13;8;10;19;11;13;12;7;11;11;10;12;8;10;8;10;9;10;5;11;14;8;11;11;7;5;7;7;12;8;4;4;1;4;7;7;6;8;4;3;2;6;5;3;4;1;4;2;2;5;3;2;1;2;1;2;1;2;1;2;1;1;0;0;1;2;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
270430205070080;1;792;792;269;74;186;128;26;10;2;1;62;6;16;0;7;5;0;0;0;0;0;17;4;2;3;2;2;0;0;0;1;0;2;1;14;15;16;14;20;22;14;9;21;26;14;25;18;16;15;20;13;16;13;11;10;18;13;11;18;12;9;22;14;15;17;13;11;10;9;14;15;18;12;11;11;7;7;11;7;12;4;6;1;6;10;15;6;4;9;9;1;1;1;7;2;5;4;0;2;3;4;1;3;2;1;1;2;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
270430205070081;1;55;55;30;4;1;13;5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;3;2;1;2;0;2;0;1;0;0;0;1;1;2;2;2;2;0;5;1;0;0;1;1;2;0;2;0;0;2;0;0;1;0;1;1;3;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;2;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070082;1;314;314;108;32;65;49;9;3;2;0;32;1;2;0;8;1;2;0;0;0;0;6;0;2;0;1;0;0;0;0;2;0;0;1;3;5;6;7;2;6;6;9;5;10;11;14;4;9;2;9;8;1;4;1;5;2;3;8;5;3;5;9;7;4;6;9;7;6;7;4;4;8;6;7;5;3;2;2;1;3;2;3;3;3;3;1;4;2;2;3;3;0;3;1;3;3;2;2;3;0;0;1;0;1;0;1;1;0;1;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070083;1;395;395;140;23;85;56;9;7;2;0;51;2;11;0;7;2;0;0;0;0;0;3;0;0;0;0;1;0;2;0;0;0;0;0;11;5;5;8;7;8;10;9;4;10;9;8;10;8;12;6;10;9;4;5;2;5;12;5;6;5;5;8;7;6;10;8;13;2;8;11;6;8;4;8;7;4;3;5;2;7;3;7;5;3;3;3;3;2;5;2;5;2;3;1;1;3;3;0;4;1;0;2;0;2;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070084;1;332;331;115;41;58;85;9;1;1;0;12;0;7;0;3;0;0;0;0;0;0;8;2;0;1;1;1;1;0;1;1;0;0;0;11;11;12;3;10;7;12;11;9;15;13;8;5;11;9;5;5;7;6;7;5;5;7;5;6;12;3;3;7;6;3;4;6;2;8;3;7;2;4;8;1;3;2;3;3;1;2;1;2;2;3;3;6;1;1;0;0;3;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070085;1;386;385;158;22;87;50;6;4;2;0;45;0;6;0;3;0;3;0;0;0;0;4;2;0;0;0;1;0;0;1;0;0;0;0;9;2;3;7;6;4;8;3;14;8;7;8;8;5;10;10;5;11;8;12;8;6;9;7;5;6;6;4;7;6;9;8;8;4;10;7;7;4;6;10;5;3;5;5;9;5;5;7;3;3;4;1;4;2;4;1;1;2;2;6;3;0;1;1;1;1;2;2;0;1;1;1;0;0;1;0;0;1;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070086;1;413;413;134;59;90;47;6;2;8;1;27;4;18;0;17;0;0;0;0;0;0;10;0;1;0;0;1;2;2;0;0;1;1;2;1;11;5;7;10;7;11;12;7;11;4;7;7;5;10;8;7;5;9;6;4;9;5;5;10;7;9;10;9;10;4;9;2;9;8;10;9;8;4;6;7;5;8;7;5;2;3;6;3;3;6;3;2;1;4;2;1;4;3;3;2;0;4;1;2;1;2;0;2;5;0;1;1;1;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
270430205070087;1;219;219;92;20;46;36;12;1;0;0;3;0;3;0;6;0;0;0;0;0;0;11;1;0;3;1;1;1;0;1;2;0;0;1;3;6;7;7;6;1;5;2;6;8;7;7;2;4;5;4;5;4;2;4;4;8;2;1;7;7;3;6;4;0;5;5;4;2;0;3;2;4;3;5;3;0;3;1;2;4;0;4;2;3;0;1;1;1;2;1;1;0;2;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070088;1;608;608;221;39;115;110;11;9;2;2;65;4;13;0;11;6;0;0;0;0;0;9;1;1;0;0;1;0;0;2;0;1;3;0;3;6;12;9;7;14;7;13;13;15;14;11;6;14;15;17;14;13;10;10;14;5;11;10;13;12;12;12;9;10;7;7;12;9;10;13;5;11;11;10;8;9;11;6;10;8;2;4;8;3;7;2;6;7;7;4;8;3;5;6;3;11;2;2;3;4;3;2;0;2;3;1;2;1;0;4;1;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070089;1;575;575;229;36;144;80;16;12;2;0;38;0;5;0;13;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;1;0;1;1;19;13;8;12;12;16;7;12;9;9;18;12;13;12;14;12;12;8;12;6;12;12;9;10;10;18;6;9;11;13;11;12;10;13;9;10;9;7;4;7;12;12;7;7;8;5;4;4;5;3;7;1;2;1;6;5;3;3;6;3;4;3;1;3;1;1;4;0;0;2;0;1;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
270430205070090;1;617;617;250;19;130;96;28;3;1;0;52;3;15;0;12;6;2;0;0;0;0;12;1;0;2;1;0;2;0;2;0;3;1;0;17;8;4;7;17;12;12;9;13;12;8;16;16;14;23;13;7;18;6;13;7;12;14;13;10;8;5;6;9;9;13;10;7;14;10;13;16;14;10;8;6;10;11;6;11;7;10;5;6;5;6;1;2;9;3;8;2;7;2;5;3;4;0;0;2;2;2;1;3;2;2;2;1;1;1;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070091;1;273;273;92;27;68;44;1;1;1;0;27;2;0;0;10;0;0;0;0;0;0;8;0;1;0;0;2;0;1;0;1;1;2;0;4;7;6;10;2;6;8;3;12;6;1;2;3;6;4;4;5;7;7;5;4;1;7;3;3;5;4;3;12;7;3;4;6;5;3;5;4;1;2;4;3;5;4;2;6;3;6;3;5;2;2;2;4;2;3;2;2;1;1;2;0;1;0;1;0;0;2;0;1;0;0;0;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
270430205070092;1;542;542;201;35;123;95;8;6;11;0;30;6;9;0;15;3;0;0;0;0;0;9;1;0;2;1;0;0;0;3;2;0;0;0;11;8;13;9;10;12;11;8;7;11;16;17;11;11;18;12;18;12;16;11;5;10;13;9;6;13;11;7;4;10;7;16;7;9;11;8;7;7;3;11;7;9;3;6;4;2;11;8;7;0;8;2;5;6;1;3;3;2;2;1;2;1;1;0;4;3;0;2;1;2;3;1;1;0;0;1;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070093;1;544;544;183;72;115;54;13;8;1;1;58;10;9;0;14;6;0;0;0;0;0;10;1;1;1;0;1;1;1;0;2;0;1;1;8;12;11;9;11;10;6;14;23;12;10;10;10;7;11;9;13;7;3;10;10;7;10;10;13;13;12;8;13;12;13;11;10;5;4;3;8;6;8;13;7;9;6;7;4;10;7;3;5;2;5;9;8;4;5;3;1;4;6;3;1;1;6;3;1;2;3;1;0;0;2;2;2;0;0;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
270430205070094;1;432;432;185;13;83;69;4;13;0;0;43;1;7;0;8;3;3;0;0;0;0;3;1;0;0;0;0;0;0;0;0;2;0;0;7;7;5;6;5;2;9;9;6;7;1;7;8;4;12;4;10;2;7;8;6;6;10;5;8;10;10;12;5;11;6;9;8;7;7;14;11;6;6;7;8;10;5;7;6;4;10;4;7;6;4;5;2;2;7;4;2;4;1;1;7;1;3;3;3;3;0;3;3;2;3;0;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
270430205070095;1;605;604;169;84;108;123;6;8;4;1;61;2;14;0;23;0;2;0;0;0;0;8;0;1;0;0;2;0;0;0;3;1;1;0;10;10;11;12;9;12;12;14;9;16;12;18;17;12;20;11;10;12;5;13;13;16;14;9;7;14;5;6;19;11;7;19;8;8;8;6;9;6;8;8;14;7;10;4;3;8;9;6;3;10;6;4;3;2;4;6;2;4;4;2;1;4;2;3;1;1;2;1;0;5;5;2;0;1;3;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
270430205070096;1;458;455;177;32;112;56;10;7;2;0;36;2;9;1;7;7;0;0;0;0;0;7;0;1;1;1;0;0;1;1;1;0;1;0;5;2;4;8;9;12;13;6;5;8;6;7;9;7;10;10;7;8;7;7;8;4;13;7;10;9;6;8;9;4;6;7;6;8;6;5;6;6;5;4;6;8;6;7;6;5;5;6;10;9;4;11;3;4;6;6;6;5;3;6;0;1;2;2;5;2;3;2;1;3;4;1;1;1;0;1;1;4;2;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
270430205070097;1;174;174;63;17;32;35;0;1;1;0;14;3;4;0;4;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;2;4;4;5;4;1;4;4;2;4;3;1;2;5;0;2;3;2;5;4;3;4;6;3;3;2;4;3;2;3;3;2;5;0;4;0;3;1;1;1;2;3;1;2;2;1;2;4;0;2;4;3;2;2;3;2;1;2;1;1;4;0;1;1;1;1;0;0;0;2;1;2;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
270430205070098;1;486;481;174;44;101;68;13;6;2;2;42;1;8;0;15;8;2;0;0;0;0;8;0;0;1;2;1;0;1;1;1;0;0;1;13;8;6;12;6;4;8;9;8;7;12;10;12;12;5;7;9;8;11;9;9;10;9;10;13;11;10;7;10;8;9;11;4;10;8;10;2;3;7;2;5;6;5;7;4;4;4;14;3;13;3;5;3;8;4;3;6;1;4;1;5;2;4;2;1;3;5;1;4;0;2;0;3;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
270430205070099;1;751;736;230;110;163;137;29;5;3;0;47;0;12;0;14;0;1;0;0;0;0;15;1;0;1;2;4;4;1;0;1;0;0;1;12;14;17;17;16;24;12;18;12;26;13;11;25;21;17;17;9;10;14;10;5;18;16;11;6;17;9;15;12;18;13;13;9;15;13;9;10;14;8;10;11;7;8;9;12;13;9;4;10;4;7;9;5;6;2;2;10;5;3;2;1;0;7;2;7;3;5;4;1;3;0;0;2;2;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070100;1;405;403;129;43;92;58;6;5;6;0;39;2;8;0;12;1;4;0;0;0;0;7;1;0;0;1;1;0;1;0;1;0;1;1;11;9;7;6;6;14;12;9;13;11;10;9;6;8;16;8;6;7;4;7;9;2;6;6;15;6;6;2;4;6;3;5;6;5;7;6;5;11;5;4;8;6;2;7;6;4;5;4;6;4;4;5;5;1;1;1;0;2;3;2;0;1;2;1;3;3;1;0;1;0;1;1;0;1;1;1;2;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070101;1;202;202;75;14;48;37;1;1;0;0;21;0;0;0;5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;6;4;7;8;4;7;6;5;5;6;4;4;3;3;7;6;2;4;3;2;2;2;4;2;1;2;1;3;3;2;5;3;5;5;6;4;3;4;5;2;1;3;0;3;1;2;1;1;1;3;3;1;1;3;0;1;0;2;1;0;0;0;0;1;0;0;3;0;1;2;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070102;1;350;350;165;4;86;40;12;4;3;0;18;0;5;0;5;8;0;0;0;0;0;7;0;1;0;0;1;0;0;0;2;0;1;2;7;6;8;8;7;5;9;9;10;7;7;4;5;12;7;7;5;4;4;7;9;9;5;6;6;3;5;8;4;4;6;5;4;5;5;5;9;6;4;5;5;4;4;5;5;6;4;4;5;5;3;1;3;2;6;2;2;1;1;1;0;1;0;2;1;3;3;0;1;1;1;0;0;2;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
270430205070103;1;427;425;165;25;97;57;23;5;1;0;31;2;7;0;9;1;4;0;0;0;0;17;1;3;2;0;0;0;1;2;3;0;4;1;9;9;6;9;11;8;12;11;11;9;10;9;12;14;10;8;9;9;7;9;5;7;7;4;7;11;5;9;11;8;6;6;6;7;6;6;7;6;5;8;3;9;3;5;7;5;3;2;5;4;0;3;6;2;2;2;4;1;0;0;1;4;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070104;1;481;478;170;29;91;84;7;10;2;0;44;1;17;0;15;8;0;0;0;0;1;6;0;1;0;0;2;1;0;0;1;1;0;0;9;9;3;7;6;9;8;11;9;12;7;5;13;11;8;12;8;9;7;8;5;16;8;6;5;6;8;4;6;5;8;7;4;10;4;5;5;9;14;12;5;8;7;8;4;9;5;3;5;9;9;2;6;3;5;6;2;7;1;5;4;3;4;2;3;3;2;2;5;3;1;0;5;2;2;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
270430205070105;1;384;376;130;30;71;61;8;8;6;0;37;0;11;0;10;0;1;3;0;0;8;4;1;0;0;0;0;2;0;0;0;1;0;0;7;8;4;6;3;4;3;4;3;5;2;10;7;7;3;5;5;5;7;9;8;4;10;10;5;4;11;10;7;5;7;9;5;7;4;6;4;2;4;8;4;2;4;4;2;1;7;4;7;9;4;6;4;4;8;5;3;2;3;5;4;7;3;6;3;0;3;2;1;4;2;1;0;0;3;1;1;0;1;1;0;1;1;2;3;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0
270430205070106;1;146;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
270430205070107;1;388;388;176;14;81;51;11;4;1;1;23;0;8;0;15;1;2;0;0;0;0;8;0;1;1;0;0;0;1;2;0;0;2;1;8;6;8;4;8;5;6;3;3;9;6;5;9;8;8;5;5;7;5;7;8;5;10;6;6;4;14;6;8;7;9;3;9;7;8;8;7;6;10;7;8;6;4;3;6;3;4;4;7;4;5;3;4;3;2;2;1;4;3;2;3;3;3;6;2;1;1;1;1;0;1;1;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
270430205070108;1;310;310;119;14;73;41;0;10;2;1;29;0;13;0;6;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;1;1;2;3;4;2;4;3;1;4;4;2;7;6;5;4;4;6;6;7;4;9;5;6;8;4;4;3;8;7;8;4;3;2;4;2;4;4;6;4;6;6;5;4;8;9;3;3;4;5;1;6;4;5;2;2;1;5;5;5;6;1;3;5;2;1;0;3;2;2;2;1;1;3;1;0;0;3;0;2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070109;1;346;342;140;31;80;41;6;2;2;1;28;0;6;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;5;9;14;4;4;4;7;5;3;6;4;8;8;6;9;8;7;2;6;8;6;6;8;8;10;7;7;7;2;2;8;10;4;4;7;10;3;9;4;11;4;2;1;4;4;3;6;2;3;6;4;4;3;6;3;4;1;2;2;1;1;1;2;1;1;6;1;0;0;1;1;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270430205070110;1;98;98;36;7;20;15;4;0;0;0;15;0;0;0;1;0;0;0;0;0;0;3;0;0;1;0;1;1;0;0;0;0;0;0;2;3;3;2;2;4;2;3;2;2;2;3;0;4;2;1;2;3;3;4;1;3;0;1;1;4;2;0;3;0;0;0;1;2;0;1;3;2;3;0;1;4;4;0;1;2;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
