"Cod_bairro","Nome_do_bairro","ipc","compDomRenda","compEntorno","compDomiciliosMulher","comp5maisdomicilio","compbanheiro","compagua","compPessoas"
1302603000,"MANAUS (demais setores)",0.288658064814936,0.105945945945946,0,0.366754756145488,0.127238201936013,0.192371042572309,0.0015309222621809,0.43888808172836
1302603001,"Centro",0.67884107755557,0.243571428571429,0.806086386329909,0.274211063872989,0.150480485644676,0.197620598293317,0.173734027555579,0.465030306271799
1302603002,"Nossa Senhora Aparecida",0.699677659715011,0.22,0.895036148949303,0.266792168730815,0.14825412942026,0.199526562139023,0.184367756497432,0.451848382139014
1302603003,"Presidente Vargas",0.56767941785802,0.19,0.549819582832639,0.257543378923233,0.146240248310971,0.198821160195136,0.195415071357499,0.422742190877814
1302603004,"Praça 14 de Janeiro",0.657597980309785,0.194666666666667,0.852703874143075,0.24088123963268,0.144806408312657,0.199633690320008,0.191479316075041,0.389503985411907
1302603005,"Cachoeirinha",0.677782031785316,0.195,0.879943998027431,0.261815518034627,0.145904571551291,0.198446374199287,0.188915214622614,0.425135936955327
1302603006,"São Raimundo",0.64225127918919,0.184,0.807802387538661,0.252673093761602,0.134670949284367,0.199133255913361,0.196194439965587,0.404952804865594
1302603007,"Glória",0.567914033341274,0.14,0.627593910900361,0.259836935464322,0.134503898965952,0.198871445844823,0.195953962519077,0.406818881793609
1302603008,"Santo Antônio",0.60739820631942,0.17037037037037,0.705374547332469,0.266664741364284,0.139894849768862,0.199665423809677,0.196499122949539,0.410390304727342
1302603009,"Vila da Prata",0.652306657746,0.150769230769231,0.854690945527311,0.268671532423327,0.130430282582794,0.199544506256412,0.19671158651947,0.424773421582783
1302603010,"Compensa",0.611737143601631,0.148131868131868,0.741680807911842,0.285339618082854,0.132840691584705,0.199378790234064,0.196245928576714,0.4169333443657
1302603011,"São Jorge",0.68142790028742,0.185454545454545,0.883066390234354,0.27303524450547,0.146186192515861,0.199548824234554,0.191979161944389,0.438048586478558
1302603012,"Santo Agostinho",0.618031657001763,0.175238095238095,0.70497385006088,0.301948407540699,0.143425663109493,0.199130015743403,0.185076587144115,0.446250759709303
1302603013,"Nova Esperança",0.618619421368271,0.1664,0.757546006970326,0.267441619486614,0.144294053856799,0.199632022792244,0.187305111437115,0.400681069048329
1302603014,"Lírio do Vale",0.608933202807759,0.1584,0.736644550718374,0.264728595296909,0.142479238424701,0.199821481453489,0.184551080455275,0.404903257371438
1302603015,"Planalto",0.688524707559487,0.261666666666667,0.804121585014729,0.284866441597739,0.14696631788119,0.199989557226399,0.181686949655407,0.471143046234069
1302603016,"Alvorada",0.613254182795314,0.163478260869565,0.748174622764301,0.257976708945178,0.140379780917068,0.199176230167272,0.187631838940359,0.400921814727376
1302603017,"Redenção",0.602884359227625,0.155348837209302,0.727193696384543,0.283145092838109,0.136611045630033,0.199096331763915,0.181481108000726,0.408922058694355
1302603018,"Da Paz",0.634242515400441,0.184347826086957,0.789412790142983,0.250694866741526,0.144337580362376,0.199923001939387,0.180371362034375,0.404334985635245
1302603019,"Raiz",0.577822771586644,0.161739130434783,0.648404567309163,0.251389593840943,0.140692853008786,0.199604455627901,0.191011581783517,0.392015726595782
1302603020,"São Francisco",0.542715616983972,0.186666666666667,0.503513277397126,0.274611078671117,0.134008487371527,0.198851581104313,0.187989879930831,0.417116958481452
1302603021,"Petrópolis",0.572107224717481,0.1584,0.652631010287144,0.253635208783598,0.139010962640551,0.198904286492008,0.190508467671553,0.376866947061189
1302603022,"Japiim",0.63559375207549,0.1935,0.755776563831137,0.278248056721265,0.13716956927224,0.19952927684804,0.192469677724911,0.428336168550142
1302603023,"Coroado",0.608214639237674,0.152258064516129,0.750810302137338,0.291426953538555,0.136793688684299,0.199352265047284,0.166411582968051,0.419018014359921
1302603024,"Educandos",0.599686758995589,0.146666666666667,0.773354451388361,0.233983481953172,0.127458077422852,0.199122581258139,0.192760165028397,0.359698335222352
1302603025,"Santa Luzia",0.630359976850032,0.16,0.79152334924736,0.25502561907537,0.138651986615183,0.199641023468235,0.194311579813981,0.406951991405338
1302603026,"Morro da Liberdade",0.595555441278217,0.138823529411765,0.748437037907276,0.25590269195091,0.13708853233563,0.19909851692757,0.195178115302607,0.368040591949804
1302603027,"Betânia",0.609535270723191,0.155,0.740396363162556,0.264824013873101,0.144945758812119,0.199469955894243,0.187996454934697,0.400797279365958
1302603028,"Colônia Oliveira Machado",0.564565382632245,0.143333333333333,0.62833927276017,0.28020780310815,0.13026067358987,0.19968152866242,0.197738791249606,0.394342548301336
1302603029,"São Lázaro",0.653974378241273,0.178666666666667,0.843738699524402,0.286702988951605,0.148696940385418,0.199555202905932,0.164923746166102,0.426341879075299
1302603030,"Crespo",0.595699705285268,0.133913043478261,0.733317373668003,0.273614108478308,0.139451209017047,0.198238189595563,0.191185591128446,0.390993708968483
1302603031,"Vila Buriti",0.719711636031791,0.253333333333333,0.827571782187379,0.374256699945595,0.175126148256487,0.199309153713299,0.113957689938055,0.589836800666819
1302603032,"Distrito Industrial I",0.572452039174091,0.146666666666667,0.620261247989176,0.307991943143271,0.142267653516776,0.191566708409875,0.180408278568776,0.436185562371005
1302603033,"Mauazinho",0.483632341923243,0.121481481481481,0.504527132567959,0.260183111048812,0.124224105197359,0.197677564907575,0.142101829740152,0.360884911875201
1302603034,"Colônia Antônio Aleixo",0.516619138690934,0.126315789473684,0.681988569213413,0.296068466944884,0.112636847594645,0.195192565072086,0.0432269285438618,0.390496716175113
1302603035,"Puraquequara",0.407485749676116,0.116363636363636,0.404846729289273,0.301932337631169,0.114383945133588,0.193148531665754,0.00401961674824762,0.389694789827847
