Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
130002905000001;1;0;134276;134276;0;7;33;29;15;7;5;1;0;1;48;
130002905000002;1;0;185463;185463;0;35;40;40;43;11;2;1;0;1;23;
130002905000003;1;1;178919;178919;0;8;26;37;35;17;2;1;0;0;21;
130002905000004;8;0;12414;12414;0;2;7;3;4;2;0;0;0;0;5;
130002905000006;8;0;81266;81266;0;16;21;35;18;2;1;0;0;0;10;
130002905000007;8;0;2150;2150;0;0;2;2;0;0;0;0;0;0;2;
130002905000008;8;0;3572;3572;0;1;2;2;1;0;0;0;0;0;4;
130002905000009;8;0;23160;23160;0;9;7;10;1;0;1;0;1;0;10;
130002905000010;8;0;9677;9677;0;6;7;3;5;0;0;0;0;0;1;
130002905000011;5;0;90658;90658;0;6;19;33;24;8;1;0;2;0;7;
130002905000012;8;0;82632;82632;0;7;32;31;22;3;0;0;0;0;15;
130002905000013;8;0;62149;62149;0;4;49;24;7;1;0;0;0;0;3;
130002905000014;8;0;16221;16221;0;4;12;1;4;1;0;0;0;0;5;
130002905000016;8;0;87853;87853;0;4;63;35;11;2;0;0;0;0;0;
130002905000018;8;0;23986;23986;0;16;9;13;4;2;0;0;0;0;2;
130002905000019;8;0;88924;88924;0;54;97;20;5;3;0;0;0;0;34;
130002905000020;1;0;115999;115999;0;51;56;40;21;2;0;0;0;0;5;
130002905000021;1;1;263776;263776;0;29;47;59;43;13;5;3;2;2;9;
130002905000022;1;0;201446;201446;0;29;43;35;43;20;2;0;0;0;19;
130002905000023;1;2;219408;217948;1460;15;37;49;21;11;0;2;0;3;6;
130002905000024;1;0;194672;194672;0;18;35;34;33;10;3;1;0;1;21;
130002905000025;8;0;94249;94249;0;8;76;31;11;4;0;0;0;0;4;
130002905000026;5;0;57913;57913;0;20;21;22;12;1;0;0;0;0;6;
130006005000001;1;4;180362;177372;2990;18;26;68;27;8;1;1;1;0;4;
