"Cod_bairro","Nome_do_bairro","IPC"
1302603000,"MANAUS (demais setores)",0.288658064814936
1302603001,"Centro",0.67884107755557
1302603002,"Nossa Senhora Aparecida",0.699677659715011
1302603003,"Presidente Vargas",0.56767941785802
1302603004,"Praça 14 de Janeiro",0.657597980309785
1302603005,"Cachoeirinha",0.677782031785316
1302603006,"São Raimundo",0.64225127918919
1302603007,"Glória",0.567914033341274
1302603008,"Santo Antônio",0.60739820631942
1302603009,"Vila da Prata",0.652306657746
1302603010,"Compensa",0.611737143601631
1302603011,"São Jorge",0.68142790028742
1302603012,"Santo Agostinho",0.618031657001763
1302603013,"Nova Esperança",0.618619421368271
1302603014,"Lírio do Vale",0.608933202807759
1302603015,"Planalto",0.688524707559487
1302603016,"Alvorada",0.613254182795314
1302603017,"Redenção",0.602884359227625
1302603018,"Da Paz",0.634242515400441
1302603019,"Raiz",0.577822771586644
1302603020,"São Francisco",0.542715616983972
1302603021,"Petrópolis",0.572107224717481
1302603022,"Japiim",0.63559375207549
1302603023,"Coroado",0.608214639237674
1302603024,"Educandos",0.599686758995589
1302603025,"Santa Luzia",0.630359976850032
1302603026,"Morro da Liberdade",0.595555441278217
1302603027,"Betânia",0.609535270723191
1302603028,"Colônia Oliveira Machado",0.564565382632245
1302603029,"São Lázaro",0.653974378241273
1302603030,"Crespo",0.595699705285268
1302603031,"Vila Buriti",0.719711636031791
1302603032,"Distrito Industrial I",0.572452039174091
1302603033,"Mauazinho",0.483632341923243
1302603034,"Colônia Antônio Aleixo",0.516619138690934
1302603035,"Puraquequara",0.407485749676116
1302603036,"Dom Pedro I",0.669741088100411
1302603037,"Flores",0.569736915164048
1302603038,"Parque 10 de Novembro",0.699870931881424
1302603039,"Aleixo",0.691056563638446
1302603040,"Adrianópolis",0.750666798283072
1302603041,"Nossa Senhora das Graças",0.732581054720112
1302603042,"São Geraldo",0.635256931852581
1302603043,"Chapada",0.715170509435979
1302603044,"Colônia Santo Antônio",0.498461922354937
1302603045,"Novo Israel",0.448588447506321
1302603046,"Colônia Terra Nova",0.491664647967528
1302603047,"Santa Etelvina",0.469449342354649
1302603048,"Monte das Oliveiras",0.49945247624135
1302603049,"Cidade Nova",0.618438048381608
1302603050,"Ponta Negra",0.723597516989938
1302603051,"Tarumã",0.546399073014238
1302603052,"Armando Mendes",0.627292884158115
1302603053,"Zumbi dos Palmares",0.59314862786447
1302603054,"São José Operário",0.593084074666306
1302603055,"Tancredo Neves",0.535147331522891
1302603056,"Jorge Teixeira",0.539461709858657
1302603057,"Distrito Industrial II",0.547282771474876
1302603058,"Novo Aleixo",0.595381751087001
1302603059,"Cidade de Deus",0.523133393820561
1302603060,"Nova Cidade",0.629657246083012
1302603061,"Tarumã-Açu",0.547410521253631
1302603062,"Gilberto Mestrinho",0.49573058444916
1302603063,"Lago Azul",0.459458176730717
