Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132
130260305140313;1;658;658;638;17;3;613;0;41;0;4;0;359;265;0;34;636;633;0;3;0;0;0;22;596;542;48;0;6;62;658;658;0;0;0;0;0;0;655;643;12;3;273;23;347;313;313;305;7;1;293;0;17;0;3;0;186;114;0;13;306;305;0;1;0;0;0;7;287;261;23;0;3;26;313;313;0;0;0;0;0;0;311;307;4;2;130;11;166;345;345;333;10;2;320;0;24;0;1;0;173;151;0;21;330;328;0;2;0;0;0;15;309;281;25;0;3;36;345;345;0;0;0;0;0;0;344;336;8;1;143;12;181
130260305140314;1;554;550;417;16;110;370;0;168;4;8;0;95;319;0;136;550;269;281;0;0;0;0;0;543;372;151;16;4;7;550;550;0;0;0;0;0;0;550;550;0;0;367;26;157;270;269;207;10;52;182;0;81;3;3;0;49;155;0;65;269;133;136;0;0;0;0;0;269;176;82;8;3;0;269;269;0;0;0;0;0;0;269;269;0;0;179;11;79;284;281;210;6;58;188;0;87;1;5;0;46;164;0;71;281;136;145;0;0;0;0;0;274;196;69;8;1;7;281;281;0;0;0;0;0;0;281;281;0;0;188;15;78
130260305140315;1;408;408;400;8;0;308;0;34;0;66;0;163;144;0;101;405;98;0;306;0;0;1;3;386;340;39;7;0;22;407;407;0;0;1;0;0;0;408;408;0;0;157;39;212;204;204;200;4;0;153;0;17;0;34;0;77;75;0;52;203;50;0;152;0;0;1;1;192;171;18;3;0;12;203;203;0;0;1;0;0;0;204;204;0;0;81;17;106;204;204;200;4;0;155;0;17;0;32;0;86;69;0;49;202;48;0;154;0;0;0;2;194;169;21;4;0;10;204;204;0;0;0;0;0;0;204;204;0;0;76;22;106
130260305140316;1;552;552;511;0;41;441;0;63;0;48;0;501;30;0;21;552;27;0;525;0;0;0;0;543;432;103;8;0;9;552;552;0;0;0;0;0;0;552;552;0;0;343;9;200;286;286;262;0;24;222;0;33;0;31;0;259;17;0;10;286;14;0;272;0;0;0;0;281;228;50;3;0;5;286;286;0;0;0;0;0;0;286;286;0;0;168;5;113;266;266;249;0;17;219;0;30;0;17;0;242;13;0;11;266;13;0;253;0;0;0;0;262;204;53;5;0;4;266;266;0;0;0;0;0;0;266;266;0;0;175;4;87
130260305140317;1;384;384;340;0;0;318;6;60;0;0;0;133;53;0;198;382;39;21;7;0;314;1;2;334;273;29;14;18;50;365;365;0;3;0;0;16;0;384;384;0;0;97;18;269;219;219;195;0;0;183;4;32;0;0;0;80;27;0;112;218;17;10;3;0;187;1;1;191;155;18;9;9;28;207;207;0;1;0;0;11;0;219;219;0;0;54;11;154;165;165;145;0;0;135;2;28;0;0;0;53;26;0;86;164;22;11;4;0;127;0;1;143;118;11;5;9;22;158;158;0;2;0;0;5;0;165;165;0;0;43;7;115
130260305140318;1;762;762;639;120;3;529;0;192;3;38;0;733;24;0;5;762;13;747;0;0;0;2;0;747;577;131;21;18;15;762;762;0;0;0;0;0;0;762;754;8;0;511;205;38;388;388;315;71;2;264;0;106;1;17;0;373;14;0;1;388;4;384;0;0;0;0;0;381;297;64;11;9;7;388;388;0;0;0;0;0;0;388;383;5;0;262;100;21;374;374;324;49;1;265;0;86;2;21;0;360;10;0;4;374;9;363;0;0;0;2;0;366;280;67;10;9;8;374;374;0;0;0;0;0;0;374;371;3;0;249;105;17
130260305140319;1;876;876;834;42;0;750;3;111;0;12;0;708;152;0;16;863;62;11;604;13;143;30;13;833;741;82;7;3;43;876;876;0;0;0;0;0;0;876;876;0;0;255;14;607;432;432;414;18;0;371;1;54;0;6;0;344;80;0;8;425;34;6;299;6;63;17;7;408;361;43;3;1;24;432;432;0;0;0;0;0;0;432;432;0;0;126;8;298;444;444;420;24;0;379;2;57;0;6;0;364;72;0;8;438;28;5;305;7;80;13;6;425;380;39;4;2;19;444;444;0;0;0;0;0;0;444;444;0;0;129;6;309
130260305140320;1;855;855;777;0;41;577;0;182;0;96;0;519;62;0;274;855;57;763;9;26;0;0;0;781;621;142;14;4;74;855;850;5;0;0;0;0;0;854;854;0;1;549;94;211;425;425;385;0;20;286;0;93;0;46;0;266;31;0;128;425;34;378;2;11;0;0;0;387;307;73;5;2;38;425;422;3;0;0;0;0;0;425;425;0;0;264;50;111;430;430;392;0;21;291;0;89;0;50;0;253;31;0;146;430;23;385;7;15;0;0;0;394;314;69;9;2;36;430;428;2;0;0;0;0;0;429;429;0;1;285;44;100
130260305140321;1;444;444;430;12;2;393;0;46;0;5;0;407;37;0;0;419;248;0;118;0;39;14;25;342;279;63;0;0;102;411;411;0;7;0;0;0;26;444;444;0;0;296;34;114;217;217;210;6;1;185;0;28;0;4;0;203;14;0;0;207;124;0;54;0;20;9;10;163;137;26;0;0;54;205;205;0;1;0;0;0;11;217;217;0;0;144;21;52;227;227;220;6;1;208;0;18;0;1;0;204;23;0;0;212;124;0;64;0;19;5;15;179;142;37;0;0;48;206;206;0;6;0;0;0;15;227;227;0;0;152;13;62
130260305140322;1;691;691;614;50;27;439;0;198;0;48;6;661;19;0;11;687;47;10;630;0;0;0;4;683;533;115;35;0;8;691;691;0;0;0;0;0;0;691;689;2;0;648;12;29;342;342;306;24;12;223;0;99;0;18;2;328;9;0;5;339;18;6;315;0;0;0;3;337;260;59;18;0;5;342;342;0;0;0;0;0;0;342;341;1;0;321;6;14;349;349;308;26;15;216;0;99;0;30;4;333;10;0;6;348;29;4;315;0;0;0;1;346;273;56;17;0;3;349;349;0;0;0;0;0;0;349;348;1;0;327;6;15
