Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;
510010205000001;1;759;4;7;15;15;15;22;17;16;16;11;26;20;18;24;18;14;20;17;22;12;18;10;22;20;16;19;19;18;19;13;13;10;11;11;10;12;8;13;7;6;11;13;7;9;3;10;4;4;6;7;6;4;6;0;3;5;5;7;3;5;3;2;2;1;2;2;2;6;0;3;2;1;2;1;1;7;230;177;241;4;20;6;21;4;
510010205000002;1;677;3;7;13;12;16;5;19;23;23;19;22;21;20;12;13;19;11;18;17;11;10;27;21;14;13;13;12;15;13;13;11;11;9;5;14;10;9;5;12;12;7;7;6;6;7;5;5;7;6;3;4;8;5;4;4;4;5;3;3;2;1;1;0;3;2;3;2;0;0;1;1;1;3;1;2;2;206;156;224;1;12;3;24;0;
510010205000003;1;308;0;0;3;7;7;9;3;12;8;10;12;10;8;9;3;6;7;4;0;9;7;4;8;5;9;2;3;7;6;8;4;4;4;7;4;2;4;4;2;4;9;4;3;4;2;3;4;5;3;3;4;1;2;0;1;3;5;3;3;2;5;2;4;2;0;1;0;0;0;0;2;0;0;2;0;1;94;66;103;0;19;1;8;0;
510010205000004;8;144;2;1;0;4;5;7;2;4;2;4;4;3;4;2;5;2;1;2;1;0;3;3;0;2;3;3;2;3;2;1;4;2;2;2;4;1;2;3;2;2;1;7;2;2;3;2;1;3;1;0;1;3;2;1;1;0;1;3;0;0;0;1;0;3;0;1;0;0;0;0;0;0;1;0;0;3;41;36;48;1;3;0;2;0;
510010205000005;8;345;3;6;6;7;3;12;10;6;7;5;8;9;9;7;5;13;6;8;10;4;7;8;7;2;3;5;4;5;9;2;7;4;4;6;2;6;3;2;7;2;5;2;4;2;7;5;4;2;4;2;2;6;2;5;2;7;1;2;4;3;1;3;3;7;3;2;3;4;0;2;2;1;0;1;0;3;118;89;96;1;3;2;9;0;
510010205000006;8;241;0;3;5;3;2;7;6;7;5;7;5;10;6;5;8;2;4;5;12;6;6;3;2;2;6;4;3;6;4;0;6;5;2;2;3;6;7;2;4;2;2;6;0;3;1;3;1;2;1;5;3;4;1;1;0;4;1;1;1;1;2;0;1;2;3;1;1;2;0;2;0;0;0;1;0;2;72;62;79;1;8;0;6;0;
510010205000007;8;365;2;2;5;10;7;8;10;8;10;11;10;8;11;12;8;11;10;9;6;11;9;9;8;7;6;10;8;2;9;5;1;2;5;5;1;3;2;5;4;5;5;2;6;7;4;3;2;5;1;2;1;1;12;3;4;2;2;2;1;6;0;7;2;1;1;2;1;0;1;1;0;1;1;0;0;1;113;89;124;0;7;2;4;0;
510010207000001;1;227;2;2;4;6;4;4;7;3;4;10;6;5;6;6;3;5;5;1;4;3;3;3;6;2;4;6;5;3;6;2;3;2;2;3;5;3;9;0;1;2;7;1;2;5;3;5;1;5;1;3;5;4;0;1;0;5;2;1;3;0;1;1;2;1;2;0;1;1;0;0;2;1;0;0;0;1;66;52;75;0;13;2;1;0;
510010207000002;8;164;1;1;3;4;2;4;8;6;7;5;3;4;9;5;1;4;6;8;2;3;2;4;2;2;2;3;5;2;3;3;2;3;3;1;7;1;3;1;2;1;3;0;0;3;0;3;0;0;0;2;2;1;2;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;41;36;67;0;6;1;2;0;
510010207000003;8;169;3;2;2;0;4;4;3;4;8;5;5;3;2;2;2;3;8;0;1;2;2;5;1;5;1;6;1;2;3;1;4;4;2;2;2;3;0;1;1;4;1;3;1;1;5;0;2;3;4;2;4;3;4;2;1;0;1;6;1;4;1;0;0;0;1;3;0;2;0;0;1;0;0;0;0;0;57;44;48;2;6;0;0;0;
