Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Tipo_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;
120001305000001;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";1;0;282;957;3,39;2,6;1368,91;37074622,68;1601,8;43033612,85;758,58;13786625,7;1249,62;22114423,28
120001305000002;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";1;0;342;1203;3,52;2,63;737,47;820504,57;805,8;841534,36;407,43;510601,28;716,42;676770,34
120001305000003;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";1;0;482;1700;3,53;2,88;606,4;1108707,24;767,15;1279744,31;411,93;757913,63;689,39;1077559,69
120001305000004;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";5;0;53;182;3,43;2,48;758,51;349158,22;837,52;318721,06;426,47;278588,4;684,34;270475,43
120001305000005;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";8;0;96;305;3,18;2,32;689,61;332081;735,59;320270,31;446,56;833770,63;748,21;1173535,4
120001305000006;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";8;0;129;483;3,74;3,21;1761,27;173316229,12;1877,72;184650166,22;709,22;60287872,14;1277,96;108138999,92
120001305000007;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";8;0;104;366;3,52;2,97;851,87;741634,12;868,57;741668,39;413,81;479566,65;766,61;618861,79
120001305000008;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";8;0;218;796;3,65;3,8;430,39;387040,08;625,5;440815,39;206,53;191364,01;548,22;321172,62
120001305000009;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";8;0;170;613;3,61;3,4;342,57;108851,99;444,56;95819,91;173,65;75122,29;392,96;83855,88
120001305000010;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";8;0;229;855;3,73;3,18;415,72;305520,68;528,88;328968,23;204,7;160503,54;498,99;244710,86
120001305000011;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";8;0;210;755;3,6;3,07;620,55;1222318,42;857,34;1487467,11;296,2;519814,65;656,93;917318,59
120001305000012;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";1;0;257;914;3,56;2,81;946,54;10136653,97;1066,93;11302628,41;462,36;3926208,6;847,26;6876233,5
120001305000013;1;"Região Norte";12;"Acre";1202;"Vale do Acre";12004;"Rio Branco";00;"Municípios não pertencentes a estrutura de RM";1200013;"ACRELÂNDIA";120001305;"ACRELÂNDIA";12000130500;"ACRELÂNDIA";1200013000;"ACRELÂNDIA (todos os setores)";1;0;312;1128;3,62;3,36;793,71;1390927,05;890,78;1474871,63;474,36;769739,24;753,85;1013009,88
