Cod_setor;Situacao_setor;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255
120040105000318;1;450;2;12;11;10;10;11;26;12;22;22;12;11;14;10;11;11;8;14;16;10;8;8;8;3;10;9;12;6;12;10;7;8;8;8;5;10;4;7;6;5;5;5;1;2;2;4;1;0;3;4;0;0;2;1;0;1;1;0;0;1;0;0;1;0;0;1;3;0;0;1;0;0;1;0;0;1;145;40;178;3;4;13;19;0;441;8;8;11;14;7;11;14;9;12;17;16;14;12;12;12;10;13;8;9;8;11;8;4;8;11;14;11;18;10;9;11;9;11;10;6;6;7;5;3;7;4;2;1;0;0;4;3;2;4;1;3;1;0;1;1;3;0;2;0;0;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;107;113;128;6;5;11;15;3
120040105000319;5;131;3;2;3;2;1;7;7;3;5;6;3;4;2;3;6;2;3;1;8;4;2;3;7;4;3;0;0;2;4;1;3;0;0;4;3;1;2;1;0;1;0;2;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;2;24;36;41;5;8;3;3;0;140;2;1;7;4;5;6;4;7;4;2;2;2;4;3;2;4;3;5;3;5;3;2;3;3;5;2;6;3;1;3;0;1;3;1;1;2;1;1;2;4;1;0;1;1;3;0;2;1;1;1;0;0;0;0;2;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;55;23;22;7;2;6;5;0
120040105000320;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
120040105000321;8;33;0;0;1;0;0;0;0;0;1;0;0;0;1;0;2;3;1;3;1;2;2;1;0;0;1;2;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;18;0;1;0;2;0;23;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;1;0;2;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;0;0;0;0;0
120040105000322;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
120040105000323;8;177;0;3;3;4;1;9;7;6;6;6;7;4;4;5;5;3;5;2;4;1;2;2;2;3;5;5;4;5;4;1;2;0;2;3;2;2;0;7;1;4;5;2;4;0;3;1;4;4;1;0;1;1;1;0;2;1;1;2;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;64;11;74;0;6;4;3;4;149;2;1;3;4;8;3;6;3;6;5;2;3;3;3;1;4;4;2;5;2;2;2;2;6;5;5;2;3;2;1;1;0;2;2;2;5;9;1;2;3;1;1;2;1;1;3;2;1;0;2;0;1;0;1;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;22;54;38;2;0;0;7;8
120040105000324;8;195;3;3;5;3;6;1;3;4;5;8;10;3;5;4;6;6;6;4;5;3;3;6;5;2;3;4;4;2;5;2;1;3;0;3;3;3;2;1;5;1;3;2;0;6;4;1;1;2;4;1;0;0;0;0;0;2;3;1;2;1;2;1;2;2;1;0;0;0;0;0;0;0;0;1;1;1;48;37;59;3;10;6;9;1;205;0;2;2;4;4;6;9;3;7;1;4;11;9;6;2;4;7;3;7;4;2;3;3;6;6;2;3;8;2;4;5;2;3;6;1;3;0;2;4;3;2;1;1;5;3;0;2;4;2;1;1;3;1;1;1;4;1;1;2;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;55;49;71;3;3;3;5;0
120040105000325;8;530;2;13;11;9;21;19;17;12;17;19;11;15;12;12;11;17;11;14;13;13;16;15;16;14;12;9;9;14;9;6;10;9;7;7;7;9;3;5;2;5;5;1;5;3;6;6;2;3;6;3;3;1;1;2;1;5;1;2;1;6;1;0;1;0;1;0;1;0;0;2;2;0;0;1;0;5;257;16;159;2;17;8;7;4;543;4;7;11;16;14;18;20;15;17;19;13;14;19;15;11;12;14;25;15;16;14;12;16;10;17;13;9;12;9;11;5;3;8;8;9;5;3;7;5;4;6;6;2;4;3;2;4;1;2;3;5;1;2;1;6;2;1;3;1;2;0;2;1;2;0;1;2;0;1;0;0;0;0;0;1;1;69;243;138;4;14;4;10;5
120040105000326;8;754;12;3;12;4;18;16;19;20;16;11;19;16;13;13;8;17;31;22;20;19;22;19;8;10;27;33;16;11;22;14;13;14;8;14;8;8;10;11;9;12;15;14;17;13;4;4;5;4;3;7;6;6;4;5;5;3;4;3;3;1;4;4;2;2;0;1;1;0;0;0;3;0;3;1;4;5;317;22;259;0;16;8;48;12;762;5;17;9;10;16;32;22;6;7;19;20;11;17;8;10;21;39;17;27;37;39;20;12;13;26;28;20;12;12;8;15;12;5;4;10;8;19;16;8;11;10;10;9;8;1;3;5;8;1;4;1;4;2;2;9;4;4;5;4;3;1;1;2;1;1;2;1;1;1;1;1;0;0;1;0;3;55;296;268;4;24;15;33;2
120040105000327;8;427;3;7;2;3;10;14;21;20;12;14;10;9;16;7;8;13;12;14;8;7;10;9;14;13;9;17;3;5;8;5;6;6;4;6;5;2;4;8;1;5;8;5;5;5;2;6;4;5;3;4;6;0;2;5;0;0;2;2;4;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;1;1;180;1;189;0;10;1;17;1;390;0;2;6;7;6;10;11;10;11;12;8;16;9;10;18;10;12;5;7;10;18;8;8;7;6;8;9;7;6;11;12;9;6;4;6;6;5;5;1;5;8;3;5;4;5;2;4;5;3;0;4;2;3;2;2;1;0;0;0;1;1;0;0;3;1;0;0;0;0;0;0;0;2;0;0;2;19;195;133;0;5;2;11;0
120040105000328;8;491;2;9;6;11;19;16;14;13;17;12;21;12;7;11;7;13;12;17;4;9;17;14;8;14;15;15;12;11;8;7;13;6;6;6;6;9;3;7;6;3;4;4;6;6;2;5;1;2;2;3;2;3;3;0;2;5;1;3;4;3;0;1;0;0;2;2;2;0;0;1;1;0;0;1;0;2;210;36;164;2;17;6;5;3;436;1;6;10;13;15;18;12;11;13;13;17;10;9;13;8;11;13;13;13;25;10;9;9;6;14;15;6;6;16;7;7;5;6;4;7;10;5;2;2;5;2;5;2;2;1;0;3;0;1;1;3;1;3;0;3;1;1;4;1;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;2;70;160;122;2;16;3;14;3
120040105000329;8;149;0;0;0;6;2;3;3;4;3;5;6;6;3;3;8;1;4;3;0;9;3;1;5;4;4;2;0;1;1;3;5;3;1;1;2;1;0;1;1;1;0;0;3;2;1;2;0;2;2;4;0;2;2;2;3;2;1;1;0;1;1;1;1;0;0;2;0;0;1;0;1;1;0;0;0;2;52;9;50;0;12;4;2;0;116;1;1;0;6;6;3;5;5;3;1;4;5;5;1;3;1;1;2;3;4;2;2;3;0;7;2;0;1;2;1;6;0;2;2;0;1;0;1;0;0;0;2;1;1;1;2;1;0;3;1;0;1;1;0;1;2;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;10;51;29;2;6;0;3;0
120040105000330;8;26;0;0;0;0;0;1;0;3;2;2;2;3;2;0;0;2;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;17;0;0;0;1;0;20;0;1;0;1;0;1;0;2;2;0;1;0;2;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;8;0;0;0;0;0
120040105000331;5;106;1;0;3;5;3;6;5;3;7;2;2;3;2;1;2;1;1;2;0;3;2;5;6;2;2;0;2;1;3;4;0;2;2;1;2;3;3;2;0;1;0;0;1;1;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;36;13;32;0;7;2;4;0;98;1;2;3;1;3;2;6;3;4;7;3;4;3;3;0;0;3;7;2;2;3;1;3;2;3;3;1;1;2;1;1;1;1;0;1;1;0;1;0;0;0;3;1;0;1;1;0;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;27;31;1;8;0;3;0
120040105000332;5;90;0;1;1;1;2;6;1;3;1;0;7;3;2;2;0;2;0;3;3;2;1;1;2;5;0;5;3;3;3;2;2;0;1;1;1;3;1;1;2;0;2;1;1;0;1;1;0;1;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;45;5;29;0;4;1;0;1;111;0;0;2;2;0;7;4;5;1;3;7;2;2;2;1;4;2;1;5;6;1;4;1;0;2;3;2;6;1;4;1;2;1;2;1;3;0;2;3;1;1;1;2;2;0;0;0;0;0;1;0;0;2;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;20;44;35;1;5;0;2;0
120040105000333;1;85;0;0;3;1;1;1;1;6;3;4;4;1;3;1;4;2;1;1;0;3;3;3;0;1;2;1;2;0;0;1;2;2;0;1;2;3;2;4;1;3;2;0;2;0;1;1;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32;10;33;1;1;1;2;0;94;0;0;2;2;3;3;2;3;3;3;3;3;2;2;2;4;4;0;2;1;0;3;0;3;1;3;3;4;0;2;2;2;1;3;2;1;3;1;2;2;0;1;2;0;0;3;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;25;27;24;2;3;3;3;0
120040105000335;4;21;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;1;3;1;1;1;1;0;29;0;0;0;1;4;1;2;1;0;0;0;1;1;1;0;2;0;0;0;1;0;1;0;0;0;1;1;3;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;10;7;0;2;0;0;0
120040105000336;1;57;0;0;0;3;0;0;3;4;1;1;0;3;1;0;1;2;2;2;2;1;1;3;0;4;1;1;2;4;3;2;1;0;1;2;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;9;22;0;1;4;0;0;65;0;0;0;1;0;0;0;1;1;1;3;1;2;2;0;1;1;1;0;1;1;0;2;6;1;5;3;3;2;3;3;1;2;0;1;0;2;1;1;1;2;1;2;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;30;15;13;1;0;1;0;0
120040105000337;1;80;1;2;3;3;3;4;2;2;4;2;1;2;2;1;3;3;4;3;1;4;2;2;0;0;3;2;2;0;3;2;1;4;0;3;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;12;20;0;3;1;1;0;81;0;0;4;1;5;3;1;1;1;2;1;3;2;3;0;3;3;4;5;4;2;3;3;3;1;4;1;2;2;5;2;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;25;27;14;1;2;1;1;0
120040105000338;1;166;0;3;5;4;7;9;11;4;8;7;7;8;7;3;6;5;5;6;1;2;2;2;4;2;3;3;4;3;2;3;3;4;2;2;3;1;1;2;3;2;1;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;12;44;63;5;6;14;3;0;165;3;0;5;9;5;10;7;4;10;5;3;6;4;7;2;5;3;3;2;2;5;1;7;4;5;0;5;6;5;3;3;3;1;2;2;2;2;2;1;2;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;71;9;44;5;2;8;3;0
120040105000341;1;232;1;2;8;5;4;6;2;7;3;1;5;1;4;3;3;2;1;4;2;6;0;2;7;4;11;13;14;7;11;7;7;9;5;3;4;5;7;8;4;2;0;6;0;4;3;4;0;4;1;0;1;0;1;3;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;110;51;43;1;4;0;3;0;271;3;2;2;5;3;6;6;0;7;1;5;1;3;1;4;5;1;1;11;8;9;6;10;10;12;17;14;15;7;7;7;9;10;8;3;7;1;2;1;4;4;4;2;4;3;1;2;1;0;3;2;2;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;1;0;100;96;44;1;1;2;7;1
120042705000001;1;368;0;2;7;9;9;12;4;14;15;12;12;12;19;14;7;17;7;10;7;11;8;8;7;10;12;9;4;1;5;8;5;6;9;4;6;4;5;3;3;7;4;1;3;1;4;1;3;2;1;1;0;1;0;1;0;2;1;5;0;1;0;2;2;0;0;0;0;0;1;1;1;1;0;1;0;3;125;29;156;0;16;0;11;1;434;0;3;12;15;15;22;12;9;14;12;13;12;16;13;20;13;12;7;13;5;14;12;4;8;9;7;10;13;6;13;5;8;4;7;8;4;1;5;3;3;5;2;3;3;0;3;4;0;0;4;1;3;2;2;0;3;2;1;0;1;1;1;4;0;0;1;0;1;2;0;0;1;0;0;1;1;74;112;146;1;16;4;18;1
120042705000002;1;380;3;5;7;8;9;17;17;14;10;15;14;12;14;12;7;12;7;17;14;11;9;12;6;3;6;8;6;10;7;5;5;9;6;7;9;4;6;0;3;1;1;4;1;0;2;2;3;0;0;0;3;2;3;0;0;1;1;1;0;1;0;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;150;15;159;0;16;2;6;0;412;2;4;6;5;15;13;11;14;12;19;17;17;21;4;16;13;9;3;9;13;17;10;13;11;10;6;11;12;5;5;2;8;10;7;3;3;3;0;3;5;4;3;1;3;1;4;3;3;3;3;2;1;0;2;1;0;0;0;0;3;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;1;46;166;131;0;16;3;13;0
120042705000003;1;628;5;9;14;18;28;20;22;26;27;29;22;21;22;14;20;17;19;11;14;11;22;16;13;15;14;14;9;11;12;11;5;10;12;8;8;7;5;2;9;6;2;3;5;2;2;4;4;1;1;2;4;3;3;2;1;2;1;1;0;0;0;1;1;2;1;1;0;0;0;0;0;0;0;0;0;1;202;65;227;1;27;9;16;1;713;2;10;12;22;36;29;35;30;31;30;26;24;26;23;22;11;10;13;17;15;9;16;25;21;20;19;18;19;14;11;14;10;7;8;6;4;7;3;6;1;7;4;5;4;2;3;4;1;0;3;1;2;2;0;1;2;1;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;2;123;209;248;2;19;7;12;2
120042705000004;8;92;0;0;1;2;2;4;2;6;2;4;6;4;5;3;2;2;8;3;3;2;1;0;4;3;3;1;2;1;1;1;4;3;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;46;1;0;2;5;1;77;0;0;2;2;3;5;2;1;4;3;4;4;1;2;5;2;2;2;2;1;4;3;1;3;2;3;1;1;1;3;0;1;2;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;36;23;0;1;0;2;0
120042705000005;8;88;1;1;0;0;4;2;5;5;4;3;2;6;3;1;1;4;2;5;4;4;0;2;1;3;1;1;2;1;1;2;1;4;0;1;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;28;4;44;1;0;2;2;0;105;2;0;1;1;5;6;3;2;10;6;2;3;5;3;4;4;7;4;4;1;7;2;2;1;0;1;0;2;0;2;1;1;1;0;2;2;0;0;1;0;1;0;0;1;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;35;48;0;0;0;5;0
120042705000006;8;12;0;0;0;0;0;0;2;0;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;7;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;2;1;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;3;0;0;0;0;0
120042705000007;8;386;1;3;8;8;9;17;11;26;15;28;7;20;11;11;12;12;10;12;12;8;10;9;16;9;8;5;6;1;10;6;3;9;1;5;3;0;0;1;1;4;2;4;2;2;2;2;1;2;1;0;0;1;3;2;2;2;0;1;3;0;1;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;83;56;168;10;1;22;13;1;351;2;2;5;15;10;18;17;19;19;19;12;15;18;9;11;11;11;12;6;12;8;5;8;8;2;4;5;7;4;2;5;4;6;0;4;3;2;4;2;2;2;1;1;1;3;3;2;2;1;0;1;2;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;74;122;10;3;17;8;0
120042705000008;8;128;1;4;1;3;5;7;9;3;8;14;7;6;1;4;2;1;4;1;1;4;2;3;2;2;2;3;2;3;1;1;0;0;0;0;2;0;1;2;0;2;2;0;2;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;32;8;58;1;6;0;7;0;129;1;1;3;3;7;6;5;8;6;5;4;10;3;4;2;3;1;1;3;1;2;3;1;4;3;3;3;2;0;2;0;0;1;1;2;3;1;1;0;3;4;0;0;1;1;0;0;0;2;0;0;0;0;2;0;0;0;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;14;42;48;1;1;0;8;0
120042705000009;8;74;1;0;1;0;2;3;2;2;3;2;3;2;2;2;5;2;2;1;1;3;3;1;3;2;0;3;1;3;1;0;2;1;0;0;3;3;0;0;0;2;1;0;1;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;15;29;3;0;0;3;0;62;0;1;2;1;1;4;1;5;0;0;3;0;2;3;1;4;3;3;0;3;2;0;3;1;2;2;2;2;0;0;0;0;2;1;0;0;0;3;0;0;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;16;15;1;0;0;2;1
120042705000010;8;81;0;5;0;0;3;2;4;3;2;2;3;3;5;2;0;3;1;1;4;1;2;1;1;0;0;1;0;1;2;4;0;0;3;0;0;5;0;0;0;1;0;2;2;1;0;1;1;0;1;0;0;0;0;0;2;0;2;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;32;6;30;0;2;3;0;0;90;2;2;3;7;5;3;1;4;1;7;0;2;1;2;4;1;2;1;1;1;1;2;3;4;1;1;1;1;0;0;1;1;0;0;2;3;0;0;1;1;1;1;0;1;1;0;1;0;0;0;1;1;1;1;2;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;7;35;27;0;0;1;1;0
120042705000011;8;119;1;3;4;5;3;2;5;4;3;4;3;4;4;6;3;4;3;1;0;5;6;5;4;2;5;5;2;4;2;1;3;2;0;0;0;2;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48;0;50;0;0;2;0;0;119;1;4;5;2;3;3;4;7;6;7;6;5;5;5;2;1;2;3;3;5;0;5;3;2;5;3;1;3;1;1;1;1;2;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;56;41;0;1;0;1;2
120042705000012;8;422;1;2;6;9;9;17;19;20;21;26;13;18;21;15;14;7;16;11;9;11;6;4;8;10;14;7;7;3;6;5;3;4;4;2;6;1;5;3;8;4;4;4;2;3;1;2;3;2;1;0;3;1;2;3;1;1;2;1;0;1;0;1;1;1;0;0;2;1;0;1;0;0;0;0;0;3;137;11;219;2;14;2;9;1;362;4;3;5;7;14;18;11;16;15;18;24;11;13;9;12;13;9;3;6;9;11;7;8;5;4;10;8;3;5;4;4;3;6;3;1;6;4;1;5;6;5;1;3;1;3;0;1;0;1;1;2;0;5;1;3;0;1;1;1;0;0;0;0;1;1;0;1;1;2;0;0;0;0;0;1;1;20;146;135;4;7;1;11;5
120042705000013;5;161;0;5;3;7;6;3;8;7;4;3;5;7;2;4;2;2;5;5;4;3;2;3;6;1;1;7;3;3;2;2;8;1;3;3;1;1;1;1;4;2;3;1;1;1;1;1;3;1;0;0;1;0;1;2;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;4;60;2;6;0;0;0;192;2;3;2;7;13;6;11;6;12;6;3;9;4;6;1;3;6;5;4;2;3;5;6;3;4;5;3;3;4;6;5;4;3;2;0;2;3;1;2;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;70;75;1;1;1;3;0
120042705000014;8;230;2;1;3;5;6;15;15;13;7;9;10;8;7;9;6;13;6;7;8;10;5;7;4;2;6;2;7;2;2;4;2;0;6;3;4;1;0;1;1;2;0;1;1;1;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;78;3;122;0;6;0;1;0;256;2;10;4;5;9;18;7;16;8;9;13;9;9;10;8;10;5;7;4;10;9;10;4;5;2;1;5;5;3;2;4;1;5;2;3;0;1;2;0;2;1;2;2;0;3;1;1;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;10;106;96;0;3;1;6;0
120042705000015;8;490;1;5;16;21;16;20;29;27;20;18;26;15;11;18;15;13;11;16;8;10;11;10;9;8;10;11;11;9;11;8;2;6;5;5;3;5;4;1;4;3;5;3;0;3;2;4;0;2;1;1;2;0;0;2;1;3;1;1;0;0;2;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;148;20;234;0;12;1;9;0;530;3;8;16;17;27;27;31;20;21;26;14;18;16;19;16;12;7;10;6;22;15;12;13;15;15;10;12;7;8;4;5;8;5;4;3;5;4;0;1;1;4;4;1;3;2;3;1;2;5;2;2;4;0;2;2;0;0;1;2;2;1;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;52;180;194;2;11;4;13;0
120042705000016;8;202;1;1;2;8;7;5;11;8;9;6;6;9;11;7;7;11;5;4;5;3;5;2;6;6;3;6;3;4;2;4;3;5;4;2;0;1;0;1;1;1;0;1;2;1;0;1;1;0;0;1;0;2;0;1;0;1;0;1;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;7;93;0;0;3;6;0;225;1;5;6;3;13;12;14;14;17;11;11;5;5;3;3;5;3;10;7;2;5;7;4;10;3;4;7;5;5;2;1;2;6;0;1;1;0;1;0;1;0;2;0;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;16;82;92;0;3;1;3;0
120042705000017;8;177;0;2;2;4;3;8;8;7;12;14;8;8;8;10;5;5;0;4;4;9;7;3;3;3;2;6;1;3;1;0;2;1;1;2;1;1;0;0;0;1;2;0;2;1;1;0;1;0;0;0;0;1;2;1;0;1;1;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;21;35;98;1;3;2;3;0;132;1;0;3;3;5;6;11;9;10;4;4;6;3;6;5;3;1;5;1;4;2;5;3;3;2;1;3;0;0;0;7;1;0;0;2;4;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;15;54;1;2;1;2;0
