Cod_setor;Situacao_setor;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255
120001305000001;1;375;3;6;4;8;7;8;8;9;9;5;9;12;5;8;7;10;9;10;5;10;11;7;6;12;4;3;7;6;2;6;7;5;5;8;8;6;3;5;6;2;2;4;3;6;10;7;7;5;5;3;4;6;4;4;5;3;4;1;3;1;3;1;1;3;1;1;0;0;3;1;0;1;0;0;0;2;184;23;110;2;10;7;9;1;412;1;7;9;8;7;8;14;11;17;11;14;10;9;9;7;7;12;8;5;6;12;13;9;13;6;12;11;7;4;7;7;7;10;8;9;0;7;5;5;8;5;2;3;5;6;5;4;5;5;3;4;3;1;4;3;0;2;0;3;1;0;4;0;1;0;0;0;1;0;2;0;0;0;0;0;0;58;159;126;3;11;2;17;0
120001305000002;1;450;5;3;12;5;7;12;20;10;17;14;16;16;11;13;16;10;7;5;8;4;16;11;9;11;5;9;6;8;13;8;6;4;8;10;4;5;9;8;7;2;6;4;5;3;5;3;4;3;3;4;1;1;1;2;1;2;4;3;5;3;1;3;1;0;2;2;1;2;0;3;0;0;1;0;1;0;193;49;145;2;17;1;7;2;483;3;5;15;15;5;15;19;13;19;17;20;19;16;10;13;10;11;12;9;11;8;13;9;3;11;17;9;10;8;14;10;8;4;6;4;8;3;13;4;5;2;2;5;1;5;2;3;3;2;1;2;3;1;3;3;4;1;5;0;0;1;0;2;1;1;2;0;0;1;0;0;0;0;1;1;1;100;171;134;6;10;4;9;2
120001305000003;1;608;4;5;12;12;15;17;15;21;16;11;18;10;14;18;15;12;14;15;14;17;11;16;12;14;16;13;15;14;8;11;12;10;13;14;7;9;4;11;8;4;7;5;8;6;10;3;4;2;6;5;4;6;6;1;5;2;3;3;1;0;4;2;1;4;0;0;2;0;0;1;4;2;0;1;0;3;212;127;175;3;13;7;15;0;654;6;11;14;21;24;24;22;8;19;15;29;11;22;16;11;11;14;16;12;20;16;33;21;18;12;12;18;13;11;8;14;10;10;5;6;7;7;9;5;10;13;7;3;6;11;2;4;3;1;4;7;1;4;1;1;3;2;0;1;2;3;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;192;186;164;6;9;7;9;0
120001305000004;5;68;0;0;2;2;1;1;3;3;3;2;0;1;3;4;2;0;2;1;0;1;2;3;3;0;1;1;2;1;2;1;1;0;3;0;1;0;1;1;2;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;34;2;23;0;4;0;0;0;65;0;1;1;3;4;2;3;1;1;1;2;1;1;3;1;0;2;2;1;2;0;1;1;2;1;3;1;0;2;1;0;1;1;0;1;0;1;1;1;1;2;1;1;1;2;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;8;31;15;0;1;0;0;1
120001305000005;8;119;0;0;2;2;2;2;4;2;4;1;3;2;6;1;3;0;2;0;2;4;1;3;3;3;7;4;1;0;0;5;3;2;5;1;1;1;2;0;1;0;2;0;2;0;2;2;3;3;1;1;0;2;1;0;1;1;3;0;2;1;1;0;0;0;1;0;0;1;0;1;0;1;2;0;0;0;63;2;39;1;2;2;2;0;99;1;0;4;0;2;3;1;2;3;2;2;2;3;6;2;2;0;4;1;4;0;2;3;3;3;2;2;0;1;3;0;2;2;2;2;2;1;2;0;1;0;0;0;2;1;1;2;2;1;2;1;1;1;0;1;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;8;51;29;2;0;0;2;0
120001305000006;8;199;1;0;4;3;8;9;7;4;7;6;7;4;10;2;3;7;3;2;2;6;2;2;3;5;5;2;6;2;6;3;3;5;5;4;4;3;1;2;2;0;1;0;2;0;1;1;0;2;4;2;2;1;1;3;0;1;5;1;2;0;1;0;1;1;0;2;1;1;0;0;1;1;1;0;0;0;98;0;67;1;7;4;6;0;163;0;4;7;6;5;6;3;5;3;4;4;5;6;2;4;7;5;4;3;1;3;4;5;8;3;3;3;2;2;5;3;2;1;1;1;4;0;1;2;3;0;1;2;0;0;5;2;0;1;0;1;1;1;2;2;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;7;86;39;1;3;3;2;0
120001305000007;8;158;1;2;3;5;4;4;4;7;3;6;2;2;4;5;0;3;2;4;3;2;6;2;4;2;5;3;2;5;2;1;2;3;4;3;2;2;1;0;4;2;2;1;4;3;0;0;4;2;1;0;1;1;0;2;0;3;4;3;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;87;0;49;0;3;0;3;0;129;1;2;1;2;4;2;4;0;5;1;3;4;3;1;4;4;2;2;4;1;4;4;4;4;2;2;2;0;3;4;4;3;2;0;1;1;2;3;2;3;0;3;1;1;2;3;0;2;3;0;1;1;1;0;1;2;0;2;0;0;0;1;0;0;2;0;0;1;0;0;0;0;1;0;0;1;6;84;25;1;2;0;1;0
120001305000008;8;327;2;3;8;8;9;10;6;10;10;17;6;8;11;7;10;5;7;8;7;5;8;9;10;4;7;7;8;7;4;1;11;4;0;1;1;10;1;3;3;5;6;5;4;2;5;6;2;2;1;2;6;1;3;0;3;3;0;2;2;0;0;1;1;0;0;1;0;2;0;1;2;0;0;0;1;2;137;9;125;3;10;1;10;0;254;1;5;5;9;5;11;10;10;13;12;10;5;9;6;4;3;6;4;7;2;5;3;1;8;5;2;1;1;7;2;3;2;1;4;3;9;3;4;6;4;4;3;6;2;2;4;3;1;1;1;2;2;1;3;2;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;18;123;72;3;9;0;4;0
120001305000009;8;236;2;3;7;4;7;8;7;5;11;7;5;8;6;6;1;8;6;3;6;2;9;7;2;7;7;5;4;1;4;4;1;4;9;4;1;2;7;1;1;6;3;3;3;1;3;5;2;2;2;0;1;1;0;3;0;2;1;0;1;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;125;2;80;0;3;1;2;0;207;0;4;6;4;8;9;12;10;9;8;6;11;5;2;6;2;3;3;2;4;7;4;5;6;5;3;4;2;9;3;2;1;4;4;3;2;1;1;4;2;2;2;1;1;3;0;0;1;0;2;1;0;1;0;1;0;1;0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;11;106;63;1;0;0;4;0
120001305000010;8;325;3;2;4;3;7;17;10;14;10;16;13;13;12;5;9;6;11;0;3;4;4;7;8;5;3;8;5;3;6;5;10;4;3;5;3;6;4;3;3;2;6;6;2;3;3;6;3;2;5;1;3;3;2;1;2;1;1;2;0;0;1;3;2;0;0;1;0;2;0;0;2;0;1;0;2;0;112;43;133;1;9;0;8;0;267;0;3;7;4;5;9;7;12;13;10;11;8;10;6;8;4;5;5;3;5;6;4;8;6;6;4;9;5;4;7;2;8;4;5;3;6;7;1;3;5;4;1;4;1;0;0;1;3;2;0;1;1;0;2;2;1;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;58;95;79;2;8;1;5;0
120001305000011;8;338;4;4;4;10;6;13;14;11;14;6;9;10;13;10;9;5;5;11;2;6;6;5;6;3;5;4;6;9;6;5;3;5;5;6;5;6;1;6;3;4;5;4;6;3;1;5;5;2;2;6;2;2;0;8;2;0;2;2;2;0;1;0;1;3;1;1;0;2;2;0;1;0;0;0;0;2;161;5;124;1;9;0;5;0;281;2;2;6;13;5;6;12;5;11;12;8;9;6;10;7;6;9;9;3;5;2;3;8;3;3;5;5;3;6;6;4;5;9;3;6;4;5;3;2;3;2;3;3;5;3;3;5;0;1;1;3;0;1;2;1;1;2;2;2;1;0;1;0;1;0;0;0;0;1;0;2;0;0;0;1;0;12;150;75;2;2;0;11;1
120001305000012;1;329;0;3;8;9;3;9;12;9;17;15;10;6;9;8;5;13;7;8;7;11;9;7;1;9;9;4;6;6;4;10;6;7;7;6;4;5;4;2;5;3;4;3;3;3;3;2;2;2;0;0;2;2;3;0;1;1;1;1;2;1;1;0;1;2;0;1;0;1;1;0;1;2;0;0;0;0;152;20;105;1;14;5;9;0;347;1;6;7;7;12;8;10;7;12;9;13;9;8;11;11;11;11;2;6;7;9;12;8;10;5;14;10;10;3;8;7;6;6;7;3;5;5;3;2;2;3;1;1;4;2;1;3;1;2;4;4;3;0;1;1;1;0;2;0;1;0;2;0;2;0;1;0;2;0;0;0;0;0;1;0;1;64;146;78;1;12;4;9;0
120001305000013;1;431;1;5;5;12;10;15;15;18;14;18;10;13;7;13;13;11;20;10;15;7;5;6;11;12;8;6;11;9;5;6;9;3;5;7;2;5;2;7;4;2;2;6;3;2;7;4;5;3;4;3;6;2;2;0;1;1;1;0;2;0;1;0;1;1;0;4;0;1;2;0;3;1;0;2;0;4;150;59;160;3;12;1;9;3;396;2;5;7;9;8;16;8;13;23;12;16;5;9;19;9;15;8;6;10;15;16;9;14;5;7;13;7;12;7;3;3;6;5;1;5;8;6;1;4;4;5;3;3;4;3;1;2;6;3;2;1;0;0;2;1;0;0;1;0;0;0;0;1;1;2;0;1;0;0;1;0;1;0;0;0;1;105;117;104;3;13;2;16;3
120001305000014;8;297;1;0;1;6;8;7;10;12;9;20;13;7;8;12;4;7;6;4;9;5;2;5;4;7;9;6;5;4;7;4;7;6;3;4;9;5;1;3;1;4;0;5;1;5;1;3;5;4;2;0;1;2;4;3;3;1;1;0;1;2;0;2;1;0;0;0;1;0;0;0;0;0;1;1;0;2;127;5;125;2;9;0;9;0;248;0;0;2;9;6;7;11;13;11;9;5;8;11;7;6;10;4;6;4;6;3;6;4;1;4;6;6;5;3;4;6;4;5;2;3;3;4;3;1;2;6;1;0;2;1;1;5;1;2;0;3;3;2;1;1;0;1;0;1;0;3;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;11;119;87;0;10;1;2;0
120001305000015;8;246;4;3;5;4;6;10;10;8;9;8;12;8;10;6;4;6;4;4;5;2;6;5;4;4;5;5;3;6;3;2;5;2;4;3;1;2;2;3;3;7;1;3;1;2;3;4;1;1;3;1;1;1;1;5;0;3;3;3;0;1;0;1;0;0;2;0;0;0;0;0;0;0;1;1;0;0;103;3;101;1;6;2;8;0;200;2;2;4;7;3;7;4;13;7;5;8;4;6;6;1;3;8;4;3;3;2;3;1;2;8;5;2;5;3;5;3;4;3;3;5;7;3;3;1;1;1;4;2;1;4;0;2;1;1;2;0;3;1;0;3;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;101;65;3;2;2;4;0
120001305000016;8;343;0;7;8;6;7;15;9;20;13;9;8;12;8;16;7;9;6;10;3;11;2;2;2;4;5;8;4;5;2;11;7;1;6;4;3;9;3;4;7;3;6;5;4;3;3;3;4;3;3;3;3;3;2;3;5;2;1;1;1;0;0;2;1;1;2;0;0;1;1;0;0;0;0;0;0;1;168;0;126;2;4;2;8;1;242;1;2;6;5;12;11;11;12;12;13;7;9;2;5;7;7;3;4;5;1;6;5;1;3;6;10;5;7;4;1;4;4;7;2;1;1;1;2;4;5;6;1;3;2;0;3;2;0;0;1;3;1;1;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;126;80;1;2;0;3;0
120005405000001;1;338;0;2;4;5;9;12;5;6;10;10;9;1;7;11;9;11;6;5;11;5;12;12;6;15;8;3;9;2;8;6;12;8;3;3;6;4;3;3;5;9;2;4;5;2;3;5;3;0;7;3;2;1;1;3;0;1;2;0;0;1;0;2;0;2;1;2;2;1;0;1;0;0;0;1;2;4;134;35;107;2;13;8;15;0;377;0;8;10;7;10;8;5;11;11;11;15;12;8;11;11;6;10;10;7;8;4;5;9;7;8;11;6;9;6;8;9;8;4;6;6;7;4;10;1;2;6;0;2;5;1;4;1;5;1;5;7;1;0;2;2;2;0;2;1;1;3;4;1;0;0;1;0;3;0;2;0;0;1;1;0;4;79;117;99;3;9;11;17;0
120005405000002;1;411;1;5;14;9;7;5;11;5;18;11;9;16;6;11;8;20;10;12;7;9;5;7;10;11;12;11;8;9;11;6;5;3;6;9;5;4;7;11;4;3;4;6;3;3;4;3;4;4;2;0;4;4;2;3;1;1;3;5;2;0;2;1;0;1;0;1;1;0;1;0;0;1;1;0;0;3;150;41;125;0;16;9;16;0;392;2;3;4;7;8;8;14;6;9;8;13;10;10;16;13;10;16;9;8;15;9;3;7;11;10;8;11;9;7;5;10;5;10;6;5;6;7;3;1;12;2;8;4;5;1;5;1;2;1;1;3;2;1;2;1;4;1;1;1;0;2;1;0;0;1;2;0;0;0;1;1;1;0;0;1;2;90;124;108;3;9;6;12;1
120005405000003;1;565;3;9;12;16;13;17;16;15;13;17;15;24;19;16;11;16;15;18;12;11;15;13;21;15;13;16;18;10;13;15;10;11;7;7;4;6;7;5;5;3;2;6;6;2;2;4;5;2;4;4;4;3;1;1;2;2;1;1;3;0;0;2;0;0;0;0;0;0;0;0;1;2;0;0;0;3;169;101;180;2;11;17;26;0;615;2;11;11;11;20;25;22;32;23;14;20;21;15;18;18;16;16;20;14;19;13;29;19;12;8;16;8;18;12;10;15;10;6;11;5;5;10;7;4;3;1;8;3;2;1;5;4;1;0;2;2;3;2;1;1;1;1;0;1;0;2;0;1;0;1;0;0;0;0;0;0;2;0;0;0;1;172;145;175;3;13;14;28;0
120005405000004;8;21;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;3;2;0;2;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;1;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
120005405000007;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
120005405000008;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
120005405000009;8;96;0;0;1;1;2;1;3;6;4;5;3;1;3;3;1;3;0;5;3;1;0;2;0;4;0;1;2;3;1;3;1;1;2;3;1;0;0;0;1;2;0;0;1;4;2;1;3;1;0;2;1;2;2;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;44;3;39;2;1;1;2;0;78;0;1;0;3;3;4;3;4;2;1;6;2;0;4;1;1;4;1;4;1;0;1;4;0;2;1;2;1;1;0;1;1;2;2;2;1;0;0;1;0;1;2;2;1;0;1;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;38;28;0;0;0;1;0
120005405000010;8;299;0;3;5;5;7;14;10;7;12;12;11;14;11;10;7;11;6;10;4;5;6;7;6;2;4;2;7;6;5;2;7;4;5;8;3;4;4;5;2;2;2;2;3;2;2;4;0;1;4;3;0;2;1;2;1;2;2;3;1;0;0;0;0;1;0;0;1;3;1;0;0;0;0;0;0;1;120;6;130;2;6;3;5;2;265;2;7;8;7;10;13;14;10;11;5;6;5;12;12;8;8;6;9;3;5;4;8;5;10;10;5;5;5;5;3;3;1;1;2;2;0;3;1;1;3;2;4;2;2;1;1;3;1;2;1;0;0;2;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;16;117;77;3;8;1;8;1
120005405000011;8;59;0;0;0;1;3;2;0;6;1;2;1;2;0;3;1;1;4;2;1;0;2;2;0;4;3;0;1;1;1;1;0;0;0;2;0;0;1;3;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;30;0;22;0;1;1;1;0;43;0;0;0;0;1;2;3;0;0;5;5;3;1;0;1;0;1;1;0;0;0;2;0;1;2;0;1;4;2;0;0;1;0;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;13;0;0;0;2;0
120005405000012;8;176;0;0;2;3;4;7;6;5;7;5;5;3;7;8;5;6;3;5;2;3;6;6;8;6;1;7;2;8;2;3;4;1;2;0;1;4;1;2;2;0;1;2;0;0;2;2;1;4;0;1;2;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;1;67;3;78;1;6;1;7;2;185;0;0;4;5;6;3;6;8;2;8;8;5;6;7;6;5;3;5;2;4;6;6;3;6;3;3;5;3;3;3;2;2;3;1;2;2;2;3;4;3;4;1;1;0;1;3;2;3;1;4;1;1;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;12;83;59;1;4;1;7;3
120010405000001;1;433;6;2;8;10;10;7;17;6;6;7;7;9;8;14;10;5;15;8;12;9;9;9;12;8;9;13;12;5;7;6;5;8;5;6;2;5;8;8;6;0;7;6;5;3;2;6;4;0;6;5;4;4;4;4;3;4;5;3;2;4;4;3;1;0;2;2;2;0;2;2;4;0;0;2;1;8;175;25;142;3;25;7;11;0;496;1;3;8;9;9;13;12;9;16;8;14;8;10;13;17;14;12;11;10;9;13;9;6;8;10;15;7;8;9;7;7;6;6;11;8;5;3;5;9;5;2;8;5;8;4;5;6;7;3;6;1;3;5;5;6;5;5;7;3;2;0;2;1;2;4;5;2;4;0;0;0;1;3;0;1;12;119;133;117;8;32;8;34;0
120010405000002;1;350;7;5;5;7;10;12;8;13;3;7;5;5;10;10;5;7;7;5;9;5;5;6;6;6;8;13;6;8;17;7;4;4;3;7;7;7;4;7;7;6;9;0;3;5;4;3;1;2;5;4;2;2;2;2;1;4;2;0;1;2;1;1;0;0;0;1;1;0;3;0;1;0;2;2;0;1;155;37;83;5;16;3;12;5;379;4;3;6;5;9;14;7;8;6;10;6;8;15;10;8;10;10;9;8;10;4;2;8;14;10;9;10;9;11;5;6;11;9;5;6;9;8;5;3;3;3;7;4;2;2;1;2;2;6;2;6;4;0;0;3;1;2;3;2;1;2;0;1;1;2;0;3;0;0;0;0;0;0;2;0;2;109;113;84;10;5;5;18;6
120010405000003;1;532;1;11;7;12;12;7;14;10;16;12;10;17;21;11;9;11;22;9;8;14;11;9;12;15;9;8;9;14;6;12;16;6;13;11;11;7;9;9;10;6;6;3;5;3;4;6;5;2;5;5;5;2;8;1;4;4;0;2;3;0;1;1;0;1;1;6;1;0;1;1;2;0;0;1;0;6;211;63;156;8;14;15;20;0;571;5;5;14;14;13;14;10;14;15;19;19;11;15;14;7;11;6;18;12;15;17;14;13;16;11;14;15;13;12;13;9;14;12;12;11;13;12;7;7;7;4;2;7;8;1;6;1;5;2;4;2;1;1;6;4;1;4;1;1;0;1;3;3;2;2;2;1;0;0;0;0;1;1;0;0;1;149;175;134;7;8;12;28;0
120010405000004;1;388;2;2;1;14;8;8;6;9;11;12;12;15;15;6;19;11;10;7;9;12;11;7;5;4;8;10;4;5;11;10;5;6;5;9;5;9;6;4;6;3;1;5;3;9;1;2;2;6;4;3;2;1;3;1;2;2;2;2;0;2;0;0;2;2;0;0;0;0;1;0;1;1;2;0;0;4;152;44;118;1;14;8;20;4;416;1;1;11;10;9;14;4;11;9;11;12;10;14;8;15;12;6;14;14;13;18;5;9;6;15;8;7;5;9;7;6;9;7;9;7;6;11;4;5;2;2;7;4;6;3;3;2;3;2;3;1;2;1;1;1;4;3;0;0;2;1;0;1;0;2;0;1;3;0;0;0;0;1;1;0;2;105;134;102;3;14;2;15;9
120010405000005;1;337;3;3;7;9;8;13;9;10;13;6;14;9;7;9;11;12;11;5;9;8;5;7;10;7;12;5;2;4;9;7;5;5;4;5;10;4;3;3;3;4;4;3;5;4;2;0;2;1;1;0;1;2;3;1;3;0;2;1;0;3;1;0;0;1;0;0;0;0;0;3;1;1;0;0;0;2;99;58;117;1;10;6;14;0;389;4;8;6;8;12;7;12;16;13;11;12;5;7;13;12;15;6;15;9;10;10;9;9;8;8;9;14;9;10;8;4;9;4;8;4;5;4;4;5;2;1;3;4;3;1;3;2;2;2;1;1;2;0;0;2;2;1;1;2;1;2;0;0;1;2;0;0;2;0;0;0;1;1;0;0;2;132;77;94;3;14;8;21;2
120010405000006;1;239;0;0;6;4;11;4;10;5;6;11;6;4;4;3;6;5;3;5;7;6;6;7;5;7;6;3;3;5;4;5;4;5;2;3;6;4;4;3;3;3;2;4;3;3;4;0;2;2;0;2;1;1;2;1;3;1;0;0;1;0;0;0;1;0;1;1;0;0;1;3;0;0;1;0;1;4;89;28;75;1;13;2;9;0;236;0;2;3;6;8;5;5;8;4;5;10;12;5;6;8;4;6;4;5;8;2;9;2;1;4;8;5;7;5;5;4;6;3;3;6;0;5;2;8;2;4;2;0;2;2;1;2;2;2;2;2;1;2;2;0;1;2;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;61;77;57;4;8;1;9;0
120010405000007;1;332;9;6;6;7;15;18;14;12;15;8;15;17;9;11;9;10;7;11;8;15;8;5;4;6;3;7;2;2;8;1;2;8;1;4;3;6;3;3;4;3;1;2;1;4;2;0;4;3;0;2;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;79;33;148;1;16;0;10;0;326;6;5;12;12;18;9;20;12;14;11;11;16;9;7;8;4;10;7;8;4;8;5;8;8;5;4;3;8;4;6;3;8;9;3;5;2;4;5;3;3;1;3;3;1;2;1;2;1;0;0;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;73;99;1;9;2;20;0
120010405000008;1;288;3;10;10;5;9;8;7;9;9;7;7;8;8;2;4;3;8;5;5;14;6;1;4;8;5;6;11;4;3;4;6;2;1;5;5;2;2;3;3;5;3;4;2;5;2;3;0;1;2;4;3;3;2;1;4;0;0;2;2;4;1;2;1;2;0;0;1;0;0;3;1;2;0;0;0;1;113;25;83;3;14;3;7;3;277;6;6;4;6;8;6;8;6;9;10;8;10;8;8;6;9;4;10;8;7;4;6;3;5;0;3;9;2;5;3;4;5;2;5;6;8;4;2;1;3;5;2;4;3;2;2;3;3;3;1;2;1;0;2;2;2;2;2;2;1;0;0;0;0;1;2;0;0;0;1;0;1;0;0;1;0;63;83;68;3;11;1;13;3
120010405000009;8;440;11;6;14;16;14;13;18;22;13;12;18;11;14;12;14;14;15;11;7;8;5;5;6;12;6;8;15;5;5;11;4;4;11;5;5;6;3;3;6;3;3;4;1;3;1;5;3;2;4;4;1;1;2;1;4;1;0;1;0;0;1;2;0;0;1;1;1;0;0;1;0;0;0;0;0;1;161;13;171;3;8;5;11;0;381;9;12;12;9;12;15;14;12;10;14;19;15;9;6;8;9;11;5;4;6;8;9;6;8;8;8;9;10;10;5;10;4;4;6;5;10;7;1;2;3;1;4;1;2;3;2;0;3;0;0;4;1;2;3;0;2;2;1;2;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;21;178;99;7;8;1;9;0
120010405000010;8;114;0;2;1;5;2;6;8;4;4;4;5;6;5;4;1;2;2;5;7;3;2;2;3;3;5;2;3;0;1;1;2;1;1;1;3;0;2;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;1;67;0;1;0;2;4;80;0;1;2;3;2;5;3;5;6;5;2;1;1;2;2;1;5;1;2;4;2;1;2;1;0;6;0;0;1;2;2;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;32;26;0;3;1;4;1
120010405000011;8;185;0;0;1;4;4;8;3;4;8;5;13;11;8;8;11;12;5;8;3;10;4;6;5;2;3;6;2;3;3;1;0;2;1;1;1;2;2;2;0;0;1;0;1;1;1;1;2;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;35;15;108;1;1;9;3;2;145;1;1;0;4;6;9;7;9;5;10;6;8;6;8;4;7;3;1;5;6;4;3;4;0;4;0;0;1;2;1;4;1;1;2;0;0;1;1;3;0;0;2;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;39;69;1;1;7;4;0
120010405000012;8;195;1;0;6;5;8;11;4;8;6;8;4;5;5;3;3;6;3;2;4;1;4;1;10;1;8;3;3;2;6;0;0;4;3;5;2;0;4;3;3;3;3;4;2;2;1;2;1;1;2;4;2;1;0;1;2;0;1;0;2;0;0;1;0;0;2;0;0;2;0;0;0;0;1;0;0;0;88;3;66;0;1;11;6;0;127;0;0;3;6;3;4;3;5;1;5;2;4;3;4;4;3;4;5;0;2;2;3;2;3;5;6;4;1;3;4;2;1;2;1;2;2;4;1;1;0;1;1;2;3;0;3;0;1;1;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;75;30;3;0;0;1;0
