Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108
110001505000001;1;126;0;0;0;0;0;0;0;0;1;1;1;5;3;3;2;4;2;3;4;7;3;3;2;3;5;5;0;6;1;2;6;2;1;3;2;3;3;1;2;0;0;3;4;1;3;1;1;0;0;2;3;3;1;4;0;1;1;1;1;2;1;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;2;14;20;16;14;14;9;9;2;8;5;1;0;0
110001505000002;1;105;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1;0;4;4;2;4;0;2;6;4;3;1;2;2;4;4;1;3;4;2;3;3;2;1;3;2;8;0;0;1;3;4;2;1;1;0;2;1;0;1;1;0;2;2;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;1;13;14;12;16;10;10;5;2;2;1;0;0
110001505000003;1;110;0;0;0;0;0;0;0;1;2;2;1;0;0;3;2;2;0;5;1;3;4;3;5;5;3;4;3;2;4;1;1;2;3;2;0;4;0;2;2;2;2;1;1;1;1;0;2;1;0;1;3;2;0;3;4;1;0;3;1;0;0;0;1;1;2;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;87;0;5;5;11;20;13;8;7;4;4;4;2;1;2;1
110001505000004;1;27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;3;1;0;2;2;0;1;1;0;0;0;0;0;2;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;1;3;3;6;4;2;5;0;0;0;0;1;0
110001505000005;1;133;0;1;0;0;0;0;0;1;1;4;1;1;2;3;8;2;4;2;3;2;5;3;2;1;0;4;1;4;1;3;4;7;3;2;5;3;2;0;3;4;0;1;0;2;1;2;4;0;3;3;1;1;0;3;0;2;3;1;1;0;0;2;1;1;1;3;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;88;1;6;15;12;10;7;16;11;0;4;2;1;2;0;1
110001505000006;1;86;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;1;2;2;3;1;0;2;1;1;3;3;1;1;3;4;6;1;0;2;2;3;2;2;5;1;2;2;2;1;0;0;3;1;2;1;0;0;3;0;1;0;1;1;1;0;2;1;1;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;2;3;9;7;9;11;11;7;6;1;0;0;1;0
110001505000007;1;65;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;2;1;0;2;1;0;3;4;2;4;2;2;1;1;1;2;0;0;1;1;1;2;1;2;2;2;0;1;1;0;1;1;0;2;1;3;0;0;2;1;2;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;3;4;6;13;5;4;6;3;1;2;1;1;0
110001505000008;1;42;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;2;1;1;1;1;1;0;1;1;3;0;1;0;2;1;0;1;1;0;1;1;1;1;0;1;0;1;0;2;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;1;2;4;4;6;3;3;2;4;1;0;1;0;1
110001505000009;1;66;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;1;4;0;0;3;2;3;1;2;0;2;2;5;2;1;2;0;5;1;0;3;2;2;2;2;0;2;0;1;0;1;0;0;2;1;0;0;0;2;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;1;10;7;7;9;10;7;2;2;3;0;2;0
110001505000010;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;1;4;0;1;0;0;0;0;1;0;0
