Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;
160005505000001;1;38;5;0;59;0;36;4;0;52;0
160005505000003;5;18;0;0;29;0;11;2;0;41;0
160005505000004;8;7;0;0;25;0;17;2;0;21;0
160005510000001;1;6;2;0;27;0;11;0;0;36;0
160005510000002;8;0;0;0;14;0;1;0;0;12;0
160010505000001;1;9;0;0;43;0;4;0;0;31;0
160010505000002;1;18;4;0;54;0;25;1;0;59;0
160010505000003;1;12;0;0;49;0;17;1;0;27;0
160010505000004;1;11;4;0;50;0;18;0;0;47;0
160010505000005;1;31;2;0;56;0;17;2;0;57;0
160010505000006;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
160010505000007;8;0;0;0;1;0;1;0;0;4;0
160010505000009;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
160010505000010;8;1;0;0;16;0;2;1;0;9;0
160010505000011;8;2;0;0;13;0;0;0;0;10;0
160010515000001;1;4;0;0;25;0;11;0;0;28;0
160010515000003;8;2;0;0;21;0;4;0;0;19;0
160010515000004;8;0;0;0;5;0;0;0;0;5;0
160015405000001;1;30;1;1;51;0;15;0;0;54;0
160015405000002;1;13;4;0;62;0;29;5;0;53;0
160015405000003;5;6;1;0;35;0;14;1;0;40;0
160015405000004;8;1;"X";"X";"X";"X";"X";"X";"X";"X";"X"
160015405000005;8;15;3;0;62;0;12;2;0;60;0
160015405000006;8;3;1;0;11;0;5;0;0;13;0
160015405000008;5;0;0;0;0;4;0;0;0;0;3
160015405000009;5;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
160015405000010;5;0;0;0;0;22;0;0;0;0;21
160015405000011;5;0;0;0;0;4;0;0;0;0;7
160015405000012;5;0;0;0;0;7;0;0;0;0;11
160015405000013;8;0;0;0;0;51;0;0;0;0;53
160015405000014;8;12;7;0;34;0;9;6;0;36;0
160015405000015;1;21;5;0;68;0;29;0;0;55;0
160015405000016;1;35;12;0;92;0;22;3;0;103;0
160020405000001;1;13;8;2;37;0;16;5;2;36;0
160020405000002;1;33;2;1;55;0;34;2;0;39;0
160020405000003;1;10;11;1;22;0;18;5;1;26;0
160020405000004;1;19;24;0;75;1;19;14;0;52;0
160020405000005;8;1;2;0;8;0;1;1;0;10;0
160020405000006;8;2;2;0;13;0;2;0;0;16;0
160020405000007;1;15;17;0;55;0;13;7;0;42;0
160020410000001;1;0;1;0;0;0;0;1;0;0;0
160020410000002;5;4;2;0;42;0;7;3;0;25;0
160020410000003;8;0;0;0;1;0;0;0;0;1;0
160020410000004;8;0;0;0;12;1;0;0;0;6;0
160020415000001;1;14;4;0;21;0;13;3;0;32;0
160020415000002;5;3;1;0;4;0;2;1;0;4;0
160020415000003;8;0;0;0;5;0;0;0;0;2;0
160020415000005;1;16;0;0;37;0;20;1;0;36;0
160021205000001;1;5;0;0;15;0;2;0;0;9;0
160021205000002;1;17;3;0;55;0;17;4;0;73;0
160021205000003;5;17;0;0;27;0;14;0;0;41;0
160021205000004;8;29;6;1;43;0;20;4;0;52;0
160021205000005;8;9;1;0;20;0;9;0;1;24;0
160021205000006;1;11;1;0;27;0;4;2;0;29;0
160023805000001;1;10;6;0;33;0;10;3;0;38;0
160023805000002;1;17;4;0;69;0;16;6;0;68;0
160023805000003;1;12;11;0;32;0;15;6;0;24;0
160023805000004;5;3;"X";"X";"X";"X";"X";"X";"X";"X";"X"
160023805000005;8;4;1;0;25;0;5;2;0;10;0
160023805000006;8;7;1;0;46;0;10;0;0;32;0
160023805000007;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
160023805000008;1;10;7;1;40;0;14;3;0;38;0
160025305000001;1;20;2;1;31;0;12;5;0;21;0
160025305000002;5;0;0;0;20;0;1;0;0;12;0
160025305000003;5;11;0;0;21;0;9;0;0;22;0
160025305000004;8;0;0;0;5;0;1;0;0;0;0
160025305000005;8;29;7;1;59;0;25;4;0;62;0
160025305000006;8;0;0;0;10;0;3;0;0;12;0
160025305000007;1;2;2;0;48;0;8;2;0;36;0
160027905000001;1;6;5;0;17;0;5;1;0;16;0
160027905000002;1;18;2;0;49;0;18;1;0;43;0
160027905000003;1;7;0;0;25;0;6;0;0;18;0
160027905000004;1;3;1;0;23;0;2;0;0;23;0
160027905000005;1;8;5;0;25;0;4;3;0;17;0
160027905000006;1;10;1;0;51;0;15;3;1;51;0
160027905000007;1;8;6;0;45;0;14;9;1;37;0
160027905000008;1;4;5;0;71;0;4;0;0;65;0
160027905000009;1;13;4;0;60;0;18;3;0;59;0
160027905000010;1;6;0;0;57;0;6;0;0;40;0
160027905000011;1;4;3;0;41;0;8;1;1;46;0
160027905000012;1;4;1;0;39;0;6;0;1;25;0
160027905000013;1;11;1;0;33;0;10;0;0;34;0
160027905000014;1;13;0;0;32;0;9;2;0;27;0
160027905000015;1;13;3;0;34;0;14;3;0;35;0
160027905000016;1;22;1;0;53;0;23;0;0;69;0
160027905000017;1;21;5;1;38;0;15;2;1;41;0
160027905000018;1;9;3;0;40;0;8;1;0;29;0
160027905000019;1;11;1;0;29;0;6;1;0;35;0
160027905000020;1;16;0;0;25;0;11;0;0;41;0
160027905000021;1;18;4;0;35;0;26;3;1;25;0
160027905000022;1;5;3;0;19;0;8;0;0;22;0
160027905000023;1;17;0;1;50;0;22;2;1;44;0
160027905000024;1;12;1;0;29;0;16;4;0;42;0
160027905000025;1;23;3;0;41;1;16;4;0;50;0
160027905000026;1;21;6;2;47;2;24;4;1;41;0
160027905000027;1;10;5;0;25;0;14;4;0;20;0
160027905000028;1;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
160027905000029;1;6;2;1;26;0;13;3;0;20;0
160027905000030;1;11;6;1;30;0;11;1;4;30;0
160027905000031;1;14;3;0;45;0;12;0;3;41;0
160027905000032;5;2;0;0;20;0;4;1;0;14;0
160027905000033;8;3;6;0;25;0;10;4;0;23;0
160027905000034;8;2;4;0;61;0;4;6;0;41;0
160027905000035;8;2;0;0;14;0;1;0;0;12;0
160027905000036;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
160027905000042;1;6;0;0;24;0;14;1;0;26;0
160027905000043;1;21;0;0;37;0;17;3;0;42;0
160027905000044;1;15;3;0;38;0;20;5;0;56;0
160027905000045;1;6;2;0;23;0;7;0;0;24;0
160027905000046;1;14;2;0;26;0;9;0;0;23;0
160027905000047;1;6;2;0;37;0;14;0;0;42;0
160027905000048;1;13;2;1;34;0;10;2;2;30;0
160027905000049;1;6;1;0;62;0;14;0;0;45;0
160027905000050;1;14;3;0;41;0;8;0;0;37;0
160027905000051;1;8;3;0;26;0;10;3;0;24;0
160027905000052;1;14;2;1;30;0;12;2;0;33;0
160027905000053;1;13;0;0;21;0;8;1;0;20;0
160030305000001;1;19;2;0;14;0;11;0;0;17;0
160030305000002;1;4;1;0;2;0;5;0;0;2;0
