"Cod_bairro","Nome_do_bairro","ipc","compEntorno","compPessoas","compDomRenda","compDomiciliosMulher","comp5maisdomicilio","compbanheiro","compagua","compUBS"
3304557103,"Senador Vasconcelos",0.661547514674888,0.741539522742383,0.506142939289836,0.165714285714286,0.3111695516735,0.172805928597723,0.199608897166669,0.198830970513768,0.3
3304557104,"Inhoaíba",0.63709604965579,0.764653336658138,0.45496733255399,0.133770491803279,0.288149940243288,0.164366123252602,0.199900742202457,0.193630122496905,1
3304557105,"Cosmos",0.664848041124642,0.82202723807444,0.462295072835923,0.142857142857143,0.291723483125685,0.16925565679159,0.199691801442407,0.198417211372423,1
3304557106,"Paciência",0.616076638100628,0.714106242546507,0.439298690660908,0.136242424242424,0.27113091994305,0.164070913677326,0.198776626095995,0.195735017078723,1
3304557107,"Santa Cruz",0.613447770317047,0.691122949195712,0.447758637363756,0.140840336134454,0.278907134682324,0.165188545789481,0.199308930132519,0.196123912335222,1
3304557108,"Sepetiba",0.620081419858135,0.698056342972566,0.460287025280099,0.149906542056075,0.258162768612983,0.16440077769485,0.199351580082302,0.188241991488514,0.5
3304557109,"Ribeira",0.843010366143469,0.975801694832262,0.690686647823901,0.28,0.306441795231661,0.187039136677273,0.198734060176446,0.196769558920527,0
3304557110,"Zumbi",0.852877716435667,0.986179718588377,0.704610709717054,0.28,0.329587071316411,0.189892289581275,0.2,0.197950431420294,0.1
3304557111,"Cacuia",0.736790060229114,0.876394621672224,0.549550377009512,0.208421052631579,0.28168676248346,0.180807474816237,0.199784997670796,0.195411656886993,0.1
3304557112,"Pitangueiras",0.613621972965138,0.550992981236529,0.545191866983227,0.172,0.285917828294171,0.173939494370926,0.199571572910279,0.199170003394454,0
3304557113,"Praia da Bandeira",0.802518107694148,0.933087139722765,0.603582424516286,0.284,0.296236072657855,0.186947258843394,0.2,0.1999375,0
3304557114,"Cocotá",0.79069164146259,0.91228095727623,0.611640482845187,0.268571428571429,0.291283077768585,0.183239055034277,0.198226095416766,0.198116905243881,0
3304557115,"Bancários",0.640065906238978,0.616365606005648,0.534645045411363,0.2,0.284734709237651,0.174912648073727,0.199877725604755,0.194396693621441,0.1
3304557116,"Freguesia (Ilha do Governador)",0.661147204697729,0.667835200152343,0.53324206341006,0.211428571428571,0.279184731004245,0.179077221741716,0.19965235337378,0.192206203986719,0.1
3304557117,"Jardim Guanabara",0.873155008283076,0.946520871125183,0.723155880688802,0.364081632653061,0.326344683332563,0.187023524373223,0.199547142201246,0.199135973807714,0
3304557118,"Jardim Carioca",0.71419005535221,0.798639320832613,0.553137967376882,0.212222222222222,0.294609020062148,0.179631438908585,0.199734801263812,0.199204415452517,0.1
3304557119,"Tauá",0.621215576666693,0.590801312789683,0.512934634620485,0.1888,0.271821559974041,0.173099341038796,0.1996649686634,0.198346472887715,0
3304557120,"Moneró",0.855273213466255,0.980703753066324,0.702629664753015,0.3,0.324018751751907,0.185018568261491,0.199105936819172,0.198361717498764,0
