"Cod_bairro","Nome_do_bairro","IPC"
3304557132,"Camorim",0.616614584843141
3304557133,"Vargem Pequena",0.588225483269232
3304557134,"Vargem Grande",0.511288056846734
3304557135,"Recreio dos Bandeirantes",0.771975945787095
3304557136,"Grumari",0.358249215854006
3304557137,"Coelho Neto",0.643445475871209
3304557138,"Acari",0.430333610487102
3304557139,"Barros Filho",0.45691159216889
3304557140,"Costa Barros",0.526866025032192
3304557141,"Pavuna",0.614634208245212
3304557142,"Guaratiba",0.554036702981276
3304557143,"Barra de Guaratiba",0.61206191536019
3304557144,"Pedra de Guaratiba",0.700889542087322
3304557145,"Higienópolis",0.772087471886023
3304557146,"Jacaré",0.618134359842627
3304557147,"Maria da Graça",0.80399190645944
3304557148,"Del Castilho",0.668620138258529
3304557149,"Inhaúma",0.679175567828632
3304557150,"Engenho da Rainha",0.694709818906553
3304557151,"Tomás Coelho",0.680811541404248
3304557152,"Saúde",0.68473716511035
3304557153,"Paquetá",0.667523978282677
3304557154,"Parque Columbia",0.584456700081546
3304557155,"Jacarezinho",0.398614241184383
3304557156,"Rocinha",0.417711769656514
3304557157,"Complexo do Alemão",0.444508722218769
3304557158,"Maré",0.542352291597857
3304557159,"Vasco da Gama",0.635685562163637
3304557160,"Gericinó",0.602861539454444
