Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;
260005405000001;1;388;388;109;86;59;55;9;9;15;3;28;2;5;1;6;1;0;0;0;0;0;6;2;1;3;0;0;0;0;0;0;0;0;0;3;5;5;4;7;7;7;9;5;4;6;8;4;5;8;9;7;9;2;2;4;4;5;6;7;10;8;9;7;3;3;7;6;10;6;6;6;5;7;4;6;8;5;4;5;7;7;3;2;2;3;5;1;2;6;4;2;3;2;5;6;6;5;1;4;2;1;3;1;3;0;1;3;3;2;2;3;2;1;3;0;2;0;0;2;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0
260005405000002;1;412;412;95;108;73;57;3;5;11;3;17;5;9;0;17;0;8;0;1;0;0;5;1;0;1;0;0;1;1;0;0;0;0;1;2;4;1;4;2;5;6;7;3;11;7;4;8;6;11;7;8;6;6;8;3;6;12;7;1;5;1;4;6;8;10;9;8;5;7;7;9;9;4;11;9;4;13;6;3;6;4;5;3;2;4;1;2;5;4;4;3;3;2;7;4;2;4;4;5;2;5;3;4;5;1;6;2;2;0;2;2;0;3;1;4;2;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1
260005405000003;1;233;233;72;53;35;31;1;2;11;0;14;2;7;2;2;0;1;0;0;0;0;4;0;0;0;0;2;0;1;1;0;0;0;0;0;3;4;4;2;1;0;3;2;3;2;2;2;4;4;1;5;2;3;5;1;2;6;4;2;3;5;2;2;3;2;3;2;7;2;5;5;3;3;4;2;5;6;3;5;5;4;5;6;4;2;7;2;1;2;5;2;3;1;0;5;3;1;2;0;2;4;1;0;2;5;0;1;0;0;1;2;1;1;1;1;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
260005405000004;1;519;519;137;163;83;77;9;3;8;2;14;2;5;0;14;2;0;0;0;0;0;4;0;0;0;0;0;0;1;0;1;0;0;2;17;3;5;4;4;6;5;7;9;15;9;6;7;6;9;9;6;8;6;10;14;15;8;9;14;10;11;13;6;14;9;7;7;9;9;5;7;5;4;12;5;11;5;10;10;8;10;11;4;8;6;5;2;6;11;5;2;5;1;5;1;3;3;1;1;1;4;3;1;2;2;3;2;1;3;3;1;0;0;2;1;1;0;0;0;3;0;0;1;2;1;0;0;0;0;0;0;0;0;0
260005405000005;1;464;464;119;118;64;74;16;8;6;0;39;1;5;0;11;1;2;0;0;0;0;4;0;0;0;1;0;1;0;0;0;1;0;1;6;9;6;3;8;8;7;4;12;7;13;5;14;5;8;6;9;6;9;7;9;8;14;11;10;6;3;9;8;6;9;12;6;7;7;10;5;10;7;7;11;5;6;8;7;5;6;7;5;4;4;3;2;4;2;3;1;0;6;4;7;3;4;6;0;3;5;2;1;1;2;0;0;2;2;1;2;1;2;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
260005405000006;1;538;532;134;140;98;58;12;9;10;3;50;4;8;0;8;1;3;0;0;0;0;8;0;1;0;2;0;1;0;0;0;2;2;0;13;5;5;8;4;5;9;4;9;7;7;12;10;3;12;12;15;9;7;11;7;5;4;13;7;7;5;9;8;8;7;6;5;5;7;13;10;10;12;11;6;11;4;7;9;11;10;5;9;2;4;9;3;4;8;3;5;8;6;11;6;2;6;5;2;1;4;3;5;4;2;2;1;1;1;3;1;1;3;1;2;1;0;3;2;1;2;0;1;1;0;0;1;0;1;0;0;0;0;0
260005405000007;1;313;313;74;91;64;37;6;2;2;0;21;2;3;0;8;2;1;0;0;0;0;8;0;2;1;0;1;1;0;2;0;0;0;1;7;3;2;7;4;6;4;6;11;9;7;4;9;6;5;5;5;2;8;1;4;6;4;3;6;5;2;6;4;4;6;9;8;6;4;9;4;6;2;4;0;2;2;2;1;4;3;2;4;1;3;3;3;6;1;6;5;2;2;3;2;3;3;4;5;2;0;4;2;0;3;2;0;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
260005405000008;1;809;809;112;303;202;64;18;11;16;6;41;0;12;0;24;0;0;0;0;0;0;13;0;1;1;2;1;0;2;2;1;2;1;0;7;8;16;13;14;10;5;14;16;14;20;10;9;17;14;16;12;10;14;15;10;17;15;14;11;11;22;14;15;9;16;17;11;13;11;7;12;12;16;16;8;20;9;18;12;16;9;8;8;9;10;14;12;8;11;5;10;8;7;8;2;4;3;3;1;2;1;4;4;6;8;1;1;2;2;4;2;0;1;3;2;1;2;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
260005405000009;1;527;527;112;165;89;58;13;8;8;5;39;2;12;0;14;0;1;0;1;0;0;7;0;1;1;1;0;1;1;0;2;0;0;0;6;1;5;2;5;5;11;6;7;9;7;4;5;8;6;8;9;4;4;6;6;6;9;6;11;6;18;13;10;11;6;14;6;10;7;4;8;12;3;12;4;14;5;3;8;6;12;5;5;18;6;10;3;5;8;8;9;8;2;5;4;7;8;4;3;1;2;3;4;3;1;4;6;2;5;3;2;2;5;1;1;2;3;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
260005405000010;1;579;579;145;186;119;65;4;4;9;3;22;1;6;2;10;2;1;0;0;0;0;6;2;1;1;0;1;0;0;1;0;0;0;0;6;6;2;5;3;6;6;13;6;7;15;4;10;11;8;12;8;7;6;9;11;8;8;10;9;4;6;14;10;10;10;5;14;19;10;15;9;14;10;16;13;7;11;7;10;12;7;7;6;7;3;7;5;4;5;3;5;3;4;2;8;3;3;3;8;5;5;3;1;7;7;3;3;1;5;4;1;1;1;2;0;0;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1
260005405000011;1;541;541;106;176;127;48;7;6;18;2;27;0;13;0;11;0;0;0;0;0;0;12;3;1;2;1;1;0;0;2;0;0;1;1;3;8;6;3;8;5;3;5;9;7;10;3;7;7;11;9;13;9;4;12;9;9;3;10;14;6;11;4;7;5;10;6;11;8;7;10;10;13;8;7;11;8;9;11;8;5;12;8;10;7;10;2;4;2;6;6;4;5;6;6;4;3;0;4;6;8;1;7;3;3;4;3;2;4;6;5;1;0;1;5;0;0;1;2;2;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0
260005405000012;1;558;558;135;155;119;56;5;7;17;8;32;4;11;0;8;0;1;0;0;0;0;7;1;0;0;2;0;0;0;0;1;0;1;2;4;5;5;5;8;9;7;8;11;8;8;7;10;7;8;6;11;9;6;8;8;7;7;9;10;8;12;8;6;11;10;11;9;11;15;12;6;4;12;11;10;13;5;8;7;5;7;5;5;4;5;7;6;6;7;7;6;4;5;9;4;9;8;3;3;5;3;7;1;3;2;4;2;3;2;2;0;4;0;3;3;1;2;1;0;1;0;1;0;1;1;2;0;0;0;0;0;0;0;2
260005405000013;1;227;227;71;48;38;22;2;4;6;2;18;0;6;0;9;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;4;2;3;5;3;7;3;3;2;1;1;4;4;2;4;5;4;1;2;5;7;5;9;3;4;1;1;5;3;3;5;3;3;3;4;2;6;4;5;3;5;4;2;5;5;0;2;4;3;2;5;2;5;4;1;1;1;0;5;3;1;3;1;2;0;0;3;3;0;0;0;2;2;0;0;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
