Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;
140002705000026;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
140002705000028;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000033;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000034;8;41;0;1;1;1;0;1;0;2;3;1;3;0;2;3;0;1;3;1;0;0;1;1;1;0;1;1;0;2;0;0;1;0;1;0;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;16;5;17;0;0;0;0;0;
140002705000035;8;20;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;1;2;1;0;0;0;0;2;0;2;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;3;0;0;0;0;0;
140002705000036;5;58;1;5;1;1;4;1;1;3;2;1;1;1;4;0;3;0;2;2;1;2;1;0;2;1;1;2;1;1;1;0;2;0;1;0;1;3;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;5;13;0;1;3;1;0;
140002705000037;8;12;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000040;8;14;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;3;0;0;0;1;0;
140002705000045;7;16;1;0;1;0;0;0;2;0;0;1;1;1;0;1;0;0;2;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;8;0;0;0;1;1;
140002705000046;7;45;2;1;1;3;3;2;2;2;1;3;1;0;1;1;0;2;1;1;0;1;2;2;1;0;2;1;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;14;0;3;0;2;0;
140002705000047;7;4;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000049;7;10;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;2;2;0;1;0;0;0;
140002705000051;7;38;0;1;0;1;1;1;0;3;0;2;3;1;0;0;1;1;1;1;2;0;2;1;0;0;1;1;0;0;2;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;2;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;14;0;2;0;2;0;
140002705000052;7;50;1;1;1;1;0;2;1;0;2;2;2;2;1;4;4;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;1;3;0;2;1;0;2;0;1;2;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14;11;19;1;0;0;0;0;
140002705000053;7;71;1;2;1;1;0;3;2;5;4;4;3;3;2;4;2;1;0;4;2;3;2;1;1;0;0;1;2;0;0;0;3;1;0;1;0;0;0;2;3;1;0;1;0;2;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;17;28;0;0;0;2;0;
140002705000054;7;24;0;0;0;0;1;1;2;2;1;2;2;1;1;1;1;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;11;0;1;0;0;0;
140002705000055;7;101;1;3;3;3;2;7;0;8;6;6;1;6;2;2;3;2;1;1;2;2;1;2;2;2;1;2;1;1;2;0;1;0;2;0;2;0;2;1;0;3;2;0;2;2;1;1;2;0;1;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;20;40;0;4;1;0;0;
140002705000056;7;169;2;10;3;8;8;2;11;8;9;3;7;5;8;3;4;3;2;2;2;4;3;5;1;1;6;1;3;3;3;3;2;2;2;2;2;0;1;3;2;1;2;1;0;2;1;3;1;1;2;1;0;0;0;1;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;37;28;58;0;2;9;4;0;
140002705000057;7;75;2;3;7;2;1;5;4;6;1;5;0;4;0;2;2;1;0;1;0;1;0;1;0;0;3;5;2;0;1;1;4;0;0;2;2;1;0;0;1;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;12;27;0;4;0;0;0;
140002705000058;7;210;2;3;9;5;7;11;7;9;4;4;9;11;8;5;5;5;7;2;5;12;2;6;4;2;6;2;6;1;5;1;6;3;1;2;3;4;2;2;1;1;2;1;0;2;3;0;2;2;1;2;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;38;76;0;7;1;8;0;
140005005000001;1;628;5;11;11;20;18;17;27;16;17;21;20;17;14;14;13;14;17;15;12;21;15;9;8;19;15;16;16;13;11;10;12;7;14;13;6;12;9;3;5;2;8;9;7;6;4;0;3;5;5;1;4;3;4;5;1;3;3;1;2;1;1;4;2;1;1;2;2;0;0;2;0;0;0;1;0;2;183;131;203;5;21;5;10;0;
140005005000002;1;826;3;10;16;27;23;30;19;31;28;24;27;26;19;19;14;18;13;17;18;20;18;11;9;18;22;21;13;13;12;11;10;17;18;14;11;11;9;8;15;11;9;12;7;11;4;2;9;7;3;10;4;8;8;5;9;2;3;2;3;5;4;4;2;2;1;3;0;3;2;1;1;0;1;1;3;1;217;164;262;8;40;16;22;0;
140005005000003;1;893;8;15;18;27;30;18;21;23;27;20;41;25;31;24;16;18;19;30;17;23;15;20;20;15;19;14;12;14;12;14;12;16;9;17;9;12;12;18;10;8;6;13;14;6;7;10;2;10;3;5;5;4;7;6;5;3;6;5;9;1;6;1;5;2;2;1;1;1;3;1;2;3;1;0;3;5;234;176;300;3;32;12;24;0;
140005005000004;1;322;3;7;8;11;15;12;7;11;14;10;6;13;9;5;9;5;3;7;10;4;9;10;9;7;11;16;3;5;10;5;4;2;4;4;5;3;4;2;2;2;4;1;1;2;2;1;3;4;1;2;1;0;2;0;1;1;0;0;2;0;1;1;0;1;0;0;1;0;0;2;0;0;0;2;0;0;92;67;102;2;5;4;6;0;
140005005000005;8;176;0;6;3;5;7;1;3;7;6;4;6;2;3;3;3;3;5;4;5;4;0;5;5;3;3;1;3;7;3;2;1;2;1;3;3;2;3;1;1;2;6;3;4;3;0;3;2;3;3;2;1;1;1;1;2;0;0;2;0;1;0;1;1;0;0;0;0;0;1;0;0;0;2;1;0;1;62;33;39;7;1;8;2;0;
140005005000006;8;50;3;1;2;3;5;2;0;1;1;2;3;1;1;1;0;1;0;0;2;0;0;1;0;2;1;1;4;0;0;0;2;0;1;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;13;9;13;0;0;0;0;0;
140005005000007;8;507;4;13;17;14;23;18;20;15;20;10;20;15;10;9;9;15;2;6;9;12;10;7;8;9;4;8;8;8;8;6;6;7;8;8;5;14;4;8;6;5;7;3;6;7;4;4;5;4;7;6;3;1;6;4;1;6;3;0;2;1;3;1;0;3;0;0;2;3;1;1;0;1;0;1;0;3;143;118;123;1;18;5;15;0;
140005005000008;8;203;5;5;11;8;7;12;11;8;10;7;6;11;5;10;4;5;3;7;4;7;6;3;2;3;2;5;1;1;1;4;1;0;2;1;4;2;1;0;0;2;2;3;2;1;0;2;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;34;27;83;2;9;2;10;0;
140005005000009;8;154;1;4;2;3;2;5;5;5;7;5;5;2;4;3;7;5;5;3;4;2;3;7;2;3;6;4;3;3;1;0;0;2;1;1;4;4;0;3;1;1;2;1;0;4;4;1;2;1;1;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;37;31;50;0;4;1;3;0;
140005005000010;8;298;1;3;2;7;5;5;9;6;6;11;8;6;8;2;6;8;3;8;7;9;5;3;12;4;8;2;1;11;5;4;6;1;3;6;3;5;1;4;5;2;5;5;8;2;3;3;1;4;4;5;6;4;8;4;5;3;3;1;1;3;3;1;0;2;0;0;1;0;0;1;0;0;0;0;0;1;93;68;74;3;6;2;7;15;
140005005000011;8;382;0;2;3;11;7;12;9;14;15;11;12;12;17;10;9;9;9;12;6;6;12;9;10;11;10;8;5;3;7;4;10;7;8;5;6;4;5;2;2;4;4;9;8;2;3;3;2;3;0;2;1;3;2;3;1;0;1;0;1;1;1;0;6;2;2;2;0;0;0;1;0;0;0;0;0;1;102;82;133;0;15;5;10;2;
140005005000012;8;20;0;0;2;0;1;2;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;7;4;0;1;0;0;
140005005000013;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140005005000014;8;18;0;0;0;0;0;0;0;1;0;2;0;1;1;0;0;0;0;1;0;2;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;10;0;0;0;0;1;
140005005000015;8;176;1;2;2;8;4;3;1;8;1;7;4;3;3;3;4;3;6;4;1;3;3;1;2;2;5;5;3;3;2;3;5;4;1;1;5;3;1;4;4;0;2;4;3;1;3;2;1;2;5;0;4;4;2;2;2;2;0;0;0;0;0;0;1;0;0;2;1;0;1;0;0;1;0;2;0;1;50;32;35;2;7;4;2;3;
140005005000016;8;5;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140005005000017;8;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140005005000018;8;86;0;0;5;1;3;4;7;3;4;4;4;1;2;0;0;1;1;1;0;1;1;0;1;2;1;2;1;2;0;3;0;2;1;2;1;1;1;1;0;0;1;0;2;0;2;0;1;1;0;1;1;1;3;3;1;0;1;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;24;17;23;0;6;1;4;0;
140005005000019;5;224;5;6;9;4;6;8;9;8;5;6;8;5;2;7;1;5;2;2;3;2;5;4;2;4;6;4;4;2;5;6;4;4;2;6;4;4;2;2;5;3;3;4;2;1;1;2;2;3;2;2;1;1;0;3;0;1;3;1;0;0;1;2;0;1;0;1;1;0;0;1;1;0;0;0;0;3;65;45;59;5;6;2;9;3;
140005005000021;8;82;0;0;0;1;3;3;2;4;1;2;2;1;2;2;1;3;2;2;0;0;2;1;0;1;3;0;1;2;0;0;1;1;0;0;1;2;2;2;3;1;0;1;1;2;1;2;2;3;2;2;0;1;0;4;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;25;19;24;0;4;1;1;0;
140005005000022;8;122;0;0;0;2;3;5;5;5;3;6;5;4;4;1;0;1;2;0;0;1;0;0;3;2;2;3;1;3;3;2;0;1;4;0;1;3;2;2;2;1;1;5;2;0;2;0;1;3;1;3;4;0;4;3;2;2;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;41;30;31;3;3;1;5;0;
140005005000024;8;127;1;1;1;2;5;7;5;4;6;3;8;2;4;4;2;1;1;2;2;1;1;0;4;1;8;3;2;1;0;0;3;1;1;3;2;2;4;0;1;0;4;0;2;1;1;0;3;0;0;1;0;3;1;0;0;2;1;2;1;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;1;0;22;27;56;1;3;3;1;0;
140005005000025;8;4;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140005005000026;8;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;
140005005000031;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
