Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;
140002705000001;1;24;123;77;20;19;13;3;0;1;29;3366;58487;58287;26915;40091;43733;18000;0;23000;309;280;271879;9;75;44;14;9;8;3;0;1;15;1516;36084;34083;19390;19100;28533;18000;0;23000;178;163;179706;15;48;33;6;10;5;0;0;0;14;1850;22403;24204;7525;20991;15200;0;0;0;131;117;92173;24;123;77;20;19;13;3;0;1;29;3366;58487;58287;26915;40091;43733;18000;0;23000;309;280;271879;9;75;44;14;9;8;3;0;1;15;1516;36084;34083;19390;19100;28533;18000;0;23000;178;163;179706;15;48;33;6;10;5;0;0;0;14;1850;22403;24204;7525;20991;15200;0;0;0;131;117;92173;
140002705000002;8;0;23;25;2;2;0;0;0;0;17;0;11000;16705;2500;3563;0;0;0;0;69;52;33768;0;23;24;2;2;0;0;0;0;14;0;11000;16193;2500;3563;0;0;0;0;65;51;33256;0;0;1;0;0;0;0;0;0;3;0;0;512;0;0;0;0;0;0;4;1;512;0;23;25;2;2;0;0;0;0;17;0;11000;16705;2500;3563;0;0;0;0;69;52;33768;0;23;24;2;2;0;0;0;0;14;0;11000;16193;2500;3563;0;0;0;0;65;51;33256;0;0;1;0;0;0;0;0;0;3;0;0;512;0;0;0;0;0;0;4;1;512;
140002705000003;8;0;2;0;0;0;0;0;0;0;3;0;1020;0;0;0;0;0;0;0;5;2;1020;0;1;0;0;0;0;0;0;0;3;0;510;0;0;0;0;0;0;0;4;1;510;0;1;0;0;0;0;0;0;0;0;0;510;0;0;0;0;0;0;0;1;1;510;0;2;0;0;0;0;0;0;0;3;0;1020;0;0;0;0;0;0;0;5;2;1020;0;1;0;0;0;0;0;0;0;3;0;510;0;0;0;0;0;0;0;4;1;510;0;1;0;0;0;0;0;0;0;0;0;510;0;0;0;0;0;0;0;1;1;510;
140002705000004;8;6;24;9;0;1;1;0;0;1;2;1200;10070;7030;0;2500;4000;0;0;14000;44;42;38800;6;24;9;0;1;1;0;0;1;2;1200;10070;7030;0;2500;4000;0;0;14000;44;42;38800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;24;9;0;1;1;0;0;1;2;1200;10070;7030;0;2500;4000;0;0;14000;44;42;38800;6;24;9;0;1;1;0;0;1;2;1200;10070;7030;0;2500;4000;0;0;14000;44;42;38800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
140002705000005;5;3;17;1;2;0;0;0;0;0;19;402;8670;995;2266;0;0;0;0;0;42;23;12333;2;16;1;1;0;0;0;0;0;18;268;8160;995;1100;0;0;0;0;0;38;20;10523;1;1;0;1;0;0;0;0;0;1;134;510;0;1166;0;0;0;0;0;4;3;1810;3;17;1;2;0;0;0;0;0;19;402;8670;995;2266;0;0;0;0;0;42;23;12333;2;16;1;1;0;0;0;0;0;18;268;8160;995;1100;0;0;0;0;0;38;20;10523;1;1;0;1;0;0;0;0;0;1;134;510;0;1166;0;0;0;0;0;4;3;1810;
140002705000006;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000007;8;0;22;2;1;0;0;0;0;0;36;0;11220;1350;1500;0;0;0;0;0;61;25;14070;0;18;1;1;0;0;0;0;0;30;0;9180;600;1500;0;0;0;0;0;50;20;11280;0;4;1;0;0;0;0;0;0;6;0;2040;750;0;0;0;0;0;0;11;5;2790;0;21;2;1;0;0;0;0;0;35;0;10710;1350;1500;0;0;0;0;0;59;24;13560;0;17;1;1;0;0;0;0;0;29;0;8670;600;1500;0;0;0;0;0;48;19;10770;0;4;1;0;0;0;0;0;0;6;0;2040;750;0;0;0;0;0;0;11;5;2790;
140002705000008;5;0;16;8;3;0;0;0;0;0;6;0;8160;7294;3732;0;0;0;0;0;33;27;19186;0;10;6;2;0;0;0;0;0;6;0;5100;5630;2600;0;0;0;0;0;24;18;13330;0;6;2;1;0;0;0;0;0;0;0;3060;1664;1132;0;0;0;0;0;9;9;5856;0;16;8;3;0;0;0;0;0;6;0;8160;7294;3732;0;0;0;0;0;33;27;19186;0;10;6;2;0;0;0;0;0;6;0;5100;5630;2600;0;0;0;0;0;24;18;13330;0;6;2;1;0;0;0;0;0;0;0;3060;1664;1132;0;0;0;0;0;9;9;5856;
140002705000009;8;0;3;0;0;0;0;0;0;0;10;0;1530;0;0;0;0;0;0;0;13;3;1530;0;3;0;0;0;0;0;0;0;9;0;1530;0;0;0;0;0;0;0;12;3;1530;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;10;0;1530;0;0;0;0;0;0;0;13;3;1530;0;3;0;0;0;0;0;0;0;9;0;1530;0;0;0;0;0;0;0;12;3;1530;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;
140002705000010;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000011;8;15;9;1;1;0;0;0;0;0;5;2050;4270;587;1200;0;0;0;0;0;31;26;8107;14;9;1;1;0;0;0;0;0;5;1950;4270;587;1200;0;0;0;0;0;30;25;8007;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;1;1;100;15;9;1;1;0;0;0;0;0;5;2050;4270;587;1200;0;0;0;0;0;31;26;8107;14;9;1;1;0;0;0;0;0;5;1950;4270;587;1200;0;0;0;0;0;30;25;8007;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;1;1;100;
140002705000012;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000013;8;5;15;5;1;1;0;1;0;0;2;950;6800;4100;1500;2000;0;5300;0;0;30;28;20650;4;15;5;1;1;0;1;0;0;2;750;6800;4100;1500;2000;0;5300;0;0;29;27;20450;1;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;1;1;200;5;15;5;1;1;0;1;0;0;2;950;6800;4100;1500;2000;0;5300;0;0;30;28;20650;4;15;5;1;1;0;1;0;0;2;750;6800;4100;1500;2000;0;5300;0;0;29;27;20450;1;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;1;1;200;
140002705000014;8;0;8;3;0;2;1;0;0;0;12;0;3910;2220;0;4400;4000;0;0;0;26;14;14530;0;8;3;0;2;1;0;0;0;11;0;3910;2220;0;4400;4000;0;0;0;25;14;14530;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;8;3;0;2;1;0;0;0;12;0;3910;2220;0;4400;4000;0;0;0;26;14;14530;0;8;3;0;2;1;0;0;0;11;0;3910;2220;0;4400;4000;0;0;0;25;14;14530;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;
140002705000015;8;1;2;0;1;0;0;0;0;0;2;200;810;0;1200;0;0;0;0;0;6;4;2210;1;2;0;1;0;0;0;0;0;2;200;810;0;1200;0;0;0;0;0;6;4;2210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;2;200;810;0;1200;0;0;0;0;0;6;4;2210;1;2;0;1;0;0;0;0;0;2;200;810;0;1200;0;0;0;0;0;6;4;2210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
140002705000016;8;0;5;2;0;0;1;0;0;0;4;0;2550;1800;0;0;2800;0;0;0;12;8;7150;0;4;2;0;0;1;0;0;0;4;0;2040;1800;0;0;2800;0;0;0;11;7;6640;0;1;0;0;0;0;0;0;0;0;0;510;0;0;0;0;0;0;0;1;1;510;0;5;2;0;0;1;0;0;0;4;0;2550;1800;0;0;2800;0;0;0;12;8;7150;0;4;2;0;0;1;0;0;0;4;0;2040;1800;0;0;2800;0;0;0;11;7;6640;0;1;0;0;0;0;0;0;0;0;0;510;0;0;0;0;0;0;0;1;1;510;
140002705000017;8;0;0;1;0;1;0;0;0;0;5;0;0;585;0;2000;0;0;0;0;7;2;2585;0;0;1;0;1;0;0;0;0;4;0;0;585;0;2000;0;0;0;0;6;2;2585;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;5;0;0;585;0;2000;0;0;0;0;7;2;2585;0;0;1;0;1;0;0;0;0;4;0;0;585;0;2000;0;0;0;0;6;2;2585;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;
140002705000018;8;7;28;4;2;0;0;0;0;0;29;964;13920;3400;2700;0;0;0;0;0;70;41;20984;4;19;4;2;0;0;0;0;0;28;650;9350;3400;2700;0;0;0;0;0;57;29;16100;3;9;0;0;0;0;0;0;0;1;314;4570;0;0;0;0;0;0;0;13;12;4884;7;28;4;2;0;0;0;0;0;29;964;13920;3400;2700;0;0;0;0;0;70;41;20984;4;19;4;2;0;0;0;0;0;28;650;9350;3400;2700;0;0;0;0;0;57;29;16100;3;9;0;0;0;0;0;0;0;1;314;4570;0;0;0;0;0;0;0;13;12;4884;
140002705000019;5;37;46;16;4;6;2;0;0;0;16;4656;22020;12875;4900;13908;7160;0;0;0;127;111;65519;17;22;7;2;3;1;0;0;0;13;2102;10240;6000;2300;7510;3000;0;0;0;65;52;31152;20;24;9;2;3;1;0;0;0;3;2554;11780;6875;2600;6398;4160;0;0;0;62;59;34367;37;45;15;4;5;2;0;0;0;16;4656;21520;12275;4900;11398;7160;0;0;0;124;108;61909;17;21;6;2;2;1;0;0;0;13;2102;9740;5400;2300;5000;3000;0;0;0;62;49;27542;20;24;9;2;3;1;0;0;0;3;2554;11780;6875;2600;6398;4160;0;0;0;62;59;34367;
140002705000020;8;4;14;2;0;1;0;0;0;0;27;480;6487;1800;0;2000;0;0;0;0;48;21;10767;3;10;2;0;0;0;0;0;0;23;410;4657;1800;0;0;0;0;0;0;38;15;6867;1;4;0;0;1;0;0;0;0;4;70;1830;0;0;2000;0;0;0;0;10;6;3900;4;14;2;0;1;0;0;0;0;27;480;6487;1800;0;2000;0;0;0;0;48;21;10767;3;10;2;0;0;0;0;0;0;23;410;4657;1800;0;0;0;0;0;0;38;15;6867;1;4;0;0;1;0;0;0;0;4;70;1830;0;0;2000;0;0;0;0;10;6;3900;
140002705000021;8;27;65;17;2;1;1;0;0;0;23;3200;30000;12560;2700;2000;3500;0;0;0;136;113;53960;27;59;16;2;1;0;0;0;0;23;3200;27190;11610;2700;2000;0;0;0;0;128;105;46700;0;6;1;0;0;1;0;0;0;0;0;2810;950;0;0;3500;0;0;0;8;8;7260;27;65;17;2;1;1;0;0;0;23;3200;30000;12560;2700;2000;3500;0;0;0;136;113;53960;27;59;16;2;1;0;0;0;0;23;3200;27190;11610;2700;2000;0;0;0;0;128;105;46700;0;6;1;0;0;1;0;0;0;0;0;2810;950;0;0;3500;0;0;0;8;8;7260;
140002705000022;5;15;21;21;7;1;2;0;0;0;98;2271;10390;16654;8630;2000;6900;0;0;0;165;67;46845;9;14;18;5;0;2;0;0;0;79;1479;7030;14532;5930;0;6900;0;0;0;127;48;35871;6;7;3;2;1;0;0;0;0;19;792;3360;2122;2700;2000;0;0;0;0;38;19;10974;15;21;21;7;1;2;0;0;0;98;2271;10390;16654;8630;2000;6900;0;0;0;165;67;46845;9;14;18;5;0;2;0;0;0;79;1479;7030;14532;5930;0;6900;0;0;0;127;48;35871;6;7;3;2;1;0;0;0;0;19;792;3360;2122;2700;2000;0;0;0;0;38;19;10974;
140002705000024;8;0;0;0;2;0;0;0;0;0;27;0;0;0;2400;0;0;0;0;0;29;2;2400;0;0;0;2;0;0;0;0;0;23;0;0;0;2400;0;0;0;0;0;25;2;2400;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;27;0;0;0;2400;0;0;0;0;0;29;2;2400;0;0;0;2;0;0;0;0;0;23;0;0;0;2400;0;0;0;0;0;25;2;2400;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;
140002705000025;8;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;
140002705000026;8;0;4;0;1;0;0;0;0;0;17;0;2040;0;1100;0;0;0;0;0;22;5;3140;0;4;0;1;0;0;0;0;0;16;0;2040;0;1100;0;0;0;0;0;21;5;3140;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;1;0;0;0;0;0;17;0;2040;0;1100;0;0;0;0;0;22;5;3140;0;4;0;1;0;0;0;0;0;16;0;2040;0;1100;0;0;0;0;0;21;5;3140;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;
140002705000028;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000033;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000034;8;0;8;0;1;0;0;0;0;0;221;0;4080;0;1300;0;0;0;0;0;230;9;5380;0;7;0;1;0;0;0;0;0;182;0;3570;0;1300;0;0;0;0;0;190;8;4870;0;1;0;0;0;0;0;0;0;39;0;510;0;0;0;0;0;0;0;40;1;510;0;8;0;1;0;0;0;0;0;221;0;4080;0;1300;0;0;0;0;0;230;9;5380;0;7;0;1;0;0;0;0;0;182;0;3570;0;1300;0;0;0;0;0;190;8;4870;0;1;0;0;0;0;0;0;0;39;0;510;0;0;0;0;0;0;0;40;1;510;
140002705000035;8;0;8;1;3;0;0;0;0;0;162;0;4080;1000;3800;0;0;0;0;0;174;12;8880;0;8;1;3;0;0;0;0;0;140;0;4080;1000;3800;0;0;0;0;0;152;12;8880;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;22;0;0;0;8;1;3;0;0;0;0;0;162;0;4080;1000;3800;0;0;0;0;0;174;12;8880;0;8;1;3;0;0;0;0;0;140;0;4080;1000;3800;0;0;0;0;0;152;12;8880;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;22;0;0;
140002705000036;5;0;4;1;5;5;0;0;0;0;99;0;2040;900;6300;10800;0;0;0;0;114;15;20040;0;4;1;5;5;0;0;0;0;72;0;2040;900;6300;10800;0;0;0;0;87;15;20040;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;27;0;0;0;4;1;5;5;0;0;0;0;99;0;2040;900;6300;10800;0;0;0;0;114;15;20040;0;4;1;5;5;0;0;0;0;72;0;2040;900;6300;10800;0;0;0;0;87;15;20040;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;27;0;0;
140002705000037;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000040;8;4;2;2;0;0;1;0;0;0;2;800;1020;1500;0;0;5000;0;0;0;11;9;8320;3;2;2;0;0;1;0;0;0;2;600;1020;1500;0;0;5000;0;0;0;10;8;8120;1;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;1;1;200;4;2;2;0;0;1;0;0;0;2;800;1020;1500;0;0;5000;0;0;0;11;9;8320;3;2;2;0;0;1;0;0;0;2;600;1020;1500;0;0;5000;0;0;0;10;8;8120;1;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;1;1;200;
140002705000045;7;0;1;0;0;0;0;0;0;0;4;0;510;0;0;0;0;0;0;0;5;1;510;0;1;0;0;0;0;0;0;0;2;0;510;0;0;0;0;0;0;0;3;1;510;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;4;0;510;0;0;0;0;0;0;0;5;1;510;0;1;0;0;0;0;0;0;0;2;0;510;0;0;0;0;0;0;0;3;1;510;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;
140002705000046;7;1;2;0;1;0;0;0;0;0;7;130;990;0;1200;0;0;0;0;0;11;4;2320;1;2;0;1;0;0;0;0;0;7;130;990;0;1200;0;0;0;0;0;11;4;2320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;7;130;990;0;1200;0;0;0;0;0;11;4;2320;1;2;0;1;0;0;0;0;0;7;130;990;0;1200;0;0;0;0;0;11;4;2320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
140002705000047;7;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000049;7;0;4;1;0;0;0;0;0;0;2;0;2040;552;0;0;0;0;0;0;7;5;2592;0;2;1;0;0;0;0;0;0;2;0;1020;552;0;0;0;0;0;0;5;3;1572;0;2;0;0;0;0;0;0;0;0;0;1020;0;0;0;0;0;0;0;2;2;1020;0;4;1;0;0;0;0;0;0;2;0;2040;552;0;0;0;0;0;0;7;5;2592;0;2;1;0;0;0;0;0;0;2;0;1020;552;0;0;0;0;0;0;5;3;1572;0;2;0;0;0;0;0;0;0;0;0;1020;0;0;0;0;0;0;0;2;2;1020;
140002705000051;7;1;4;1;0;1;0;0;0;0;4;250;2040;1000;0;1800;0;0;0;0;11;7;5090;1;3;1;0;1;0;0;0;0;4;250;1530;1000;0;1800;0;0;0;0;10;6;4580;0;1;0;0;0;0;0;0;0;0;0;510;0;0;0;0;0;0;0;1;1;510;1;4;1;0;1;0;0;0;0;4;250;2040;1000;0;1800;0;0;0;0;11;7;5090;1;3;1;0;1;0;0;0;0;4;250;1530;1000;0;1800;0;0;0;0;10;6;4580;0;1;0;0;0;0;0;0;0;0;0;510;0;0;0;0;0;0;0;1;1;510;
140002705000052;7;0;10;0;0;0;0;0;0;0;9;0;5100;0;0;0;0;0;0;0;19;10;5100;0;7;0;0;0;0;0;0;0;7;0;3570;0;0;0;0;0;0;0;14;7;3570;0;3;0;0;0;0;0;0;0;2;0;1530;0;0;0;0;0;0;0;5;3;1530;0;10;0;0;0;0;0;0;0;9;0;5100;0;0;0;0;0;0;0;19;10;5100;0;7;0;0;0;0;0;0;0;7;0;3570;0;0;0;0;0;0;0;14;7;3570;0;3;0;0;0;0;0;0;0;2;0;1530;0;0;0;0;0;0;0;5;3;1530;
140002705000053;7;0;10;3;2;3;0;0;0;0;5;0;5090;2680;2700;6820;0;0;0;0;23;18;17290;0;9;2;2;3;0;0;0;0;5;0;4580;1660;2700;6820;0;0;0;0;21;16;15760;0;1;1;0;0;0;0;0;0;0;0;510;1020;0;0;0;0;0;0;2;2;1530;0;10;3;2;3;0;0;0;0;5;0;5090;2680;2700;6820;0;0;0;0;23;18;17290;0;9;2;2;3;0;0;0;0;5;0;4580;1660;2700;6820;0;0;0;0;21;16;15760;0;1;1;0;0;0;0;0;0;0;0;510;1020;0;0;0;0;0;0;2;2;1530;
140002705000054;7;0;1;0;0;2;0;0;0;0;3;0;510;0;0;5000;0;0;0;0;6;3;5510;0;1;0;0;2;0;0;0;0;3;0;510;0;0;5000;0;0;0;0;6;3;5510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;3;0;510;0;0;5000;0;0;0;0;6;3;5510;0;1;0;0;2;0;0;0;0;3;0;510;0;0;5000;0;0;0;0;6;3;5510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
140002705000055;7;7;8;0;0;2;0;0;0;0;15;1100;3950;0;0;4300;0;0;0;0;32;17;9350;5;7;0;0;2;0;0;0;0;15;850;3450;0;0;4300;0;0;0;0;29;14;8600;2;1;0;0;0;0;0;0;0;0;250;500;0;0;0;0;0;0;0;3;3;750;7;8;0;0;2;0;0;0;0;15;1100;3950;0;0;4300;0;0;0;0;32;17;9350;5;7;0;0;2;0;0;0;0;15;850;3450;0;0;4300;0;0;0;0;29;14;8600;2;1;0;0;0;0;0;0;0;0;250;500;0;0;0;0;0;0;0;3;3;750;
140002705000056;7;4;19;1;3;3;0;0;0;0;21;668;8764;1000;3600;5750;0;0;0;0;51;30;19782;4;17;1;2;1;0;0;0;0;17;668;7820;1000;2400;2000;0;0;0;0;42;25;13888;0;2;0;1;2;0;0;0;0;4;0;944;0;1200;3750;0;0;0;0;9;5;5894;4;19;1;3;3;0;0;0;0;21;668;8764;1000;3600;5750;0;0;0;0;51;30;19782;4;17;1;2;1;0;0;0;0;17;668;7820;1000;2400;2000;0;0;0;0;42;25;13888;0;2;0;1;2;0;0;0;0;4;0;944;0;1200;3750;0;0;0;0;9;5;5894;
140002705000057;7;0;7;2;1;2;0;0;0;0;10;0;3570;1800;1500;4050;0;0;0;0;22;12;10920;0;6;1;0;2;0;0;0;0;10;0;3060;800;0;4050;0;0;0;0;19;9;7910;0;1;1;1;0;0;0;0;0;0;0;510;1000;1500;0;0;0;0;0;3;3;3010;0;7;2;1;2;0;0;0;0;10;0;3570;1800;1500;4050;0;0;0;0;22;12;10920;0;6;1;0;2;0;0;0;0;10;0;3060;800;0;4050;0;0;0;0;19;9;7910;0;1;1;1;0;0;0;0;0;0;0;510;1000;1500;0;0;0;0;0;3;3;3010;
