Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132
140002705000011;8;158;158;158;0;0;27;0;0;0;0;131;25;61;0;72;158;0;0;0;0;0;158;0;158;158;0;0;0;0;0;0;0;158;0;0;0;0;19;0;19;139;0;0;0;88;88;88;0;0;14;0;0;0;0;74;14;39;0;35;88;0;0;0;0;0;88;0;88;88;0;0;0;0;0;0;0;88;0;0;0;0;11;0;11;77;0;0;0;70;70;70;0;0;13;0;0;0;0;57;11;22;0;37;70;0;0;0;0;0;70;0;70;70;0;0;0;0;0;0;0;70;0;0;0;0;8;0;8;62;0;0;0
140002705000012;8;14;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
140002705000013;8;102;102;102;0;0;102;0;0;0;0;0;0;30;0;72;102;0;0;102;0;0;0;0;102;49;43;10;0;0;0;0;0;98;4;0;0;0;76;5;71;26;0;0;5;74;74;74;0;0;74;0;0;0;0;0;0;21;0;53;74;0;0;74;0;0;0;0;74;35;32;7;0;0;0;0;0;71;3;0;0;0;55;3;52;19;0;0;3;28;28;28;0;0;28;0;0;0;0;0;0;9;0;19;28;0;0;28;0;0;0;0;28;14;11;3;0;0;0;0;0;27;1;0;0;0;21;2;19;7;0;0;2
140002705000014;8;90;90;90;0;0;41;0;0;46;0;3;0;70;0;20;90;0;67;23;0;0;0;0;90;51;34;5;0;0;0;0;0;76;2;9;0;3;88;0;88;2;0;0;0;56;56;56;0;0;24;0;0;30;0;2;0;44;0;12;56;0;40;16;0;0;0;0;56;35;19;2;0;0;0;0;0;48;2;5;0;1;54;0;54;2;0;0;0;34;34;34;0;0;17;0;0;16;0;1;0;26;0;8;34;0;27;7;0;0;0;0;34;16;15;3;0;0;0;0;0;28;0;4;0;2;34;0;34;0;0;0;0
140002705000015;8;21;21;21;0;0;11;0;0;0;10;0;0;15;0;6;12;0;0;12;0;0;0;9;4;0;4;0;0;17;0;0;0;21;0;0;0;0;4;0;4;17;0;0;0;12;12;12;0;0;7;0;0;0;5;0;0;9;0;3;7;0;0;7;0;0;0;5;2;0;2;0;0;10;0;0;0;12;0;0;0;0;2;0;2;10;0;0;0;9;9;9;0;0;4;0;0;0;5;0;0;6;0;3;5;0;0;5;0;0;0;4;2;0;2;0;0;7;0;0;0;9;0;0;0;0;2;0;2;7;0;0;0
140002705000016;8;52;52;52;0;0;52;0;0;0;0;0;0;47;0;5;49;0;20;3;19;0;7;3;49;49;0;0;0;3;0;0;0;47;3;0;0;2;14;0;14;38;0;0;0;28;28;28;0;0;28;0;0;0;0;0;0;26;0;2;27;0;9;2;12;0;4;1;27;27;0;0;0;1;0;0;0;25;2;0;0;1;8;0;8;20;0;0;0;24;24;24;0;0;24;0;0;0;0;0;0;21;0;3;22;0;11;1;7;0;3;2;22;22;0;0;0;2;0;0;0;22;1;0;0;1;6;0;6;18;0;0;0
140002705000017;8;39;39;39;0;0;19;0;0;0;13;7;0;4;0;35;39;0;0;39;0;0;0;0;0;0;0;0;0;39;0;0;0;39;0;0;0;0;4;0;4;35;0;0;0;23;23;23;0;0;11;0;0;0;7;5;0;1;0;22;23;0;0;23;0;0;0;0;0;0;0;0;0;23;0;0;0;23;0;0;0;0;1;0;1;22;0;0;0;16;16;16;0;0;8;0;0;0;6;2;0;3;0;13;16;0;0;16;0;0;0;0;0;0;0;0;0;16;0;0;0;16;0;0;0;0;3;0;3;13;0;0;0
140002705000018;8;299;299;299;0;0;299;0;0;0;0;0;132;23;0;144;28;0;12;16;0;0;0;271;28;21;7;0;0;271;17;7;10;123;0;0;0;159;165;165;0;134;8;4;153;150;150;150;0;0;150;0;0;0;0;0;69;11;0;70;15;0;6;9;0;0;0;135;15;12;3;0;0;135;8;3;5;64;0;0;0;78;78;78;0;72;4;2;72;149;149;149;0;0;149;0;0;0;0;0;63;12;0;74;13;0;6;7;0;0;0;136;13;9;4;0;0;136;9;4;5;59;0;0;0;81;87;87;0;62;4;2;81
140002705000019;5;587;582;561;0;0;482;0;28;0;72;0;561;17;0;4;470;0;1;469;0;0;0;112;257;245;8;0;4;325;1;0;1;404;6;171;0;0;564;561;3;18;15;0;546;312;308;298;0;0;252;0;13;0;43;0;296;9;0;3;247;0;1;246;0;0;0;61;134;129;4;0;1;174;1;0;1;208;5;94;0;0;298;296;2;10;7;0;289;275;274;263;0;0;230;0;15;0;29;0;265;8;0;1;223;0;0;223;0;0;0;51;123;116;4;0;3;151;0;0;0;196;1;77;0;0;266;265;1;8;8;0;257
140002705000020;8;104;104;104;0;0;66;0;0;3;1;34;2;37;0;65;69;0;1;2;2;4;60;35;1;1;0;0;0;103;0;0;0;90;2;6;0;6;35;24;11;69;0;0;24;68;68;68;0;0;45;0;0;1;1;21;1;25;0;42;45;0;1;1;1;2;40;23;1;1;0;0;0;67;0;0;0;60;2;3;0;3;24;15;9;44;0;0;15;36;36;36;0;0;21;0;0;2;0;13;1;12;0;23;24;0;0;1;1;2;20;12;0;0;0;0;0;36;0;0;0;30;0;3;0;3;11;9;2;25;0;0;9
140002705000021;8;438;438;438;0;0;438;0;0;0;0;0;0;416;0;22;48;0;14;29;4;1;0;390;45;33;12;0;0;393;4;0;4;252;0;0;0;182;138;54;84;300;0;0;54;257;257;257;0;0;257;0;0;0;0;0;0;243;0;14;30;0;9;17;3;1;0;227;28;19;9;0;0;229;2;0;2;151;0;0;0;104;79;32;47;178;0;0;32;181;181;181;0;0;181;0;0;0;0;0;0;173;0;8;18;0;5;12;1;0;0;163;17;14;3;0;0;164;2;0;2;101;0;0;0;78;59;22;37;122;0;0;22
140002705000022;5;693;693;691;2;0;550;0;49;12;70;12;663;22;0;8;689;0;509;33;77;0;70;4;524;494;22;8;0;169;572;572;0;101;5;13;0;2;693;693;0;0;82;3;608;351;351;350;1;0;275;0;27;5;37;7;340;6;0;5;348;0;254;17;39;0;38;3;260;245;11;4;0;91;292;292;0;47;4;7;0;1;351;351;0;0;37;3;311;342;342;341;1;0;275;0;22;7;33;5;323;16;0;3;341;0;255;16;38;0;32;1;264;249;11;4;0;78;280;280;0;54;1;6;0;1;342;342;0;0;45;0;297
140002705000024;8;144;144;42;0;0;144;0;0;0;0;0;0;0;0;144;0;0;0;0;0;0;0;144;0;0;0;0;0;144;0;0;0;0;0;0;0;144;0;0;0;144;0;0;0;72;72;23;0;0;72;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;72;0;0;0;0;0;72;0;0;0;0;0;0;0;72;0;0;0;72;0;0;0;72;72;19;0;0;72;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;72;0;0;0;0;0;72;0;0;0;0;0;0;0;72;0;0;0;72;0;0;0
140002705000025;8;140;140;6;0;0;140;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;140;0;0;0;0;0;140;0;0;0;0;0;0;0;140;0;0;0;140;0;0;0;76;76;3;0;0;76;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;76;0;0;0;0;0;76;0;0;0;0;0;0;0;76;0;0;0;76;0;0;0;64;64;3;0;0;64;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;64;0;0;0;0;0;64;0;0;0;0;0;0;0;64;0;0;0;64;0;0;0
140002705000026;8;107;107;0;0;0;107;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;107;0;0;0;0;0;107;0;0;0;0;0;0;0;107;0;0;0;107;0;0;0;50;50;0;0;0;50;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;50;0;0;0;0;0;50;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;57;57;0;0;0;57;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;57;0;0;0;0;0;57;0;0;0;0;0;0;0;57;0;0;0;57;0;0;0
140002705000028;8;27;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;12;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;15;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
140002705000033;8;21;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;10;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
140002705000034;8;1248;1248;9;0;0;1246;0;0;0;0;2;0;0;0;1248;367;0;0;0;0;0;367;881;0;0;0;0;0;1248;0;0;0;0;0;0;0;1248;1;0;1;1247;0;0;0;632;632;5;0;0;632;0;0;0;0;0;0;0;0;632;193;0;0;0;0;0;193;439;0;0;0;0;0;632;0;0;0;0;0;0;0;632;0;0;0;632;0;0;0;616;616;4;0;0;614;0;0;0;0;2;0;0;0;616;174;0;0;0;0;0;174;442;0;0;0;0;0;616;0;0;0;0;0;0;0;616;1;0;1;615;0;0;0
140002705000035;8;872;872;872;0;0;863;0;0;0;0;9;0;0;0;872;507;0;0;0;0;0;507;365;9;9;0;0;0;863;0;0;0;0;0;0;0;872;0;0;0;872;0;0;0;470;470;470;0;0;465;0;0;0;0;5;0;0;0;470;290;0;0;0;0;0;290;180;6;6;0;0;0;464;0;0;0;0;0;0;0;470;0;0;0;470;0;0;0;402;402;402;0;0;398;0;0;0;0;4;0;0;0;402;217;0;0;0;0;0;217;185;3;3;0;0;0;399;0;0;0;0;0;0;0;402;0;0;0;402;0;0;0
140002705000036;5;662;662;0;0;0;662;0;0;0;0;0;14;0;0;648;118;0;0;0;0;0;118;544;0;0;0;0;0;662;0;0;0;14;0;0;0;648;284;0;284;378;0;0;0;331;331;0;0;0;331;0;0;0;0;0;9;0;0;322;61;0;0;0;0;0;61;270;0;0;0;0;0;331;0;0;0;9;0;0;0;322;132;0;132;199;0;0;0;331;331;0;0;0;331;0;0;0;0;0;5;0;0;326;57;0;0;0;0;0;57;274;0;0;0;0;0;331;0;0;0;5;0;0;0;326;152;0;152;179;0;0;0
140002705000037;8;14;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;6;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
140002705000040;8;28;28;28;0;0;14;0;2;10;2;0;0;13;0;15;21;0;0;21;0;0;0;7;19;14;2;2;1;9;0;0;0;21;7;0;0;0;27;0;27;1;0;0;0;16;16;16;0;0;6;0;1;8;1;0;0;9;0;7;13;0;0;13;0;0;0;3;12;9;1;1;1;4;0;0;0;12;4;0;0;0;15;0;15;1;0;0;0;12;12;12;0;0;8;0;1;2;1;0;0;4;0;8;8;0;0;8;0;0;0;4;7;5;1;1;0;5;0;0;0;9;3;0;0;0;12;0;12;0;0;0;0
140002705000045;7;24;24;24;0;0;24;0;0;0;0;0;0;15;0;9;24;0;3;16;0;0;5;0;19;15;4;0;0;5;0;0;0;11;0;13;0;0;3;0;3;21;0;0;0;10;10;10;0;0;10;0;0;0;0;0;0;8;0;2;10;0;2;7;0;0;1;0;9;8;1;0;0;1;0;0;0;4;0;6;0;0;2;0;2;8;0;0;0;14;14;14;0;0;14;0;0;0;0;0;0;7;0;7;14;0;1;9;0;0;4;0;10;7;3;0;0;4;0;0;0;7;0;7;0;0;1;0;1;13;0;0;0
140002705000046;7;73;73;73;0;0;69;0;0;0;4;0;0;16;0;57;73;0;0;59;0;0;14;0;26;26;0;0;0;47;0;0;0;71;0;2;0;0;13;0;13;60;0;0;0;36;36;36;0;0;33;0;0;0;3;0;0;6;0;30;36;0;0;27;0;0;9;0;12;12;0;0;0;24;0;0;0;34;0;2;0;0;6;0;6;30;0;0;0;37;37;37;0;0;36;0;0;0;1;0;0;10;0;27;37;0;0;32;0;0;5;0;14;14;0;0;0;23;0;0;0;37;0;0;0;0;7;0;7;30;0;0;0
140002705000047;7;5;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
140002705000049;7;18;18;18;0;0;18;0;0;0;0;0;14;4;0;0;3;0;0;3;0;0;0;15;0;0;0;0;0;18;0;0;0;15;2;1;0;0;6;0;6;12;0;0;0;12;12;12;0;0;12;0;0;0;0;0;9;3;0;0;1;0;0;1;0;0;0;11;0;0;0;0;0;12;0;0;0;10;1;1;0;0;4;0;4;8;0;0;0;6;6;6;0;0;6;0;0;0;0;0;5;1;0;0;2;0;0;2;0;0;0;4;0;0;0;0;0;6;0;0;0;5;1;0;0;0;2;0;2;4;0;0;0
140002705000051;7;58;58;58;0;0;46;0;0;0;12;0;0;0;0;58;58;0;0;0;14;0;44;0;58;58;0;0;0;0;0;0;0;37;8;13;0;0;0;0;0;58;0;0;0;27;27;27;0;0;23;0;0;0;4;0;0;0;0;27;27;0;0;0;7;0;20;0;27;27;0;0;0;0;0;0;0;15;5;7;0;0;0;0;0;27;0;0;0;31;31;31;0;0;23;0;0;0;8;0;0;0;0;31;31;0;0;0;7;0;24;0;31;31;0;0;0;0;0;0;0;22;3;6;0;0;0;0;0;31;0;0;0
140002705000052;7;65;65;65;0;0;54;1;0;0;10;0;0;24;0;41;60;0;29;0;21;0;10;5;60;60;0;0;0;5;0;0;0;57;0;8;0;0;26;0;26;39;0;0;0;37;37;37;0;0;31;1;0;0;5;0;0;16;0;21;35;0;19;0;13;0;3;2;35;35;0;0;0;2;0;0;0;33;0;4;0;0;12;0;12;25;0;0;0;28;28;28;0;0;23;0;0;0;5;0;0;8;0;20;25;0;10;0;8;0;7;3;25;25;0;0;0;3;0;0;0;24;0;4;0;0;14;0;14;14;0;0;0
140002705000053;7;106;106;106;0;0;80;0;2;0;24;0;103;0;0;3;106;6;0;100;0;0;0;0;50;50;0;0;0;56;0;0;0;93;2;11;0;0;24;24;0;82;0;0;24;58;58;58;0;0;41;0;2;0;15;0;56;0;0;2;58;3;0;55;0;0;0;0;27;27;0;0;0;31;0;0;0;49;2;7;0;0;15;15;0;43;0;0;15;48;48;48;0;0;39;0;0;0;9;0;47;0;0;1;48;3;0;45;0;0;0;0;23;23;0;0;0;25;0;0;0;44;0;4;0;0;9;9;0;39;0;0;9
140002705000054;7;35;35;35;0;0;32;0;0;0;3;0;6;0;0;29;35;0;0;35;0;0;0;0;0;0;0;0;0;35;0;0;0;35;0;0;0;0;3;3;0;32;0;0;3;20;20;20;0;0;18;0;0;0;2;0;4;0;0;16;20;0;0;20;0;0;0;0;0;0;0;0;0;20;0;0;0;20;0;0;0;0;2;2;0;18;0;0;2;15;15;15;0;0;14;0;0;0;1;0;2;0;0;13;15;0;0;15;0;0;0;0;0;0;0;0;0;15;0;0;0;15;0;0;0;0;1;1;0;14;0;0;1
140002705000055;7;132;132;132;0;0;132;0;0;0;0;0;3;68;0;61;15;0;2;0;0;0;13;117;8;8;0;0;0;124;0;0;0;61;0;6;0;65;51;40;11;81;0;0;40;72;72;72;0;0;72;0;0;0;0;0;1;37;0;34;9;0;1;0;0;0;8;63;4;4;0;0;0;68;0;0;0;32;0;2;0;38;21;17;4;51;0;0;17;60;60;60;0;0;60;0;0;0;0;0;2;31;0;27;6;0;1;0;0;0;5;54;4;4;0;0;0;56;0;0;0;29;0;4;0;27;30;23;7;30;0;0;23
140002705000056;7;237;237;237;0;0;237;0;0;0;0;0;76;24;0;137;37;0;5;0;4;0;28;200;37;37;0;0;0;200;0;0;0;117;0;0;0;120;108;108;0;129;0;0;108;127;127;127;0;0;127;0;0;0;0;0;44;10;0;73;21;0;3;0;2;0;16;106;21;21;0;0;0;106;0;0;0;63;0;0;0;64;59;59;0;68;0;0;59;110;110;110;0;0;110;0;0;0;0;0;32;14;0;64;16;0;2;0;2;0;12;94;16;16;0;0;0;94;0;0;0;54;0;0;0;56;49;49;0;61;0;0;49
140002705000057;7;109;109;109;0;0;109;0;0;0;0;0;0;82;0;27;8;0;0;5;3;0;0;101;8;8;0;0;0;101;0;0;0;77;0;0;0;32;61;34;27;48;0;0;34;56;56;56;0;0;56;0;0;0;0;0;0;41;0;15;5;0;0;3;2;0;0;51;5;5;0;0;0;51;0;0;0;43;0;0;0;13;31;17;14;25;0;0;17;53;53;53;0;0;53;0;0;0;0;0;0;41;0;12;3;0;0;2;1;0;0;50;3;3;0;0;0;50;0;0;0;34;0;0;0;19;30;17;13;23;0;0;17
140002705000058;7;303;303;303;0;0;259;0;0;0;43;1;294;2;0;7;300;7;0;293;0;0;0;3;230;230;0;0;0;73;0;0;0;279;16;8;0;0;261;261;0;42;0;0;261;164;164;164;0;0;138;0;0;0;25;1;158;1;0;5;163;4;0;159;0;0;0;1;125;125;0;0;0;39;0;0;0;154;7;3;0;0;142;142;0;22;0;0;142;139;139;139;0;0;121;0;0;0;18;0;136;1;0;2;137;3;0;134;0;0;0;2;105;105;0;0;0;34;0;0;0;125;9;5;0;0;119;119;0;20;0;0;119
140005005000001;1;837;837;837;0;0;709;0;77;27;24;0;832;0;0;5;837;12;138;640;47;0;0;0;815;719;91;5;0;22;824;824;0;9;0;0;0;4;837;837;0;0;803;18;16;429;429;429;0;0;361;0;43;12;13;0;425;0;0;4;429;7;68;327;27;0;0;0;417;360;54;3;0;12;423;423;0;3;0;0;0;3;429;429;0;0;412;9;8;408;408;408;0;0;348;0;34;15;11;0;407;0;0;1;408;5;70;313;20;0;0;0;398;359;37;2;0;10;401;401;0;6;0;0;0;1;408;408;0;0;391;9;8
140005005000002;1;1058;1047;1034;13;0;879;0;91;7;70;0;1047;0;0;0;1019;304;0;557;0;0;158;28;862;661;169;30;2;185;1047;1047;0;0;0;0;0;0;1046;1046;0;1;844;29;173;538;534;529;5;0;456;0;42;2;34;0;534;0;0;0;521;160;0;273;0;0;88;13;433;329;87;15;2;101;534;534;0;0;0;0;0;0;533;533;0;1;421;18;94;520;513;505;8;0;423;0;49;5;36;0;513;0;0;0;498;144;0;284;0;0;70;15;429;332;82;15;0;84;513;513;0;0;0;0;0;0;513;513;0;0;423;11;79
140005005000003;1;1077;1077;1040;11;26;973;0;89;5;10;0;1077;0;0;0;1071;460;458;4;0;0;149;6;1071;860;171;40;0;6;1072;1055;17;5;0;0;0;0;1077;1062;15;0;9;833;220;539;539;520;6;13;490;0;43;2;4;0;539;0;0;0;537;237;229;3;0;0;68;2;537;420;95;22;0;2;536;526;10;3;0;0;0;0;539;530;9;0;6;414;110;538;538;520;5;13;483;0;46;3;6;0;538;0;0;0;534;223;229;1;0;0;81;4;534;440;76;18;0;4;536;529;7;2;0;0;0;0;538;532;6;0;3;419;110
140005005000004;1;452;452;452;0;0;393;0;40;0;19;0;452;0;0;0;442;8;0;431;3;0;0;10;420;388;24;8;0;32;423;392;31;13;0;7;0;9;452;452;0;0;432;4;16;223;223;223;0;0;195;0;17;0;11;0;223;0;0;0;217;5;0;210;2;0;0;6;204;192;9;3;0;19;210;194;16;7;0;3;0;3;223;223;0;0;212;2;9;229;229;229;0;0;198;0;23;0;8;0;229;0;0;0;225;3;0;221;1;0;0;4;216;196;15;5;0;13;213;198;15;6;0;4;0;6;229;229;0;0;220;2;7
