Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
140002705000001;1;0;461234;461234;0;11;35;90;96;39;12;12;4;2;8;
140002705000002;8;0;52700;52700;0;3;10;13;25;7;0;0;0;0;11;
140002705000003;8;0;2550;2550;0;0;0;3;0;0;0;0;0;0;2;
140002705000004;8;0;50897;50897;0;4;5;19;9;4;0;2;0;1;0;
140002705000005;5;0;19217;19217;0;5;5;4;9;1;0;0;0;0;18;
140002705000006;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000007;8;1;22822;22822;0;2;8;13;9;0;1;0;0;0;27;
140002705000008;5;0;31156;31156;0;0;3;11;11;4;0;0;0;0;4;
140002705000009;8;0;1620;1620;0;2;2;0;0;0;0;0;0;0;9;
140002705000010;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000011;8;0;14031;14031;0;11;4;5;6;1;0;0;0;0;4;
140002705000012;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
140002705000013;8;0;23310;23310;0;1;6;9;9;2;0;0;0;1;2;
140002705000014;8;0;24714;24714;0;1;0;8;5;1;2;1;0;0;8;
140002705000015;8;0;2780;2780;0;1;2;0;2;0;0;0;0;0;1;
140002705000016;8;0;15084;15084;0;0;1;3;2;4;0;0;0;0;2;
140002705000017;8;0;5005;5005;0;0;0;0;1;1;0;0;0;0;5;
140002705000018;8;0;35679;35679;0;13;15;19;8;4;0;0;0;0;11;
140002705000019;5;3;108513;104903;3610;26;29;25;26;9;5;0;0;0;7;
140002705000020;8;0;16597;16597;0;2;3;9;8;3;0;0;0;0;23;
140002705000021;8;0;81425;81425;0;17;28;25;33;11;0;1;0;0;21;
140002705000022;5;0;74712;74712;0;20;22;23;15;9;1;1;0;0;74;
140002705000024;8;0;2910;2910;0;0;1;2;0;0;0;0;0;0;26;
140002705000025;8;0;0;0;0;0;0;0;0;0;0;0;0;0;29;
140002705000026;8;0;3140;3140;0;1;1;0;3;0;0;0;0;0;17;
140002705000028;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
