Cod_setor;Situacao_setor;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255;
220005305000001;1;155;1;2;3;7;8;4;3;7;3;3;6;3;8;4;3;5;6;3;1;2;1;4;2;1;5;3;3;6;3;3;1;5;4;2;2;1;3;3;2;2;1;0;4;0;2;1;0;0;0;1;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;65;8;57;0;3;0;1;0;198;2;1;4;5;6;9;6;7;4;5;6;7;3;2;6;6;5;5;4;5;2;2;6;4;6;5;8;3;2;5;5;6;5;4;3;5;4;2;2;0;0;2;1;2;1;0;1;2;1;1;1;0;0;0;0;1;0;1;0;0;1;2;0;0;1;0;0;1;0;0;1;0;0;0;0;1;30;81;59;1;2;2;4;1
220005305000002;8;155;0;1;3;1;3;4;6;8;7;5;7;3;3;5;10;6;5;4;4;5;3;1;3;8;3;2;4;1;2;0;1;2;4;2;2;2;1;1;1;1;1;0;2;2;2;2;1;1;0;0;3;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;59;7;73;0;5;0;3;0;205;0;2;2;5;2;6;5;3;7;7;9;6;8;4;8;8;6;5;4;8;9;5;3;2;5;1;2;5;4;3;1;1;1;1;4;4;4;0;1;3;2;5;1;1;7;1;4;1;1;0;2;2;2;0;0;0;1;0;2;0;0;1;1;0;0;1;1;0;0;0;1;0;0;2;0;2;25;82;68;1;1;4;13;0
220005305000003;8;179;3;2;5;5;3;9;3;7;6;10;9;6;4;3;3;4;5;2;3;6;3;1;3;1;7;3;4;1;2;4;3;2;5;0;3;1;1;5;1;1;1;0;1;1;0;3;1;1;0;0;1;3;1;1;4;3;0;1;2;0;1;0;0;0;1;0;0;0;0;2;0;0;0;1;0;1;77;4;67;1;7;0;4;1;192;0;2;6;11;7;5;3;3;9;4;6;4;3;6;3;1;0;3;6;8;3;5;4;6;2;4;2;5;3;4;8;5;4;3;1;3;1;1;1;0;3;4;1;2;1;1;2;3;1;3;3;1;0;0;1;0;1;0;0;1;0;2;1;0;1;0;0;1;0;1;0;0;1;0;0;2;19;94;45;2;1;0;5;0
220005305000004;8;49;0;1;1;1;1;0;0;5;5;2;3;3;2;2;3;4;0;0;1;1;1;0;1;1;2;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;29;0;3;1;2;0;61;0;1;2;2;1;2;2;1;4;3;0;2;0;5;1;3;1;2;2;0;1;2;1;3;3;1;1;2;2;1;0;0;0;0;1;0;0;2;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16;25;0;4;1;3;0
220005305000005;8;184;0;1;2;4;5;2;11;4;5;6;5;2;8;3;7;3;6;4;7;2;4;4;5;7;3;3;3;2;1;2;6;1;6;2;1;5;2;1;2;1;1;0;1;5;0;3;1;3;1;3;2;0;1;1;0;2;1;3;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;2;73;3;84;0;4;1;6;0;183;0;1;4;2;6;3;5;4;5;2;4;3;4;6;4;3;4;8;8;2;6;5;3;5;2;7;5;5;4;4;2;1;2;2;3;3;2;2;2;7;2;1;1;3;0;3;3;3;1;3;1;0;0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;10;93;56;0;1;0;10;0
220005305000006;8;172;1;2;1;2;4;6;0;3;11;3;9;6;7;5;5;7;9;4;11;6;4;2;6;2;3;1;1;1;1;1;6;4;3;4;2;1;3;1;2;2;1;4;1;0;1;1;1;1;0;1;0;2;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;63;1;89;2;2;0;5;0;150;0;1;3;2;4;5;5;2;8;8;3;2;6;7;6;6;3;4;1;3;7;3;2;4;2;4;2;3;4;1;4;3;2;2;1;2;0;0;5;1;1;1;1;1;3;1;1;0;0;2;0;1;1;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;9;64;60;1;2;0;4;0
220005305000007;8;148;1;1;3;4;4;2;3;3;3;2;2;1;3;8;4;4;3;4;2;5;3;3;3;3;4;3;2;1;2;2;2;3;2;4;2;6;3;3;0;3;2;1;2;2;0;4;2;1;1;3;1;0;2;0;0;0;0;0;1;1;2;0;0;2;1;0;0;0;0;1;0;1;0;0;0;2;69;2;46;0;3;2;11;0;155;0;2;3;2;6;3;3;6;5;5;1;3;2;7;3;3;5;3;6;3;4;2;1;4;2;4;2;2;0;4;2;3;3;2;3;5;0;3;1;1;4;1;5;2;1;0;0;2;1;0;0;2;1;2;0;1;1;2;3;0;2;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;12;73;48;0;2;3;2;0
220005305000008;8;195;1;0;6;3;5;5;3;8;10;5;9;7;7;7;4;7;11;8;3;8;3;3;4;2;5;4;1;5;1;4;6;2;3;3;2;1;2;3;2;2;1;1;1;2;0;0;2;1;2;0;0;2;0;0;2;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;58;0;113;0;2;0;7;0;188;1;2;0;4;5;11;8;11;6;8;6;5;1;4;7;3;4;6;3;4;3;3;2;5;3;4;5;2;4;1;5;1;1;3;4;3;1;2;3;0;1;6;1;1;2;1;0;2;1;4;1;2;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1;2;0;0;0;0;3;9;81;77;0;4;0;4;0
220005305000009;1;129;0;0;1;4;2;3;3;3;3;4;4;1;6;5;3;1;2;5;6;1;5;3;3;6;1;4;2;1;3;1;3;0;1;2;3;1;3;1;2;1;5;0;2;0;1;2;1;0;1;0;1;2;2;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;59;10;39;1;7;1;5;0;165;0;1;1;4;2;3;8;7;8;2;5;4;5;8;7;7;3;1;9;6;5;4;3;4;2;3;1;1;2;3;3;3;4;3;3;0;1;3;0;1;3;2;1;0;1;2;2;1;1;0;0;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0;0;2;24;61;60;0;9;1;2;0
220005305000010;8;139;0;3;1;3;4;4;4;5;4;2;4;6;2;8;1;1;4;4;4;4;4;4;4;3;4;2;2;5;3;3;4;2;3;1;1;1;0;1;1;3;0;1;1;1;2;0;0;1;0;0;0;0;0;1;2;2;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;2;64;8;50;1;2;0;3;0;139;0;4;5;8;7;3;2;3;9;2;0;0;2;1;4;4;5;5;5;4;2;2;6;2;5;3;3;6;3;4;1;2;0;4;2;0;1;1;0;1;2;2;0;0;3;3;0;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;14;69;28;0;2;0;2;0
