Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;
220005305000001;1;9;0;0;7;0;12;2;0;12;0
220005305000002;8;24;0;3;10;0;9;0;1;7;0
220005305000003;8;8;0;0;3;0;15;0;0;5;0
220005305000004;8;3;3;0;8;0;5;0;0;9;0
220005305000005;8;10;0;0;4;0;11;1;0;3;0
220005305000006;8;13;0;0;4;0;12;0;1;2;0
220005305000007;8;11;1;0;2;0;16;0;0;0;0
220005305000008;8;23;0;0;0;0;24;0;0;0;0
220005305000009;1;9;2;1;8;0;12;1;1;11;0
220005305000010;8;21;0;0;2;0;9;0;0;4;0
220005305000011;8;13;1;2;6;0;10;0;1;5;0
220005305000012;8;11;2;0;6;0;12;0;0;6;0
220005305000013;8;6;0;0;3;0;5;0;0;2;0
220005305000014;8;5;0;0;1;0;9;0;0;3;0
220005305000015;8;5;0;0;1;0;7;0;0;3;0
220005305000016;8;3;14;1;0;0;8;12;0;1;0
220010305000001;1;3;0;0;4;0;6;0;0;6;0
220010305000002;1;4;4;0;19;0;3;2;0;24;0
220010305000003;1;7;6;1;15;0;4;3;2;12;0
220010305000004;1;6;0;0;8;0;1;1;1;8;0
220010305000005;8;0;0;1;5;0;0;0;1;8;0
220010305000006;8;7;2;3;26;0;4;0;1;30;1
220010305000007;5;2;0;0;7;0;3;1;0;12;0
220010305000008;5;3;0;0;12;0;5;1;0;6;0
220010305000009;1;3;1;0;11;0;1;0;0;15;0
220010305000010;1;4;1;0;15;0;5;0;0;16;0
220010305000011;1;4;0;0;6;0;0;0;0;12;0
220010305000012;7;1;0;0;1;0;0;0;0;0;0
220020205000001;1;9;2;0;19;0;15;0;0;15;0
220020205000002;1;14;0;0;13;0;3;0;2;10;0
220020205000003;1;3;0;0;28;0;5;0;0;27;0
220020205000004;1;4;0;0;27;0;3;0;0;24;0
220020205000005;1;5;0;0;32;0;12;1;0;27;0
220020205000006;1;9;1;0;17;0;13;2;0;13;0
220020205000007;1;14;3;2;29;0;11;0;2;24;0
220020205000008;1;6;1;0;20;0;12;1;0;29;0
220020205000009;1;15;2;0;27;0;10;1;0;32;0
220020205000010;1;8;2;0;22;0;7;0;0;8;0
220020205000011;1;9;3;0;27;0;4;2;0;24;0
220020205000012;1;8;1;0;17;0;10;1;0;22;0
220020205000013;1;4;0;2;11;0;11;1;0;13;0
220020205000014;1;14;0;1;8;0;9;1;0;7;0
220020205000015;5;7;1;0;12;0;13;1;0;15;0
220020205000016;8;5;3;5;30;0;4;2;5;20;0
220020205000017;8;3;5;0;11;0;7;0;0;13;0
220020205000018;8;6;0;1;13;0;4;2;1;14;0
220020205000019;1;3;0;0;16;0;2;1;0;14;0
220020205000020;1;5;2;2;17;0;11;4;0;20;0
220020205000021;1;7;5;0;26;0;9;0;0;18;0
220020205000022;1;6;0;0;18;0;5;0;0;15;0
220020205000023;1;8;0;0;28;0;9;0;1;34;0
220025105000001;1;9;2;0;8;0;7;0;0;7;0
220025105000002;1;17;4;0;8;0;15;2;0;10;0
220025105000003;8;4;0;0;1;0;3;0;0;3;0
220025105000004;8;1;1;0;1;0;7;0;0;4;0
220025105000005;5;9;0;1;5;0;9;0;3;4;0
220025105000006;8;3;0;0;0;0;4;0;0;1;0
220025105000007;8;2;0;0;0;0;3;0;0;0;0
220025105000008;8;0;0;0;2;0;0;0;0;3;0
220025105000009;8;4;0;0;4;0;3;0;0;0;0
220025105000010;8;5;0;0;9;0;4;1;0;9;0
220025105000011;8;10;5;0;9;0;16;2;0;1;0
220025105000012;8;9;0;0;5;0;12;1;0;6;0
220025105000013;8;7;0;0;2;0;6;0;0;1;0
220025105000014;8;16;1;0;3;0;12;0;0;2;0
220025105000015;8;3;0;0;6;0;4;0;0;6;0
220025105000016;8;5;1;0;3;0;1;1;0;3;0
220025105000017;1;13;0;0;6;0;12;1;0;3;0
220025105000018;1;14;1;0;16;0;10;0;0;11;0
220025105000019;5;14;0;0;2;0;4;0;0;4;0
220025105000020;8;2;0;0;4;0;3;0;0;3;0
220025105000021;8;16;0;0;0;0;11;0;0;1;0
220027705000001;1;11;0;1;10;0;9;0;0;17;0
220027705000002;1;7;0;0;7;0;6;0;0;2;0
220027705000003;8;14;0;0;4;0;11;0;0;12;0
220027705000004;8;0;0;0;3;0;0;0;0;2;0
220027705000005;8;13;0;0;12;0;16;0;0;20;0
220027705000006;8;12;2;0;18;0;8;1;0;14;0
220027705000007;1;8;0;0;15;0;12;2;0;19;0
220027705000008;1;21;1;3;28;0;21;0;2;28;0
220027705000009;5;4;0;0;7;0;2;0;1;9;0
220030105000001;1;8;0;1;8;0;10;0;0;11;0
220030105000002;1;9;0;0;10;0;6;1;0;16;0
220030105000003;1;5;3;0;18;0;9;6;0;9;0
220030105000004;1;6;4;0;24;0;4;2;0;17;0
