Cod_setor;Situacao_setor;V001;V002;V003
410010305000001;1;115;0;0
410010305000002;1;109;0;0
410010305000003;1;181;1;0
410010305000004;1;153;0;0
410010305000005;1;161;0;0
410010305000006;8;33;0;0
410010305000007;8;26;0;0
410010305000008;8;41;0;0
410010305000009;8;43;0;0
410010305000010;8;57;0;0
410010305000011;8;26;0;0
410010305000012;8;12;0;0
410010305000013;8;8;0;0
410010305000014;1;110;0;0
410010305000015;8;0;"X";"X"
410010305000016;8;24;"X";"X"
410020205000001;1;68;0;0
410020205000002;1;100;0;0
410020205000003;8;94;0;0
410020205000004;8;116;0;0
410020205000005;5;2;0;0
410020205000006;8;26;0;0
410020205000007;5;53;0;0
410020205000008;8;69;2;0
410020205000009;5;92;0;0
410020205000010;8;111;0;0
410020205000011;8;33;0;0
410020205000012;8;24;0;0
410020205000013;8;51;0;0
410020205000014;8;24;0;0
410020205000015;8;23;0;0
410020205000016;8;35;0;0
410020205000017;8;29;0;0
410020205000018;1;154;0;0
410020205000019;1;19;0;0
410020205000020;1;23;0;0
410020205000021;5;57;0;0
410030105000001;1;113;0;0
410030105000002;1;209;0;0
410030105000003;8;175;0;0
410030105000004;8;101;0;0
410030105000005;8;43;0;0
410030105000006;8;80;0;0
410030105000007;8;125;0;0
410030105000008;8;72;1;0
410030105000009;8;83;0;0
410030105000010;8;55;0;0
410030105000011;8;70;0;0
410030105000012;2;136;0;0
410030105000013;8;49;0;0
410030105000014;2;43;0;0
410030105000015;2;18;0;0
410030105000016;8;6;0;0
410030110000001;1;9;0;0
410030110000002;8;6;0;0
410040005000001;1;84;1;0
410040005000002;1;173;0;0
410040005000003;1;126;0;0
410040005000004;1;158;0;2
410040005000005;1;134;0;0
410040005000006;1;46;0;0
410040005000007;1;183;0;0
410040005000008;1;137;2;0
410040005000009;1;128;0;0
410040005000010;1;155;0;1
410040005000011;1;83;0;0
410040005000012;1;23;0;0
410040005000013;1;41;0;0
410040005000014;1;146;0;0
410040005000015;1;158;1;0
410040005000016;1;198;0;0
410040005000017;1;151;0;8
410040005000018;1;122;2;0
410040005000019;1;213;0;0
410040005000020;1;145;0;0
410040005000021;1;126;0;1
410040005000022;1;180;0;0
410040005000023;1;157;0;0
410040005000024;1;140;1;0
410040005000025;1;143;0;0
410040005000026;1;131;0;0
410040005000027;1;131;0;0
410040005000028;1;176;1;0
410040005000029;1;194;0;0
410040005000030;1;161;0;0
410040005000031;1;157;0;0
410040005000032;1;177;1;0
410040005000033;1;49;0;7
410040005000034;1;95;0;0
410040005000035;1;293;0;0
410040005000036;1;258;1;2
410040005000037;1;189;0;0
410040005000038;1;42;0;0
410040005000039;1;115;1;1
410040005000040;1;97;0;0
410040005000041;1;94;0;0
410040005000042;1;120;0;0
410040005000043;2;154;0;0
410040005000044;2;143;0;0
410040005000045;2;143;0;0
410040005000046;1;12;0;0
410040005000047;1;89;0;0
410040005000048;1;107;0;0
410040005000049;1;126;0;0
410040005000050;1;193;1;0
410040005000051;1;113;0;0
410040005000052;1;129;0;0
410040005000053;1;186;0;0
410040005000054;1;122;0;0
410040005000055;2;185;0;0
410040005000056;1;163;0;0
410040005000057;1;115;0;0
410040005000058;1;197;0;0
410040005000059;1;119;0;0
410040005000060;1;47;0;0
410040005000061;1;204;0;0
410040005000062;1;155;0;0
410040005000063;1;107;0;0
410040005000064;1;215;0;3
410040005000065;1;170;0;2
410040005000066;1;110;0;0
410040005000067;1;114;0;0
410040005000068;1;79;0;0
410040005000069;1;168;0;0
410040005000070;1;145;0;0
410040005000071;1;133;1;0
410040005000072;1;159;0;0
410040005000073;1;179;0;0
410040005000074;1;153;0;0
410040005000075;1;36;0;0
410040005000076;1;71;0;3
410040005000077;1;123;0;0
410040005000078;1;129;0;0
410040005000079;1;193;3;0
410040005000080;1;165;0;0
410040005000081;1;146;1;0
410040005000082;1;99;0;0
410040005000083;1;76;0;0
410040005000084;1;140;0;1
410040005000085;1;187;0;0
410040005000086;1;154;0;0
410040005000087;1;136;0;0
410040005000088;1;145;0;0
410040005000089;1;174;0;0
410040005000090;1;261;0;1
410040005000091;1;210;0;2
410040005000092;1;315;1;0
410040005000093;1;175;0;0
410040005000094;1;121;0;0
410040005000095;1;81;0;0
410040005000096;1;182;0;0
410040005000097;1;151;0;0
410040005000098;1;216;1;0
410040005000099;3;289;0;0
410040005000100;3;216;0;0
410040005000101;3;141;0;0
410040005000102;3;209;5;0
410040005000103;3;127;0;0
410040005000104;3;199;0;0
410040005000105;3;167;0;0
410040005000106;8;154;0;0
410040005000107;8;202;1;0
410040005000108;8;96;0;0
410040005000109;8;85;0;0
410040005000110;8;254;0;0
410040005000111;8;69;0;0
410040005000112;1;105;1;0
410040005000113;1;126;0;0
410040005000114;1;126;0;0
410040005000115;1;125;0;0
410040005000116;1;89;0;0
410040005000117;1;134;0;0
410040005000118;1;106;1;0
410040005000119;1;118;0;0
410040005000120;1;114;0;0
410040005000121;1;112;0;0
410040005000122;1;90;0;0
410040005000123;1;84;0;0
410040005000124;1;127;0;0
410040005000125;2;189;0;1
410040005000126;2;95;0;5
410040005000127;1;129;0;3
410040005000128;1;109;0;0
410040005000129;1;109;0;12
410040005000130;1;79;0;0
410040005000131;1;204;0;0
410040005000132;1;171;0;0
410040005000133;1;105;0;0
410040005000134;1;59;0;0
410040005000135;1;98;0;0
410040005000136;1;206;0;1
410040005000137;1;169;0;0
410040005000138;3;167;0;0
410040005000139;3;152;0;0
410040005000140;1;103;3;0
410040005000141;1;144;0;0
410045905000001;1;91;0;0
410045905000002;1;103;0;0
