Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;
280010005000001;1;442;440;102;143;120;49;2;2;2;0;14;1;1;0;5;1;0;0;0;0;0;7;3;0;0;1;0;1;1;0;0;0;0;1;5;5;3;15;5;17;13;6;10;6;10;10;7;11;8;9;7;7;5;9;10;2;10;10;8;7;5;12;6;13;8;9;8;9;8;5;7;5;4;9;7;9;5;6;5;6;0;5;2;6;2;5;1;2;2;2;3;4;2;4;0;3;2;2;2;4;1;0;1;3;1;0;1;3;1;0;0;2;1;1;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1
280010005000002;1;232;232;68;59;51;20;1;5;4;0;17;1;3;0;2;1;0;0;0;0;0;5;0;1;0;0;0;0;0;1;2;0;0;1;3;1;2;3;5;1;5;3;1;0;4;3;6;3;5;6;4;4;1;7;6;3;6;5;4;0;2;5;2;1;3;3;5;6;5;1;1;4;1;6;2;2;2;5;3;2;2;6;2;3;1;4;3;3;6;1;0;1;2;3;0;2;1;0;1;6;1;2;0;4;2;4;2;4;1;0;1;0;0;4;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
280010005000003;1;233;233;68;54;64;22;5;3;2;0;11;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;6;4;0;5;4;2;9;4;5;7;6;3;6;8;2;6;6;5;7;3;6;8;1;6;5;3;4;2;4;1;2;5;2;1;1;4;0;3;2;4;3;4;2;2;3;2;2;2;3;4;3;3;1;2;2;1;0;0;0;1;3;0;2;2;1;2;0;1;0;2;2;0;1;0;3;1;0;0;1;1;0;2;1;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0
280010005000004;8;189;189;62;30;62;10;1;1;9;0;2;0;11;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;2;1;1;1;0;0;5;8;4;3;2;4;2;2;4;2;5;6;6;2;7;5;6;3;4;7;3;2;2;4;2;3;2;5;3;4;1;4;4;1;3;1;1;2;2;4;4;1;1;0;1;1;1;1;2;0;1;0;2;2;2;0;2;1;1;2;1;0;2;1;2;1;1;1;1;0;1;0;1;0;0;0;3;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
280010005000005;8;31;31;5;8;7;5;0;1;1;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;3;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
280010005000006;1;13;13;1;7;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
280020905000001;1;383;383;88;124;86;36;8;9;2;1;18;0;7;0;3;0;1;0;0;0;0;9;1;1;0;0;1;1;1;1;0;0;2;1;7;2;8;8;5;5;8;3;9;6;5;7;5;7;6;2;9;6;7;10;7;14;7;14;6;6;6;8;8;4;4;7;7;1;6;5;3;2;5;8;1;0;8;5;6;2;10;4;6;6;4;2;7;4;5;2;3;3;3;4;1;4;3;3;2;1;0;2;4;2;0;2;2;0;2;1;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
280020905000002;1;238;236;61;67;53;26;3;2;5;1;11;3;0;1;3;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;2;6;5;3;3;4;4;0;3;6;3;2;5;2;4;2;7;4;3;3;7;7;2;4;4;5;3;4;2;1;8;5;2;3;2;3;0;1;5;4;6;2;2;6;6;4;4;4;2;3;3;3;1;2;3;3;3;1;3;0;1;0;1;1;1;2;2;0;1;2;2;1;1;0;0;0;4;3;3;2;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
280020905000003;1;251;251;72;80;33;27;3;1;3;1;12;2;6;0;6;0;0;0;5;0;0;5;0;1;0;0;0;0;0;1;0;1;2;0;1;1;2;2;2;3;3;3;7;6;1;1;0;5;1;3;5;4;4;3;2;4;4;6;1;2;4;1;4;1;6;6;0;1;1;6;1;6;3;1;3;3;4;5;3;4;2;6;4;1;3;0;2;2;3;2;2;1;2;4;0;4;3;0;4;4;5;3;7;5;4;2;2;4;1;1;3;3;2;2;2;1;0;0;0;2;2;0;3;1;0;1;1;0;1;0;0;0;0;0
280020905000004;1;584;572;129;153;133;72;12;10;6;0;39;0;4;0;10;1;3;0;0;0;10;9;0;2;0;1;1;0;0;2;2;0;0;1;7;11;5;13;7;9;9;10;9;13;11;13;15;9;19;14;13;7;9;12;19;9;8;13;11;7;12;6;7;9;4;8;13;6;15;5;10;5;3;8;9;8;10;5;9;3;9;3;4;2;8;5;1;5;3;7;3;6;4;3;3;4;6;6;5;2;4;1;1;5;1;1;1;6;3;2;2;1;1;7;0;0;2;4;0;0;1;0;0;1;0;0;0;0;0;2;0;1;0;2
