Cod_setor;Cod_Grandes Regi‰es;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Tipo_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012
170025105000001;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0;Munic°pios n„o pertencentes a estrutura de RM;1700251;ABREUL∂NDIA;170025105;ABREUL∂NDIA;17002510500;ABREUL∂NDIA;1700251000;ABREUL∂NDIA (todos os setores);1;0;244;778;3,19;2,4;806,54;4010335,67;1009,21;4817667,38;523,16;2058702,72;861,83;3102307,34
170025105000002;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0;Munic°pios n„o pertencentes a estrutura de RM;1700251;ABREUL∂NDIA;170025105;ABREUL∂NDIA;17002510500;ABREUL∂NDIA;1700251000;ABREUL∂NDIA (todos os setores);8;0;115;300;2,61;1,87;648,06;973810,51;866,59;1114445,33;431,2;632388,52;717,7;848395,08
170025105000003;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0;Munic°pios n„o pertencentes a estrutura de RM;1700251;ABREUL∂NDIA;170025105;ABREUL∂NDIA;17002510500;ABREUL∂NDIA;1700251000;ABREUL∂NDIA (todos os setores);8;0;59;167;2,83;2,73;433,73;268023,79;595,12;271797,01;299,05;180862,25;521,32;199666,22
170025105000004;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0;Munic°pios n„o pertencentes a estrutura de RM;1700251;ABREUL∂NDIA;170025105;ABREUL∂NDIA;17002510500;ABREUL∂NDIA;1700251000;ABREUL∂NDIA (todos os setores);8;0;141;448;3,18;3,2;370,51;242088,72;555,77;260368,96;219,33;143551,69;462,27;190546,86
170025105000005;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0;Munic°pios n„o pertencentes a estrutura de RM;1700251;ABREUL∂NDIA;170025105;ABREUL∂NDIA;17002510500;ABREUL∂NDIA;1700251000;ABREUL∂NDIA (todos os setores);1;0;201;698;3,47;2,69;476,95;253956,17;626,58;239781,68;291,42;218362,76;576,55;267800,54
170030105000001;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1700301;AGUIARN‡POLIS;170030105;AGUIARN‡POLIS;17003010500;AGUIARN‡POLIS;1700301000;AGUIARN‡POLIS (todos os setores);1;0;286;1123;3,93;2,76;927,45;35035042,21;1269,15;47569000,34;676,81;23408097,22;1184,76;40408722,36
170030105000002;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1700301;AGUIARN‡POLIS;170030105;AGUIARN‡POLIS;17003010500;AGUIARN‡POLIS;1700301000;AGUIARN‡POLIS (todos os setores);1;0;294;1101;3,74;3,99;478,33;621522,26;645,09;731128,06;442,07;484090,83;717,42;588269,19
170030105000003;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1700301;AGUIARN‡POLIS;170030105;AGUIARN‡POLIS;17003010500;AGUIARN‡POLIS;1700301000;AGUIARN‡POLIS (todos os setores);8;0;102;385;3,77;3,76;453,32;1139597,92;592,81;1411036,13;355,93;514927,18;597,24;721076,91
170030105000004;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1700301;AGUIARN‡POLIS;170030105;AGUIARN‡POLIS;17003010500;AGUIARN‡POLIS;1700301000;AGUIARN‡POLIS (todos os setores);7;8;56;245;4,38;4,46;368,55;145317,82;458,64;139388,51;307,55;318041,04;573,7;441767,55
170030105000005;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1700301;AGUIARN‡POLIS;170030105;AGUIARN‡POLIS;17003010500;AGUIARN‡POLIS;1700301000;AGUIARN‡POLIS (todos os setores);8;8;97;390;4,02;5,58;439,42;2295714,27;553,56;2835837,46;261,01;766264,74;480,73;1308751,8
170030105000006;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1700301;AGUIARN‡POLIS;170030105;AGUIARN‡POLIS;17003010500;AGUIARN‡POLIS;1700301000;AGUIARN‡POLIS (todos os setores);1;0;353;1359;3,85;2,72;601,72;853305,87;816,95;983192,2;643,04;21374859,45;1060,14;34817628,87
170030105000007;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1700301;AGUIARN‡POLIS;170030105;AGUIARN‡POLIS;17003010500;AGUIARN‡POLIS;1700301000;AGUIARN‡POLIS (todos os setores);1;0;134;534;3,99;2,83;428,8;326331,62;563,32;353192,4;382,67;252858,03;582,26;268590,24
170035005000001;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);1;0;196;658;3,36;2,61;914,89;1258085,72;1007,41;1292297,25;545,76;906490,52;882,33;1169322,75
170035005000002;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);1;0;256;801;3,13;2,94;620,73;576390,66;756,7;599871,33;422,18;345117,26;683,82;380165,07
170035005000003;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);1;0;253;807;3,19;3,03;830,9;779479,55;964,3;775969,75;541,68;557347,44;866,94;610152,38
170035005000004;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);1;0;211;746;3,54;3,05;492,56;217892,28;552,82;211200,89;288,83;167057,86;512,72;181806,14
170035005000005;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);1;0;209;689;3,3;3,58;504,33;173271,98;579,15;155548,12;328,89;165020,71;519,05;161721,44
170035005000006;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);1;0;149;517;3,47;3,3;439,21;187362,52;605,95;157175,3;292,96;160391,92;577,82;151713,79
170035005000007;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);8;0;51;159;3,12;3,15;453,71;194013,01;701,18;124197,03;256,5;130054,02;599,95;97591,91
170035005000008;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);8;0;88;283;3,22;2,72;601,07;2606394,82;911,97;3689679,75;333,8;1108434,98;836,22;2369673,15
170035005000009;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);8;0;154;473;3,07;2,99;631,6;857153,89;704,83;905268,15;383,07;479603,94;610,24;625957,59
170035005000010;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700350;ALIANÄA DO TOCANTINS;170035005;ALIANÄA DO TOCANTINS;17003500500;ALIANÄA DO TOCANTINS;1700350000;ALIANÄA DO TOCANTINS (todos os setores);1;0;157;525;3,34;2,73;792,13;981590,66;894,71;1017180,95;502,19;751665,75;734,87;929541,79
170040005000001;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);1;0;279;999;3,58;3,77;750,56;1509429,32;879,86;1656310,44;441,8;1027355,5;806,64;1582702,94
170040005000002;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);1;0;273;1079;3,95;4,68;518,51;543990,85;584,93;574952,18;303,49;340478,55;483,14;455448,37
170040005000003;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);1;0;171;660;3,86;3,64;795,61;1045599,32;895,07;1087559,43;471,4;583643,61;722,25;713432,82
170040005000004;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);1;0;97;405;4,18;6,29;397,21;719401,12;558,39;924297,15;241,92;311747,22;495,35;514175,74
170040005000005;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);1;0;243;791;3,26;3,19;698,33;806095,04;958,72;857316,53;519,88;712256,71;910,13;892202,25
170040005000006;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);8;0;112;407;3,63;6,32;205,21;68256,01;469,06;31503,31;163,1;59575,22;439,31;38956,88
170040005000007;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);8;0;95;305;3,21;3,98;583,89;1605791,41;668,31;1783679,24;316,76;718825,85;534,54;1098985,96
170040005000008;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);8;0;44;122;2,77;2,46;778,64;2384463,21;925,95;2707919,22;459,59;1092639,16;676,63;1466958,15
170040005000009;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);8;0;92;301;3,27;3,34;349,64;122353,38;494,88;100974,42;225,68;95460,54;467,19;84691,48
170040005000010;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);8;0;39;107;2,74;2,3;256,26;133330,56;555,22;122276,3;160,57;85930,65;511,44;94572,18
170040005000011;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);8;0;97;313;3,23;3,78;585,04;1384789,52;718,34;1607373,36;343,35;611856,37;556,61;874822,33
170040005000012;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);8;0;1;9;9;0;300;0;300;0;72,5;15337,5;217,5;13612,5
170040005000013;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);1;0;151;560;3,71;4,74;1105,62;5282737,34;1264,77;5846121,36;552,53;2411266,05;1008,58;3947644,59
170040005000014;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);1;0;169;662;3,92;4,08;337,75;127810,86;429,17;123136,9;309,94;965627,07;520,87;1514828,7
170040005000015;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17008;Dian¢polis;0;Munic°pios n„o pertencentes a estrutura de RM;1700400;ALMAS;170040005;ALMAS;17004000500;ALMAS;1700400000;ALMAS (todos os setores);1;0;216;777;3,6;4,12;628;1328042,67;770,73;1520961,25;402,95;586332,31;653,05;787425,34
170070705000001;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;303;966;3,19;2,26;1123,08;2414956,98;1246,49;2526910,46;688,32;1257444,16;1003,8;1517545,25
170070705000002;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;177;566;3,2;2,51;423,34;303633,03;624,43;322452,41;418,31;310277,15;645,06;332274,99
170070705000003;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;201;609;3,03;2,57;1198,69;2908105,97;1400,8;3116530;944,77;5255017,32;1299,67;6771725,59
170070705000004;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;294;876;2,98;1,86;1633,82;5519547,6;1709,4;5646144,31;994,14;3546016,52;1331,31;4301122,29
170070705000005;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;174;536;3,08;2,66;1209,99;3032908,74;1385,12;3230607,35;730,33;1715758,85;1183,9;2246214,25
170070705000006;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;280;976;3,49;3,11;1070,12;36432124,95;1203,35;40825174,33;554,9;12926200,4;833,39;19193151,76
170070705000007;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;259;860;3,32;2,48;704,66;1728732,19;965,65;2119049,29;625,64;1254675,85;902,85;1560951,48
170070705000008;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;282;904;3,21;2,73;578,86;374836,97;685,88;370717;396,81;284006,32;610,73;306513,87
170070705000009;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;219;755;3,45;2,81;546,23;1142123,78;691,47;1346562,83;532,54;903083,9;725,01;1090348,56
170070705000010;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);8;0;93;273;2,94;2,47;452,16;204373,81;700,85;141436,98;270,56;173959,24;667,76;164008,42
170070705000011;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);8;0;113;334;2,96;1,94;877,35;1447924,16;991,4;1523839,45;491,52;855018,22;913,77;1206047,79
170070705000012;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17005;Gurupi;0;Munic°pios n„o pertencentes a estrutura de RM;1700707;ALVORADA;170070705;ALVORADA;17007070500;ALVORADA;1700707000;ALVORADA (todos os setores);1;0;191;651;3,41;1,98;629,4;430229,3;733,02;425072,66;389,55;251075,62;603,29;259914,98
170100205000001;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);1;0;322;1224;3,8;3,17;896,89;2628488,89;962,66;2758361,33;472,44;1185571,93;756,79;1684732,05
170100205000002;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);1;0;357;1211;3,39;2,57;1032,93;2639499,3;1117,45;2761389,38;611,29;1555907,11;887,3;2014188,94
170100205000003;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);1;0;346;1288;3,72;3,13;969,42;4540189,83;1041,68;4804141,93;519,02;1772541,95;814,05;2541116,71
170100205000004;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);1;0;234;897;3,83;3,68;415,09;268283,62;478,48;278975,91;293,56;170861,37;448,36;191595,56
170100205000005;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);1;0;403;1484;3,68;3,42;1057,57;4732920,04;1109,89;4909482,87;540,37;1871664,94;794,01;2549622,49
170100205000006;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);1;0;329;1209;3,67;3,19;612,46;471489,4;669,43;477228,45;326,51;276000,31;508,25;337353,94
170100205000007;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);8;0;85;303;3,56;3,27;609,28;921859,73;739,84;1024269,84;359,34;434741,46;577,86;573775,46
170100205000008;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);5;0;73;314;4,3;4,57;397,32;100753,89;432,9;94277,34;224,42;118259,06;341,76;140132,76
170100205000009;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);8;0;60;243;4,05;3,34;777,38;391814,34;804,19;383626,65;339,03;253212,67;567,17;294594,76
170100205000010;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);5;0;87;405;4,66;5,79;552,85;355869,85;624,65;357255,65;288,75;213503,51;476,43;263136,74
170100205000011;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);8;0;82;256;3,12;1,79;891,8;19221173,42;1160,76;24794302,54;724,75;15437747,18;1233,88;25739387,73
170100205000012;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);8;0;66;200;3,03;2,18;508,11;354761,02;698,65;354674,79;457,53;797462,69;709,81;1060570,3
170100205000015;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701002;ANANµS;170100205;ANANµS;17010020500;ANANµS;1701002000;ANANµS (todos os setores);1;0;196;788;4,02;3,78;411,18;224851,44;460,53;229134,81;255,67;156205,62;434,21;187852,23
170105105000001;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701051;ANGICO;170105105;ANGICO;17010510500;ANGICO;1701051000;ANGICO (todos os setores);1;0;272;1062;3,9;2,8;794,47;666034,97;840,84;665918,12;412,94;374540,99;625,29;434463,11
170105105000002;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701051;ANGICO;170105105;ANGICO;17010510500;ANGICO;1701051000;ANGICO (todos os setores);1;0;233;872;3,74;3,06;610,9;1866987,94;674,59;2019404,09;371,28;758507,82;565,21;1045723,63
170105105000003;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701051;ANGICO;170105105;ANGICO;17010510500;ANGICO;1701051000;ANGICO (todos os setores);8;0;145;530;3,66;2,63;345,09;155995,55;532,32;140803,98;205,93;106246,31;419,71;126912,12
170105105000004;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701051;ANGICO;170105105;ANGICO;17010510500;ANGICO;1701051000;ANGICO (todos os setores);5;0;71;259;3,65;3,37;386,17;123421,89;481,02;107838,84;249,51;128574,47;474,52;137834,34
170105105000005;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701051;ANGICO;170105105;ANGICO;17010510500;ANGICO;1701051000;ANGICO (todos os setores);5;0;93;333;3,58;2,9;383,28;135242,01;451,2;128476,29;249,03;112930,39;391,76;121794,64
170105105000006;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701051;ANGICO;170105105;ANGICO;17010510500;ANGICO;1701051000;ANGICO (todos os setores);8;0;25;105;4,2;4,5;166,8;57931,33;417;38557,56;109,72;38254,3;321,32;44252,45
170105105000007;1;Regi„o Norte;TO;Tocantins;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0;Munic°pios n„o pertencentes a estrutura de RM;1701051;ANGICO;170105105;ANGICO;17010510500;ANGICO;1701051000;ANGICO (todos os setores);8;8;3;10;3,33;6,33;340;86700;510;0;164,2;58136,4;410,5;39601
170110105000001;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17006;Porto Nacional;0;Munic°pios n„o pertencentes a estrutura de RM;1701101;APARECIDA DO RIO NEGRO;170110105;APARECIDA DO RIO NEGRO;17011010500;APARECIDA DO RIO NEGRO;1701101000;APARECIDA DO RIO NEGRO (todos os setores);1;0;273;853;3,12;2,86;601,22;383237,44;763,4;362711,48;473,87;772466,96;806,52;1047107,15
170110105000002;1;Regi„o Norte;TO;Tocantins;1702;Oriental do Tocantins;17006;Porto Nacional;0;Munic°pios n„o pertencentes a estrutura de RM;1701101;APARECIDA DO RIO NEGRO;170110105;APARECIDA DO RIO NEGRO;17011010500;APARECIDA DO RIO NEGRO;1701101000;APARECIDA DO RIO NEGRO (todos os setores);1;0;165;570;3,45;2,59;592,91;278462,16;661,01;265341,07;356,05;217634,44;583,56;223955,38
