Cod_setor;Situacao_setor;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255;
170025105000001;1;316;1;4;3;15;9;5;9;8;7;12;4;12;4;10;3;6;4;4;2;7;6;4;7;6;5;4;2;7;7;6;4;6;7;7;4;4;2;5;3;6;4;3;2;4;6;4;6;3;5;1;2;4;1;2;4;3;2;3;0;4;1;2;2;3;1;3;1;2;0;0;0;0;0;1;1;5;120;51;90;3;7;7;5;1;321;2;0;9;9;8;7;13;7;6;14;11;4;7;5;8;3;6;4;4;9;12;7;5;3;9;5;5;3;10;6;9;6;4;5;4;4;5;8;6;4;6;5;3;3;3;3;5;4;3;4;2;2;0;2;2;2;3;2;1;1;1;0;1;0;2;0;0;0;0;0;0;0;0;2;0;3;100;95;84;1;4;0;7;1
170025105000002;8;129;1;1;2;4;2;3;2;0;1;3;4;2;2;1;1;0;0;0;3;2;0;1;1;2;2;3;1;4;2;1;1;1;3;5;1;2;6;0;2;2;1;2;2;1;2;2;3;0;4;2;1;3;3;2;2;2;2;5;3;1;2;2;3;1;1;0;0;1;0;0;1;0;0;0;0;1;77;12;21;0;5;0;1;0;104;0;2;4;3;0;2;3;3;0;0;2;0;1;0;4;1;3;1;3;2;1;0;2;0;0;3;3;0;1;1;1;3;1;2;0;2;3;2;0;0;1;1;3;1;0;0;1;2;2;2;3;1;2;2;2;5;2;2;1;2;1;0;1;2;0;1;0;1;1;1;0;0;0;0;0;2;18;63;12;1;0;0;0;0
170025105000003;8;65;3;0;1;1;1;1;2;0;2;0;0;0;0;2;1;1;0;2;0;3;1;1;1;0;0;2;2;0;4;3;1;2;0;1;2;0;2;0;0;0;0;0;2;1;3;0;1;0;2;0;2;2;2;0;2;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;37;6;13;0;0;1;0;0;55;2;0;1;2;2;2;1;0;1;0;0;0;0;1;0;2;0;2;2;1;1;2;2;0;1;2;2;1;2;1;2;0;0;1;0;0;0;1;1;0;2;0;1;0;0;0;2;1;1;0;0;0;0;3;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;11;28;5;3;1;0;0;0
170025105000004;8;174;1;3;2;7;6;3;5;6;5;1;2;2;4;4;1;1;2;2;4;4;2;5;3;5;3;4;3;4;4;6;3;2;3;2;3;3;3;1;0;4;4;2;5;2;2;1;0;2;2;3;5;1;3;1;2;2;1;2;1;1;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;81;31;33;2;2;1;1;3;150;5;4;2;1;9;5;3;2;4;2;3;4;2;4;5;1;2;4;4;3;7;2;5;4;3;2;3;5;2;2;1;0;4;1;3;1;0;1;3;1;3;2;3;2;3;4;0;0;3;2;2;1;1;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;65;25;0;1;1;1;1
170025105000005;1;271;0;2;4;9;9;7;14;9;7;9;9;13;4;7;9;2;4;6;5;7;4;7;6;4;5;9;8;5;4;2;3;3;4;6;2;7;5;3;2;4;3;3;1;4;2;4;0;0;4;0;0;0;0;2;2;3;1;2;2;0;0;0;0;3;3;0;0;0;0;0;0;1;0;0;1;1;100;29;91;1;11;11;4;0;254;1;1;8;10;9;8;8;7;9;8;7;6;3;2;5;2;4;7;7;7;7;9;10;11;7;8;8;5;3;5;3;6;2;4;3;4;2;4;2;1;3;2;2;2;2;2;5;1;1;2;1;3;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;64;84;61;1;3;3;3;5
170030105000001;1;412;4;5;8;14;9;11;9;11;14;12;14;13;6;11;9;10;10;13;15;13;11;5;11;10;10;8;13;15;10;7;8;3;6;8;6;6;4;4;4;2;4;7;2;2;7;3;1;3;1;1;3;0;1;3;1;1;0;3;2;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;1;111;99;115;5;6;10;19;5;438;4;6;14;7;13;15;8;12;16;15;10;13;9;13;15;10;8;17;15;13;9;11;8;15;15;21;8;5;15;9;7;8;4;7;4;3;5;5;3;7;2;5;4;1;1;3;0;4;2;3;1;1;0;1;1;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;142;105;117;6;5;6;13;0
170030105000002;1;382;0;3;4;6;14;7;9;7;13;10;11;9;8;12;14;7;11;12;14;11;10;11;14;5;12;10;11;10;9;11;6;5;10;3;8;3;5;3;4;7;2;4;5;2;5;2;0;2;4;1;2;0;3;0;2;1;0;0;0;1;1;2;0;0;0;0;1;2;0;0;0;0;1;0;0;0;40;150;102;5;16;13;24;0;401;0;5;9;7;12;13;12;8;13;10;11;10;5;11;8;14;14;9;8;12;17;14;7;12;12;10;13;10;5;8;6;4;8;3;3;4;2;6;4;5;3;4;3;1;3;3;2;7;1;4;1;2;0;2;3;5;0;0;2;2;0;1;0;1;0;2;1;0;1;0;0;0;2;0;0;1;195;25;78;15;13;17;17;0
170030105000003;8;133;4;0;3;3;5;1;1;3;4;5;4;5;3;6;3;4;2;5;5;3;0;2;3;5;1;0;2;3;1;1;3;1;2;2;3;1;1;2;2;1;1;0;2;1;0;0;1;1;1;0;0;3;0;2;1;2;1;3;1;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;3;21;40;40;2;1;6;3;0;112;0;0;4;3;4;7;2;9;3;1;3;2;3;5;1;1;1;3;3;4;1;1;1;2;2;2;3;2;3;3;3;1;3;0;1;1;0;2;2;0;2;1;1;0;1;2;1;0;3;1;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;49;13;31;1;3;1;2;1
170030105000004;7;109;2;1;1;2;3;6;1;3;6;3;5;1;4;4;5;1;1;2;3;2;2;3;3;0;0;1;1;1;3;2;0;2;1;1;3;2;2;1;1;2;5;0;0;1;1;2;0;0;1;0;2;1;1;0;2;1;0;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;16;26;41;1;3;7;5;0;78;0;1;0;1;3;1;3;3;3;3;1;0;3;2;2;2;1;4;2;1;2;2;2;1;0;3;2;2;1;0;1;1;1;2;1;2;1;0;1;0;2;0;3;0;0;2;0;2;2;1;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;9;21;3;0;3;1;0
170030105000005;8;131;0;1;0;0;5;3;4;3;4;3;4;5;8;7;4;5;7;3;4;3;2;2;2;1;1;2;3;7;1;1;1;2;1;1;1;0;2;1;2;0;0;2;0;0;1;3;1;0;0;2;2;1;1;0;1;1;0;0;5;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;18;35;61;0;2;6;3;0;121;0;2;1;1;1;3;4;4;11;6;6;3;8;1;5;3;4;5;2;2;0;2;3;4;3;0;1;2;2;0;1;1;1;0;1;0;5;2;1;1;1;0;1;1;0;0;0;1;0;3;0;0;1;1;0;0;1;2;1;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;40;14;55;1;0;2;4;0
